"Town","FIPS","Year","Allegation Type","Report Status","Measure Type","Variable","Value","Region","Category"
"Thomaston",900575730,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Thomaston",900575730,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Thomaston",900575730,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Thomaston",900575730,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Thomaston",900575730,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Thomaston",900575730,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Thomaston",900575730,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",18,"Western Region","Abuse"
"Thomaston",900575730,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Thomaston",900575730,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Thomaston",900575730,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",115,"Western Region","Neglect"
"Thomaston",900575730,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",22,"Western Region","Neglect"
"Thomaston",900575730,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",19.13,"Western Region","Neglect"
"Thomaston",900575730,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Thomaston",900575730,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Thomaston",900575730,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Thompson",901575870,2017,"All","Alleged","Number","Child Abuse and Neglect",173,"Eastern Region","All"
"Thompson",901575870,2017,"All","Substantiated","Number","Child Abuse and Neglect",60,"Eastern Region","All"
"Thompson",901575870,2017,"All","Substantiated","Rate","Child Abuse and Neglect",34.68,"Eastern Region","All"
"Thompson",901575870,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Thompson",901575870,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Thompson",901575870,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Thompson",901575870,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Thompson",901575870,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Thompson",901575870,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Thompson",901575870,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",35,"Eastern Region","Neglect"
"Thompson",901575870,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",27,"Eastern Region","Neglect"
"Thompson",901575870,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",77.14,"Eastern Region","Neglect"
"Thompson",901575870,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Thompson",901575870,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Thompson",901575870,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Thompson",901575870,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Thompson",901575870,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Thompson",901575870,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Thompson",901575870,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",15,"Eastern Region","Abuse"
"Thompson",901575870,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Thompson",901575870,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Thompson",901575870,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",111,"Eastern Region","Neglect"
"Thompson",901575870,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",30,"Eastern Region","Neglect"
"Thompson",901575870,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",27.03,"Eastern Region","Neglect"
"Thompson",901575870,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Thompson",901575870,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Thompson",901575870,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Tolland",901376290,2017,"All","Alleged","Number","Child Abuse and Neglect",121,"North Central Region","All"
"Tolland",901376290,2017,"All","Substantiated","Number","Child Abuse and Neglect",12,"North Central Region","All"
"Tolland",901376290,2017,"All","Substantiated","Rate","Child Abuse and Neglect",9.92,"North Central Region","All"
"Tolland",901376290,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Tolland",901376290,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Tolland",901376290,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Tolland",901376290,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Tolland",901376290,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Tolland",901376290,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Tolland",901376290,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",15,"North Central Region","Neglect"
"Tolland",901376290,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Tolland",901376290,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Tolland",901376290,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Tolland",901376290,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Tolland",901376290,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Tolland",901376290,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Tolland",901376290,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Tolland",901376290,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Tolland",901376290,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",16,"North Central Region","Abuse"
"Tolland",901376290,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Tolland",901376290,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Tolland",901376290,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",71,"North Central Region","Neglect"
"Tolland",901376290,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Tolland",901376290,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Tolland",901376290,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Tolland",901376290,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Tolland",901376290,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Torrington",900576570,2017,"All","Alleged","Number","Child Abuse and Neglect",1114,"Western Region","All"
"Torrington",900576570,2017,"All","Substantiated","Number","Child Abuse and Neglect",187,"Western Region","All"
"Torrington",900576570,2017,"All","Substantiated","Rate","Child Abuse and Neglect",16.79,"Western Region","All"
"Torrington",900576570,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Torrington",900576570,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Torrington",900576570,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Torrington",900576570,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",35,"Western Region","Neglect"
"Torrington",900576570,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Torrington",900576570,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Torrington",900576570,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",183,"Western Region","Neglect"
"Torrington",900576570,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",42,"Western Region","Neglect"
"Torrington",900576570,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",22.95,"Western Region","Neglect"
"Torrington",900576570,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Torrington",900576570,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Torrington",900576570,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Torrington",900576570,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Torrington",900576570,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Torrington",900576570,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Torrington",900576570,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",91,"Western Region","Abuse"
"Torrington",900576570,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Torrington",900576570,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Torrington",900576570,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",736,"Western Region","Neglect"
"Torrington",900576570,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",117,"Western Region","Neglect"
"Torrington",900576570,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",15.9,"Western Region","Neglect"
"Torrington",900576570,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",30,"Western Region","Abuse"
"Torrington",900576570,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Torrington",900576570,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Trumbull",900177200,2017,"All","Alleged","Number","Child Abuse and Neglect",259,"Southwest Region","All"
"Trumbull",900177200,2017,"All","Substantiated","Number","Child Abuse and Neglect",33,"Southwest Region","All"
"Trumbull",900177200,2017,"All","Substantiated","Rate","Child Abuse and Neglect",12.74,"Southwest Region","All"
"Trumbull",900177200,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Southwest Region","Risk"
"Trumbull",900177200,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Southwest Region","Risk"
"Trumbull",900177200,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Southwest Region","Risk"
"Trumbull",900177200,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",11,"Southwest Region","Neglect"
"Trumbull",900177200,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Southwest Region","Neglect"
"Trumbull",900177200,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Southwest Region","Neglect"
"Trumbull",900177200,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",44,"Southwest Region","Neglect"
"Trumbull",900177200,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Southwest Region","Neglect"
"Trumbull",900177200,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Southwest Region","Neglect"
"Trumbull",900177200,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Southwest Region","Risk"
"Trumbull",900177200,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Southwest Region","Risk"
"Trumbull",900177200,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Southwest Region","Risk"
"Trumbull",900177200,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Southwest Region","Neglect"
"Trumbull",900177200,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Southwest Region","Neglect"
"Trumbull",900177200,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Southwest Region","Neglect"
"Trumbull",900177200,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",38,"Southwest Region","Abuse"
"Trumbull",900177200,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Southwest Region","Abuse"
"Trumbull",900177200,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Southwest Region","Abuse"
"Trumbull",900177200,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",147,"Southwest Region","Neglect"
"Trumbull",900177200,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",26,"Southwest Region","Neglect"
"Trumbull",900177200,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",17.69,"Southwest Region","Neglect"
"Trumbull",900177200,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Southwest Region","Abuse"
"Trumbull",900177200,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Southwest Region","Abuse"
"Trumbull",900177200,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Southwest Region","Abuse"
"Union",901377830,2017,"All","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","All"
"Union",901377830,2017,"All","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","All"
"Union",901377830,2017,"All","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","All"
"Union",901377830,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Union",901377830,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Union",901377830,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Union",901377830,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Union",901377830,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Union",901377830,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Union",901377830,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Union",901377830,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Union",901377830,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Union",901377830,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Union",901377830,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Union",901377830,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Union",901377830,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Union",901377830,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Union",901377830,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Union",901377830,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Union",901377830,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Union",901377830,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Union",901377830,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Union",901377830,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Union",901377830,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Union",901377830,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Union",901377830,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Union",901377830,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Vernon",901378250,2017,"All","Alleged","Number","Child Abuse and Neglect",756,"North Central Region","All"
"Vernon",901378250,2017,"All","Substantiated","Number","Child Abuse and Neglect",105,"North Central Region","All"
"Vernon",901378250,2017,"All","Substantiated","Rate","Child Abuse and Neglect",13.89,"North Central Region","All"
"Vernon",901378250,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Vernon",901378250,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Vernon",901378250,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Vernon",901378250,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",26,"North Central Region","Neglect"
"Vernon",901378250,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Vernon",901378250,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Vernon",901378250,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",133,"North Central Region","Neglect"
"Vernon",901378250,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",14,"North Central Region","Neglect"
"Vernon",901378250,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",10.53,"North Central Region","Neglect"
"Vernon",901378250,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Vernon",901378250,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Vernon",901378250,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Vernon",901378250,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Vernon",901378250,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Vernon",901378250,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Vernon",901378250,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",71,"North Central Region","Abuse"
"Vernon",901378250,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Vernon",901378250,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Vernon",901378250,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",485,"North Central Region","Neglect"
"Vernon",901378250,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",83,"North Central Region","Neglect"
"Vernon",901378250,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",17.11,"North Central Region","Neglect"
"Vernon",901378250,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",19,"North Central Region","Abuse"
"Vernon",901378250,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Vernon",901378250,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Voluntown",901178600,2017,"All","Alleged","Number","Child Abuse and Neglect",45,"Eastern Region","All"
"Voluntown",901178600,2017,"All","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","All"
"Voluntown",901178600,2017,"All","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","All"
"Voluntown",901178600,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Voluntown",901178600,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Voluntown",901178600,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Voluntown",901178600,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Voluntown",901178600,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Voluntown",901178600,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Voluntown",901178600,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Voluntown",901178600,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Voluntown",901178600,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Voluntown",901178600,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Voluntown",901178600,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Voluntown",901178600,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Voluntown",901178600,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Voluntown",901178600,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Voluntown",901178600,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Voluntown",901178600,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Voluntown",901178600,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Voluntown",901178600,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Voluntown",901178600,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",36,"Eastern Region","Neglect"
"Voluntown",901178600,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Voluntown",901178600,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Voluntown",901178600,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Voluntown",901178600,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Voluntown",901178600,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Wallingford",900978740,2017,"All","Alleged","Number","Child Abuse and Neglect",518,"Central Region","All"
"Wallingford",900978740,2017,"All","Substantiated","Number","Child Abuse and Neglect",64,"Central Region","All"
"Wallingford",900978740,2017,"All","Substantiated","Rate","Child Abuse and Neglect",12.36,"Central Region","All"
"Wallingford",900978740,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Central Region","Risk"
"Wallingford",900978740,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Central Region","Risk"
"Wallingford",900978740,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Central Region","Risk"
"Wallingford",900978740,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",24,"Central Region","Neglect"
"Wallingford",900978740,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Central Region","Neglect"
"Wallingford",900978740,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Central Region","Neglect"
"Wallingford",900978740,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",74,"Central Region","Neglect"
"Wallingford",900978740,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",18,"Central Region","Neglect"
"Wallingford",900978740,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",24.32,"Central Region","Neglect"
"Wallingford",900978740,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Central Region","Risk"
"Wallingford",900978740,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Central Region","Risk"
"Wallingford",900978740,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Central Region","Risk"
"Wallingford",900978740,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",15,"Central Region","Neglect"
"Wallingford",900978740,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Central Region","Neglect"
"Wallingford",900978740,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Central Region","Neglect"
"Wallingford",900978740,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",53,"Central Region","Abuse"
"Wallingford",900978740,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Central Region","Abuse"
"Wallingford",900978740,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Central Region","Abuse"
"Wallingford",900978740,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",322,"Central Region","Neglect"
"Wallingford",900978740,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",36,"Central Region","Neglect"
"Wallingford",900978740,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",11.18,"Central Region","Neglect"
"Wallingford",900978740,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",17,"Central Region","Abuse"
"Wallingford",900978740,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Central Region","Abuse"
"Wallingford",900978740,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Central Region","Abuse"
"Warren",900579510,2017,"All","Alleged","Number","Child Abuse and Neglect",18,"Western Region","All"
"Warren",900579510,2017,"All","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","All"
"Warren",900579510,2017,"All","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","All"
"Warren",900579510,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Warren",900579510,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Warren",900579510,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Warren",900579510,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
