"District","FIPS","Year","Incident Type","Variable","Measure Type","Value","R#","Region"
"Regional School District 18",NA,"2015-2016","Property Damage","Incidents","Number",0,3,"Eastern"
"Regional School District 18",NA,"2015-2016","Weapons","Incidents","Number",-9999,3,"Eastern"
"Regional School District 18",NA,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",-9999,3,"Eastern"
"Regional School District 18",NA,"2016-2017","Violent Crimes Against Persons","Incidents","Number",-9999,3,"Eastern"
"Regional School District 18",NA,"2016-2017","School Policy Violations","Incidents","Number",30,3,"Eastern"
"Regional School District 18",NA,"2016-2017","Sexually Related Behavior","Incidents","Number",7,3,"Eastern"
"Regional School District 18",NA,"2016-2017","Personally Threatening Behavior","Incidents","Number",15,3,"Eastern"
"Regional School District 18",NA,"2016-2017","Theft Related Behaviors","Incidents","Number",6,3,"Eastern"
"Regional School District 18",NA,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",-9999,3,"Eastern"
"Regional School District 18",NA,"2016-2017","Fighting and Battery","Incidents","Number",-9999,3,"Eastern"
"Regional School District 18",NA,"2016-2017","Property Damage","Incidents","Number",11,3,"Eastern"
"Regional School District 18",NA,"2016-2017","Weapons","Incidents","Number",0,3,"Eastern"
"Regional School District 18",NA,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",11,3,"Eastern"
"Regional School District 19",NA,"2009-2010","Violent Crimes Against Persons","Incidents","Number",0,3,"Eastern"
"Regional School District 19",NA,"2009-2010","School Policy Violations","Incidents","Number",104,3,"Eastern"
"Regional School District 19",NA,"2009-2010","Sexually Related Behavior","Incidents","Number",0,3,"Eastern"
"Regional School District 19",NA,"2009-2010","Personally Threatening Behavior","Incidents","Number",10,3,"Eastern"
"Regional School District 19",NA,"2009-2010","Theft Related Behaviors","Incidents","Number",13,3,"Eastern"
"Regional School District 19",NA,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2009-2010","Fighting and Battery","Incidents","Number",14,3,"Eastern"
"Regional School District 19",NA,"2009-2010","Property Damage","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2009-2010","Weapons","Incidents","Number",6,3,"Eastern"
"Regional School District 19",NA,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",29,3,"Eastern"
"Regional School District 19",NA,"2010-2011","Violent Crimes Against Persons","Incidents","Number",0,3,"Eastern"
"Regional School District 19",NA,"2010-2011","School Policy Violations","Incidents","Number",183,3,"Eastern"
"Regional School District 19",NA,"2010-2011","Sexually Related Behavior","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2010-2011","Personally Threatening Behavior","Incidents","Number",18,3,"Eastern"
"Regional School District 19",NA,"2010-2011","Theft Related Behaviors","Incidents","Number",12,3,"Eastern"
"Regional School District 19",NA,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",10,3,"Eastern"
"Regional School District 19",NA,"2010-2011","Fighting and Battery","Incidents","Number",6,3,"Eastern"
"Regional School District 19",NA,"2010-2011","Property Damage","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2010-2011","Weapons","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",25,3,"Eastern"
"Regional School District 19",NA,"2011-2012","Violent Crimes Against Persons","Incidents","Number",0,3,"Eastern"
"Regional School District 19",NA,"2011-2012","School Policy Violations","Incidents","Number",111,3,"Eastern"
"Regional School District 19",NA,"2011-2012","Sexually Related Behavior","Incidents","Number",0,3,"Eastern"
"Regional School District 19",NA,"2011-2012","Personally Threatening Behavior","Incidents","Number",15,3,"Eastern"
"Regional School District 19",NA,"2011-2012","Theft Related Behaviors","Incidents","Number",14,3,"Eastern"
"Regional School District 19",NA,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2011-2012","Fighting and Battery","Incidents","Number",9,3,"Eastern"
"Regional School District 19",NA,"2011-2012","Property Damage","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2011-2012","Weapons","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",22,3,"Eastern"
"Regional School District 19",NA,"2012-2013","Violent Crimes Against Persons","Incidents","Number",0,3,"Eastern"
"Regional School District 19",NA,"2012-2013","School Policy Violations","Incidents","Number",60,3,"Eastern"
"Regional School District 19",NA,"2012-2013","Sexually Related Behavior","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2012-2013","Personally Threatening Behavior","Incidents","Number",12,3,"Eastern"
"Regional School District 19",NA,"2012-2013","Theft Related Behaviors","Incidents","Number",14,3,"Eastern"
"Regional School District 19",NA,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2012-2013","Fighting and Battery","Incidents","Number",16,3,"Eastern"
"Regional School District 19",NA,"2012-2013","Property Damage","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2012-2013","Weapons","Incidents","Number",6,3,"Eastern"
"Regional School District 19",NA,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",22,3,"Eastern"
"Regional School District 19",NA,"2013-2014","Violent Crimes Against Persons","Incidents","Number",0,3,"Eastern"
"Regional School District 19",NA,"2013-2014","School Policy Violations","Incidents","Number",57,3,"Eastern"
"Regional School District 19",NA,"2013-2014","Sexually Related Behavior","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2013-2014","Personally Threatening Behavior","Incidents","Number",8,3,"Eastern"
"Regional School District 19",NA,"2013-2014","Theft Related Behaviors","Incidents","Number",6,3,"Eastern"
"Regional School District 19",NA,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",7,3,"Eastern"
"Regional School District 19",NA,"2013-2014","Fighting and Battery","Incidents","Number",17,3,"Eastern"
"Regional School District 19",NA,"2013-2014","Property Damage","Incidents","Number",0,3,"Eastern"
"Regional School District 19",NA,"2013-2014","Weapons","Incidents","Number",8,3,"Eastern"
"Regional School District 19",NA,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",7,3,"Eastern"
"Regional School District 19",NA,"2014-2015","Violent Crimes Against Persons","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2014-2015","School Policy Violations","Incidents","Number",37,3,"Eastern"
"Regional School District 19",NA,"2014-2015","Sexually Related Behavior","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2014-2015","Personally Threatening Behavior","Incidents","Number",9,3,"Eastern"
"Regional School District 19",NA,"2014-2015","Theft Related Behaviors","Incidents","Number",6,3,"Eastern"
"Regional School District 19",NA,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2014-2015","Fighting and Battery","Incidents","Number",9,3,"Eastern"
"Regional School District 19",NA,"2014-2015","Property Damage","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2014-2015","Weapons","Incidents","Number",0,3,"Eastern"
"Regional School District 19",NA,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",10,3,"Eastern"
"Regional School District 19",NA,"2015-2016","Violent Crimes Against Persons","Incidents","Number",0,3,"Eastern"
"Regional School District 19",NA,"2015-2016","School Policy Violations","Incidents","Number",69,3,"Eastern"
"Regional School District 19",NA,"2015-2016","Sexually Related Behavior","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2015-2016","Personally Threatening Behavior","Incidents","Number",11,3,"Eastern"
"Regional School District 19",NA,"2015-2016","Theft Related Behaviors","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2015-2016","Fighting and Battery","Incidents","Number",12,3,"Eastern"
"Regional School District 19",NA,"2015-2016","Property Damage","Incidents","Number",0,3,"Eastern"
"Regional School District 19",NA,"2015-2016","Weapons","Incidents","Number",0,3,"Eastern"
"Regional School District 19",NA,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2016-2017","Violent Crimes Against Persons","Incidents","Number",0,3,"Eastern"
"Regional School District 19",NA,"2016-2017","School Policy Violations","Incidents","Number",34,3,"Eastern"
"Regional School District 19",NA,"2016-2017","Sexually Related Behavior","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2016-2017","Personally Threatening Behavior","Incidents","Number",11,3,"Eastern"
"Regional School District 19",NA,"2016-2017","Theft Related Behaviors","Incidents","Number",6,3,"Eastern"
"Regional School District 19",NA,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2016-2017","Fighting and Battery","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2016-2017","Property Damage","Incidents","Number",0,3,"Eastern"
"Regional School District 19",NA,"2016-2017","Weapons","Incidents","Number",-9999,3,"Eastern"
"Regional School District 19",NA,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",6,3,"Eastern"
"Ridgefield School District",900163970,"2009-2010","Violent Crimes Against Persons","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2009-2010","School Policy Violations","Incidents","Number",20,5,"Western"
"Ridgefield School District",900163970,"2009-2010","Sexually Related Behavior","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2009-2010","Personally Threatening Behavior","Incidents","Number",21,5,"Western"
"Ridgefield School District",900163970,"2009-2010","Theft Related Behaviors","Incidents","Number",10,5,"Western"
"Ridgefield School District",900163970,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",10,5,"Western"
"Ridgefield School District",900163970,"2009-2010","Fighting and Battery","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2009-2010","Property Damage","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2009-2010","Weapons","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",27,5,"Western"
"Ridgefield School District",900163970,"2010-2011","Violent Crimes Against Persons","Incidents","Number",6,5,"Western"
"Ridgefield School District",900163970,"2010-2011","School Policy Violations","Incidents","Number",47,5,"Western"
"Ridgefield School District",900163970,"2010-2011","Sexually Related Behavior","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2010-2011","Personally Threatening Behavior","Incidents","Number",17,5,"Western"
"Ridgefield School District",900163970,"2010-2011","Theft Related Behaviors","Incidents","Number",7,5,"Western"
"Ridgefield School District",900163970,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",33,5,"Western"
"Ridgefield School District",900163970,"2010-2011","Fighting and Battery","Incidents","Number",22,5,"Western"
"Ridgefield School District",900163970,"2010-2011","Property Damage","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2010-2011","Weapons","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",30,5,"Western"
"Ridgefield School District",900163970,"2011-2012","Violent Crimes Against Persons","Incidents","Number",0,5,"Western"
"Ridgefield School District",900163970,"2011-2012","School Policy Violations","Incidents","Number",74,5,"Western"
"Ridgefield School District",900163970,"2011-2012","Sexually Related Behavior","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2011-2012","Personally Threatening Behavior","Incidents","Number",44,5,"Western"
"Ridgefield School District",900163970,"2011-2012","Theft Related Behaviors","Incidents","Number",13,5,"Western"
"Ridgefield School District",900163970,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",43,5,"Western"
"Ridgefield School District",900163970,"2011-2012","Fighting and Battery","Incidents","Number",9,5,"Western"
"Ridgefield School District",900163970,"2011-2012","Property Damage","Incidents","Number",8,5,"Western"
"Ridgefield School District",900163970,"2011-2012","Weapons","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",23,5,"Western"
"Ridgefield School District",900163970,"2012-2013","Violent Crimes Against Persons","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2012-2013","School Policy Violations","Incidents","Number",51,5,"Western"
"Ridgefield School District",900163970,"2012-2013","Sexually Related Behavior","Incidents","Number",0,5,"Western"
"Ridgefield School District",900163970,"2012-2013","Personally Threatening Behavior","Incidents","Number",16,5,"Western"
"Ridgefield School District",900163970,"2012-2013","Theft Related Behaviors","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",36,5,"Western"
"Ridgefield School District",900163970,"2012-2013","Fighting and Battery","Incidents","Number",9,5,"Western"
"Ridgefield School District",900163970,"2012-2013","Property Damage","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2012-2013","Weapons","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",13,5,"Western"
"Ridgefield School District",900163970,"2013-2014","Violent Crimes Against Persons","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2013-2014","School Policy Violations","Incidents","Number",20,5,"Western"
"Ridgefield School District",900163970,"2013-2014","Sexually Related Behavior","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2013-2014","Personally Threatening Behavior","Incidents","Number",19,5,"Western"
"Ridgefield School District",900163970,"2013-2014","Theft Related Behaviors","Incidents","Number",11,5,"Western"
"Ridgefield School District",900163970,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",24,5,"Western"
"Ridgefield School District",900163970,"2013-2014","Fighting and Battery","Incidents","Number",15,5,"Western"
"Ridgefield School District",900163970,"2013-2014","Property Damage","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2013-2014","Weapons","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",9,5,"Western"
"Ridgefield School District",900163970,"2014-2015","Violent Crimes Against Persons","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2014-2015","School Policy Violations","Incidents","Number",16,5,"Western"
"Ridgefield School District",900163970,"2014-2015","Sexually Related Behavior","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2014-2015","Personally Threatening Behavior","Incidents","Number",33,5,"Western"
"Ridgefield School District",900163970,"2014-2015","Theft Related Behaviors","Incidents","Number",0,5,"Western"
"Ridgefield School District",900163970,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",19,5,"Western"
"Ridgefield School District",900163970,"2014-2015","Fighting and Battery","Incidents","Number",9,5,"Western"
"Ridgefield School District",900163970,"2014-2015","Property Damage","Incidents","Number",0,5,"Western"
"Ridgefield School District",900163970,"2014-2015","Weapons","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",10,5,"Western"
"Ridgefield School District",900163970,"2015-2016","Violent Crimes Against Persons","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2015-2016","School Policy Violations","Incidents","Number",16,5,"Western"
"Ridgefield School District",900163970,"2015-2016","Sexually Related Behavior","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2015-2016","Personally Threatening Behavior","Incidents","Number",14,5,"Western"
"Ridgefield School District",900163970,"2015-2016","Theft Related Behaviors","Incidents","Number",7,5,"Western"
"Ridgefield School District",900163970,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",18,5,"Western"
"Ridgefield School District",900163970,"2015-2016","Fighting and Battery","Incidents","Number",14,5,"Western"
"Ridgefield School District",900163970,"2015-2016","Property Damage","Incidents","Number",0,5,"Western"
"Ridgefield School District",900163970,"2015-2016","Weapons","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",25,5,"Western"
"Ridgefield School District",900163970,"2016-2017","Violent Crimes Against Persons","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2016-2017","School Policy Violations","Incidents","Number",52,5,"Western"
"Ridgefield School District",900163970,"2016-2017","Sexually Related Behavior","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2016-2017","Personally Threatening Behavior","Incidents","Number",25,5,"Western"
"Ridgefield School District",900163970,"2016-2017","Theft Related Behaviors","Incidents","Number",7,5,"Western"
"Ridgefield School District",900163970,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",9,5,"Western"
"Ridgefield School District",900163970,"2016-2017","Fighting and Battery","Incidents","Number",9,5,"Western"
"Ridgefield School District",900163970,"2016-2017","Property Damage","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2016-2017","Weapons","Incidents","Number",-9999,5,"Western"
"Ridgefield School District",900163970,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",36,5,"Western"
"Rocky Hill School District",900365370,"2009-2010","Violent Crimes Against Persons","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2009-2010","School Policy Violations","Incidents","Number",165,6,"Central"
"Rocky Hill School District",900365370,"2009-2010","Sexually Related Behavior","Incidents","Number",0,6,"Central"
"Rocky Hill School District",900365370,"2009-2010","Personally Threatening Behavior","Incidents","Number",21,6,"Central"
"Rocky Hill School District",900365370,"2009-2010","Theft Related Behaviors","Incidents","Number",6,6,"Central"
"Rocky Hill School District",900365370,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",30,6,"Central"
"Rocky Hill School District",900365370,"2009-2010","Fighting and Battery","Incidents","Number",62,6,"Central"
"Rocky Hill School District",900365370,"2009-2010","Property Damage","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2009-2010","Weapons","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",9,6,"Central"
"Rocky Hill School District",900365370,"2010-2011","Violent Crimes Against Persons","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2010-2011","School Policy Violations","Incidents","Number",132,6,"Central"
"Rocky Hill School District",900365370,"2010-2011","Sexually Related Behavior","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2010-2011","Personally Threatening Behavior","Incidents","Number",18,6,"Central"
"Rocky Hill School District",900365370,"2010-2011","Theft Related Behaviors","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",21,6,"Central"
"Rocky Hill School District",900365370,"2010-2011","Fighting and Battery","Incidents","Number",27,6,"Central"
"Rocky Hill School District",900365370,"2010-2011","Property Damage","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2010-2011","Weapons","Incidents","Number",0,6,"Central"
"Rocky Hill School District",900365370,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2011-2012","Violent Crimes Against Persons","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2011-2012","School Policy Violations","Incidents","Number",194,6,"Central"
"Rocky Hill School District",900365370,"2011-2012","Sexually Related Behavior","Incidents","Number",0,6,"Central"
"Rocky Hill School District",900365370,"2011-2012","Personally Threatening Behavior","Incidents","Number",29,6,"Central"
"Rocky Hill School District",900365370,"2011-2012","Theft Related Behaviors","Incidents","Number",10,6,"Central"
"Rocky Hill School District",900365370,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",11,6,"Central"
"Rocky Hill School District",900365370,"2011-2012","Fighting and Battery","Incidents","Number",15,6,"Central"
"Rocky Hill School District",900365370,"2011-2012","Property Damage","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2011-2012","Weapons","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",15,6,"Central"
"Rocky Hill School District",900365370,"2012-2013","Violent Crimes Against Persons","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2012-2013","School Policy Violations","Incidents","Number",105,6,"Central"
"Rocky Hill School District",900365370,"2012-2013","Sexually Related Behavior","Incidents","Number",0,6,"Central"
"Rocky Hill School District",900365370,"2012-2013","Personally Threatening Behavior","Incidents","Number",9,6,"Central"
"Rocky Hill School District",900365370,"2012-2013","Theft Related Behaviors","Incidents","Number",6,6,"Central"
"Rocky Hill School District",900365370,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",7,6,"Central"
"Rocky Hill School District",900365370,"2012-2013","Fighting and Battery","Incidents","Number",16,6,"Central"
"Rocky Hill School District",900365370,"2012-2013","Property Damage","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2012-2013","Weapons","Incidents","Number",0,6,"Central"
"Rocky Hill School District",900365370,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",12,6,"Central"
"Rocky Hill School District",900365370,"2013-2014","Violent Crimes Against Persons","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2013-2014","School Policy Violations","Incidents","Number",37,6,"Central"
"Rocky Hill School District",900365370,"2013-2014","Sexually Related Behavior","Incidents","Number",0,6,"Central"
"Rocky Hill School District",900365370,"2013-2014","Personally Threatening Behavior","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2013-2014","Theft Related Behaviors","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",6,6,"Central"
"Rocky Hill School District",900365370,"2013-2014","Fighting and Battery","Incidents","Number",10,6,"Central"
"Rocky Hill School District",900365370,"2013-2014","Property Damage","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2013-2014","Weapons","Incidents","Number",0,6,"Central"
"Rocky Hill School District",900365370,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",13,6,"Central"
"Rocky Hill School District",900365370,"2014-2015","Violent Crimes Against Persons","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2014-2015","School Policy Violations","Incidents","Number",81,6,"Central"
"Rocky Hill School District",900365370,"2014-2015","Sexually Related Behavior","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2014-2015","Personally Threatening Behavior","Incidents","Number",12,6,"Central"
"Rocky Hill School District",900365370,"2014-2015","Theft Related Behaviors","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2014-2015","Fighting and Battery","Incidents","Number",11,6,"Central"
"Rocky Hill School District",900365370,"2014-2015","Property Damage","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2014-2015","Weapons","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2015-2016","Violent Crimes Against Persons","Incidents","Number",0,6,"Central"
"Rocky Hill School District",900365370,"2015-2016","School Policy Violations","Incidents","Number",50,6,"Central"
"Rocky Hill School District",900365370,"2015-2016","Sexually Related Behavior","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2015-2016","Personally Threatening Behavior","Incidents","Number",8,6,"Central"
"Rocky Hill School District",900365370,"2015-2016","Theft Related Behaviors","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",8,6,"Central"
"Rocky Hill School District",900365370,"2015-2016","Fighting and Battery","Incidents","Number",14,6,"Central"
"Rocky Hill School District",900365370,"2015-2016","Property Damage","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2015-2016","Weapons","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",0,6,"Central"
"Rocky Hill School District",900365370,"2016-2017","Violent Crimes Against Persons","Incidents","Number",0,6,"Central"
"Rocky Hill School District",900365370,"2016-2017","School Policy Violations","Incidents","Number",55,6,"Central"
"Rocky Hill School District",900365370,"2016-2017","Sexually Related Behavior","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2016-2017","Personally Threatening Behavior","Incidents","Number",7,6,"Central"
"Rocky Hill School District",900365370,"2016-2017","Theft Related Behaviors","Incidents","Number",7,6,"Central"
"Rocky Hill School District",900365370,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2016-2017","Fighting and Battery","Incidents","Number",11,6,"Central"
"Rocky Hill School District",900365370,"2016-2017","Property Damage","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2016-2017","Weapons","Incidents","Number",-9999,6,"Central"
"Rocky Hill School District",900365370,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",-9999,6,"Central"
"Salem School District",NA,"2009-2010","Violent Crimes Against Persons","Incidents","Number",0,3,"Eastern"
"Salem School District",NA,"2009-2010","School Policy Violations","Incidents","Number",-9999,3,"Eastern"
"Salem School District",NA,"2009-2010","Sexually Related Behavior","Incidents","Number",0,3,"Eastern"
"Salem School District",NA,"2009-2010","Personally Threatening Behavior","Incidents","Number",-9999,3,"Eastern"
"Salem School District",NA,"2009-2010","Theft Related Behaviors","Incidents","Number",-9999,3,"Eastern"
"Salem School District",NA,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",-9999,3,"Eastern"
"Salem School District",NA,"2009-2010","Fighting and Battery","Incidents","Number",0,3,"Eastern"
"Salem School District",NA,"2009-2010","Property Damage","Incidents","Number",0,3,"Eastern"
"Salem School District",NA,"2009-2010","Weapons","Incidents","Number",0,3,"Eastern"
"Salem School District",NA,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",0,3,"Eastern"
"Salem School District",NA,"2010-2011","Violent Crimes Against Persons","Incidents","Number",-9999,3,"Eastern"
"Salem School District",NA,"2010-2011","School Policy Violations","Incidents","Number",-9999,3,"Eastern"
"Salem School District",NA,"2010-2011","Sexually Related Behavior","Incidents","Number",-9999,3,"Eastern"
"Salem School District",NA,"2010-2011","Personally Threatening Behavior","Incidents","Number",7,3,"Eastern"
"Salem School District",NA,"2010-2011","Theft Related Behaviors","Incidents","Number",-9999,3,"Eastern"
"Salem School District",NA,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",0,3,"Eastern"
"Salem School District",NA,"2010-2011","Fighting and Battery","Incidents","Number",-9999,3,"Eastern"
"Salem School District",NA,"2010-2011","Property Damage","Incidents","Number",0,3,"Eastern"
"Salem School District",NA,"2010-2011","Weapons","Incidents","Number",0,3,"Eastern"
"Salem School District",NA,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",0,3,"Eastern"
"Salem School District",NA,"2011-2012","Violent Crimes Against Persons","Incidents","Number",0,3,"Eastern"
"Salem School District",NA,"2011-2012","School Policy Violations","Incidents","Number",12,3,"Eastern"
"Salem School District",NA,"2011-2012","Sexually Related Behavior","Incidents","Number",-9999,3,"Eastern"
"Salem School District",NA,"2011-2012","Personally Threatening Behavior","Incidents","Number",-9999,3,"Eastern"
"Salem School District",NA,"2011-2012","Theft Related Behaviors","Incidents","Number",-9999,3,"Eastern"
"Salem School District",NA,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",-9999,3,"Eastern"
"Salem School District",NA,"2011-2012","Fighting and Battery","Incidents","Number",-9999,3,"Eastern"
"Salem School District",NA,"2011-2012","Property Damage","Incidents","Number",0,3,"Eastern"
"Salem School District",NA,"2011-2012","Weapons","Incidents","Number",0,3,"Eastern"
