"District","FIPS","Year","Incident Type","Variable","Measure Type","Value"
"Thomaston School District",900575730,"2016-2017","Property Damage","Incidents","Number",-9999
"Thomaston School District",900575730,"2016-2017","Weapons","Incidents","Number",-9999
"Thomaston School District",900575730,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",10
"Thompson School District",901575870,"2009-2010","Violent Crimes Against Persons","Incidents","Number",-9999
"Thompson School District",901575870,"2009-2010","School Policy Violations","Incidents","Number",80
"Thompson School District",901575870,"2009-2010","Sexually Related Behavior","Incidents","Number",7
"Thompson School District",901575870,"2009-2010","Personally Threatening Behavior","Incidents","Number",18
"Thompson School District",901575870,"2009-2010","Theft Related Behaviors","Incidents","Number",-9999
"Thompson School District",901575870,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",28
"Thompson School District",901575870,"2009-2010","Fighting and Battery","Incidents","Number",16
"Thompson School District",901575870,"2009-2010","Property Damage","Incidents","Number",-9999
"Thompson School District",901575870,"2009-2010","Weapons","Incidents","Number",-9999
"Thompson School District",901575870,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",12
"Thompson School District",901575870,"2010-2011","Violent Crimes Against Persons","Incidents","Number",-9999
"Thompson School District",901575870,"2010-2011","School Policy Violations","Incidents","Number",177
"Thompson School District",901575870,"2010-2011","Sexually Related Behavior","Incidents","Number",11
"Thompson School District",901575870,"2010-2011","Personally Threatening Behavior","Incidents","Number",27
"Thompson School District",901575870,"2010-2011","Theft Related Behaviors","Incidents","Number",-9999
"Thompson School District",901575870,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",49
"Thompson School District",901575870,"2010-2011","Fighting and Battery","Incidents","Number",10
"Thompson School District",901575870,"2010-2011","Property Damage","Incidents","Number",12
"Thompson School District",901575870,"2010-2011","Weapons","Incidents","Number",6
"Thompson School District",901575870,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",18
"Thompson School District",901575870,"2011-2012","Violent Crimes Against Persons","Incidents","Number",6
"Thompson School District",901575870,"2011-2012","School Policy Violations","Incidents","Number",149
"Thompson School District",901575870,"2011-2012","Sexually Related Behavior","Incidents","Number",-9999
"Thompson School District",901575870,"2011-2012","Personally Threatening Behavior","Incidents","Number",25
"Thompson School District",901575870,"2011-2012","Theft Related Behaviors","Incidents","Number",-9999
"Thompson School District",901575870,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",37
"Thompson School District",901575870,"2011-2012","Fighting and Battery","Incidents","Number",7
"Thompson School District",901575870,"2011-2012","Property Damage","Incidents","Number",13
"Thompson School District",901575870,"2011-2012","Weapons","Incidents","Number",-9999
"Thompson School District",901575870,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",6
"Thompson School District",901575870,"2012-2013","Violent Crimes Against Persons","Incidents","Number",0
"Thompson School District",901575870,"2012-2013","School Policy Violations","Incidents","Number",124
"Thompson School District",901575870,"2012-2013","Sexually Related Behavior","Incidents","Number",-9999
"Thompson School District",901575870,"2012-2013","Personally Threatening Behavior","Incidents","Number",14
"Thompson School District",901575870,"2012-2013","Theft Related Behaviors","Incidents","Number",-9999
"Thompson School District",901575870,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",14
"Thompson School District",901575870,"2012-2013","Fighting and Battery","Incidents","Number",11
"Thompson School District",901575870,"2012-2013","Property Damage","Incidents","Number",6
"Thompson School District",901575870,"2012-2013","Weapons","Incidents","Number",10
"Thompson School District",901575870,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",-9999
"Thompson School District",901575870,"2013-2014","Violent Crimes Against Persons","Incidents","Number",-9999
"Thompson School District",901575870,"2013-2014","School Policy Violations","Incidents","Number",65
"Thompson School District",901575870,"2013-2014","Sexually Related Behavior","Incidents","Number",-9999
"Thompson School District",901575870,"2013-2014","Personally Threatening Behavior","Incidents","Number",13
"Thompson School District",901575870,"2013-2014","Theft Related Behaviors","Incidents","Number",-9999
"Thompson School District",901575870,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",6
"Thompson School District",901575870,"2013-2014","Fighting and Battery","Incidents","Number",20
"Thompson School District",901575870,"2013-2014","Property Damage","Incidents","Number",0
"Thompson School District",901575870,"2013-2014","Weapons","Incidents","Number",-9999
"Thompson School District",901575870,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",9
"Thompson School District",901575870,"2014-2015","Violent Crimes Against Persons","Incidents","Number",0
"Thompson School District",901575870,"2014-2015","School Policy Violations","Incidents","Number",42
"Thompson School District",901575870,"2014-2015","Sexually Related Behavior","Incidents","Number",-9999
"Thompson School District",901575870,"2014-2015","Personally Threatening Behavior","Incidents","Number",12
"Thompson School District",901575870,"2014-2015","Theft Related Behaviors","Incidents","Number",0
"Thompson School District",901575870,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",18
"Thompson School District",901575870,"2014-2015","Fighting and Battery","Incidents","Number",13
"Thompson School District",901575870,"2014-2015","Property Damage","Incidents","Number",0
"Thompson School District",901575870,"2014-2015","Weapons","Incidents","Number",-9999
"Thompson School District",901575870,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",-9999
"Thompson School District",901575870,"2015-2016","Violent Crimes Against Persons","Incidents","Number",6
"Thompson School District",901575870,"2015-2016","School Policy Violations","Incidents","Number",100
"Thompson School District",901575870,"2015-2016","Sexually Related Behavior","Incidents","Number",-9999
"Thompson School District",901575870,"2015-2016","Personally Threatening Behavior","Incidents","Number",19
"Thompson School District",901575870,"2015-2016","Theft Related Behaviors","Incidents","Number",-9999
"Thompson School District",901575870,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",14
"Thompson School District",901575870,"2015-2016","Fighting and Battery","Incidents","Number",30
"Thompson School District",901575870,"2015-2016","Property Damage","Incidents","Number",6
"Thompson School District",901575870,"2015-2016","Weapons","Incidents","Number",-9999
"Thompson School District",901575870,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",14
"Thompson School District",901575870,"2016-2017","Violent Crimes Against Persons","Incidents","Number",7
"Thompson School District",901575870,"2016-2017","School Policy Violations","Incidents","Number",89
"Thompson School District",901575870,"2016-2017","Sexually Related Behavior","Incidents","Number",-9999
"Thompson School District",901575870,"2016-2017","Personally Threatening Behavior","Incidents","Number",22
"Thompson School District",901575870,"2016-2017","Theft Related Behaviors","Incidents","Number",-9999
"Thompson School District",901575870,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",39
"Thompson School District",901575870,"2016-2017","Fighting and Battery","Incidents","Number",14
"Thompson School District",901575870,"2016-2017","Property Damage","Incidents","Number",-9999
"Thompson School District",901575870,"2016-2017","Weapons","Incidents","Number",-9999
"Thompson School District",901575870,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Tolland School District",901376290,"2009-2010","Violent Crimes Against Persons","Incidents","Number",0
"Tolland School District",901376290,"2009-2010","School Policy Violations","Incidents","Number",132
"Tolland School District",901376290,"2009-2010","Sexually Related Behavior","Incidents","Number",-9999
"Tolland School District",901376290,"2009-2010","Personally Threatening Behavior","Incidents","Number",36
"Tolland School District",901376290,"2009-2010","Theft Related Behaviors","Incidents","Number",13
"Tolland School District",901376290,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",73
"Tolland School District",901376290,"2009-2010","Fighting and Battery","Incidents","Number",34
"Tolland School District",901376290,"2009-2010","Property Damage","Incidents","Number",-9999
"Tolland School District",901376290,"2009-2010","Weapons","Incidents","Number",-9999
"Tolland School District",901376290,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",34
"Tolland School District",901376290,"2010-2011","Violent Crimes Against Persons","Incidents","Number",0
"Tolland School District",901376290,"2010-2011","School Policy Violations","Incidents","Number",217
"Tolland School District",901376290,"2010-2011","Sexually Related Behavior","Incidents","Number",-9999
"Tolland School District",901376290,"2010-2011","Personally Threatening Behavior","Incidents","Number",26
"Tolland School District",901376290,"2010-2011","Theft Related Behaviors","Incidents","Number",6
"Tolland School District",901376290,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",34
"Tolland School District",901376290,"2010-2011","Fighting and Battery","Incidents","Number",16
"Tolland School District",901376290,"2010-2011","Property Damage","Incidents","Number",-9999
"Tolland School District",901376290,"2010-2011","Weapons","Incidents","Number",0
"Tolland School District",901376290,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",32
"Tolland School District",901376290,"2011-2012","Violent Crimes Against Persons","Incidents","Number",0
"Tolland School District",901376290,"2011-2012","School Policy Violations","Incidents","Number",106
"Tolland School District",901376290,"2011-2012","Sexually Related Behavior","Incidents","Number",0
"Tolland School District",901376290,"2011-2012","Personally Threatening Behavior","Incidents","Number",14
"Tolland School District",901376290,"2011-2012","Theft Related Behaviors","Incidents","Number",-9999
"Tolland School District",901376290,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",12
"Tolland School District",901376290,"2011-2012","Fighting and Battery","Incidents","Number",16
"Tolland School District",901376290,"2011-2012","Property Damage","Incidents","Number",-9999
"Tolland School District",901376290,"2011-2012","Weapons","Incidents","Number",-9999
"Tolland School District",901376290,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",21
"Tolland School District",901376290,"2012-2013","Violent Crimes Against Persons","Incidents","Number",-9999
"Tolland School District",901376290,"2012-2013","School Policy Violations","Incidents","Number",162
"Tolland School District",901376290,"2012-2013","Sexually Related Behavior","Incidents","Number",-9999
"Tolland School District",901376290,"2012-2013","Personally Threatening Behavior","Incidents","Number",29
"Tolland School District",901376290,"2012-2013","Theft Related Behaviors","Incidents","Number",-9999
"Tolland School District",901376290,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",16
"Tolland School District",901376290,"2012-2013","Fighting and Battery","Incidents","Number",19
"Tolland School District",901376290,"2012-2013","Property Damage","Incidents","Number",-9999
"Tolland School District",901376290,"2012-2013","Weapons","Incidents","Number",-9999
"Tolland School District",901376290,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",21
"Tolland School District",901376290,"2013-2014","Violent Crimes Against Persons","Incidents","Number",0
"Tolland School District",901376290,"2013-2014","School Policy Violations","Incidents","Number",96
"Tolland School District",901376290,"2013-2014","Sexually Related Behavior","Incidents","Number",-9999
"Tolland School District",901376290,"2013-2014","Personally Threatening Behavior","Incidents","Number",28
"Tolland School District",901376290,"2013-2014","Theft Related Behaviors","Incidents","Number",-9999
"Tolland School District",901376290,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",20
"Tolland School District",901376290,"2013-2014","Fighting and Battery","Incidents","Number",13
"Tolland School District",901376290,"2013-2014","Property Damage","Incidents","Number",16
"Tolland School District",901376290,"2013-2014","Weapons","Incidents","Number",-9999
"Tolland School District",901376290,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",16
"Tolland School District",901376290,"2014-2015","Violent Crimes Against Persons","Incidents","Number",0
"Tolland School District",901376290,"2014-2015","School Policy Violations","Incidents","Number",44
"Tolland School District",901376290,"2014-2015","Sexually Related Behavior","Incidents","Number",6
"Tolland School District",901376290,"2014-2015","Personally Threatening Behavior","Incidents","Number",12
"Tolland School District",901376290,"2014-2015","Theft Related Behaviors","Incidents","Number",-9999
"Tolland School District",901376290,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",13
"Tolland School District",901376290,"2014-2015","Fighting and Battery","Incidents","Number",16
"Tolland School District",901376290,"2014-2015","Property Damage","Incidents","Number",-9999
"Tolland School District",901376290,"2014-2015","Weapons","Incidents","Number",-9999
"Tolland School District",901376290,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",19
"Tolland School District",901376290,"2015-2016","Violent Crimes Against Persons","Incidents","Number",-9999
"Tolland School District",901376290,"2015-2016","School Policy Violations","Incidents","Number",71
"Tolland School District",901376290,"2015-2016","Sexually Related Behavior","Incidents","Number",-9999
"Tolland School District",901376290,"2015-2016","Personally Threatening Behavior","Incidents","Number",39
"Tolland School District",901376290,"2015-2016","Theft Related Behaviors","Incidents","Number",8
"Tolland School District",901376290,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",23
"Tolland School District",901376290,"2015-2016","Fighting and Battery","Incidents","Number",23
"Tolland School District",901376290,"2015-2016","Property Damage","Incidents","Number",14
"Tolland School District",901376290,"2015-2016","Weapons","Incidents","Number",-9999
"Tolland School District",901376290,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",28
"Tolland School District",901376290,"2016-2017","Violent Crimes Against Persons","Incidents","Number",0
"Tolland School District",901376290,"2016-2017","School Policy Violations","Incidents","Number",90
"Tolland School District",901376290,"2016-2017","Sexually Related Behavior","Incidents","Number",7
"Tolland School District",901376290,"2016-2017","Personally Threatening Behavior","Incidents","Number",30
"Tolland School District",901376290,"2016-2017","Theft Related Behaviors","Incidents","Number",-9999
"Tolland School District",901376290,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",32
"Tolland School District",901376290,"2016-2017","Fighting and Battery","Incidents","Number",13
"Tolland School District",901376290,"2016-2017","Property Damage","Incidents","Number",-9999
"Tolland School District",901376290,"2016-2017","Weapons","Incidents","Number",0
"Tolland School District",901376290,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",43
"Torrington School District",900576570,"2009-2010","Violent Crimes Against Persons","Incidents","Number",-9999
"Torrington School District",900576570,"2009-2010","School Policy Violations","Incidents","Number",662
"Torrington School District",900576570,"2009-2010","Sexually Related Behavior","Incidents","Number",10
"Torrington School District",900576570,"2009-2010","Personally Threatening Behavior","Incidents","Number",46
"Torrington School District",900576570,"2009-2010","Theft Related Behaviors","Incidents","Number",23
"Torrington School District",900576570,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",61
"Torrington School District",900576570,"2009-2010","Fighting and Battery","Incidents","Number",114
"Torrington School District",900576570,"2009-2010","Property Damage","Incidents","Number",7
"Torrington School District",900576570,"2009-2010","Weapons","Incidents","Number",12
"Torrington School District",900576570,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",26
"Torrington School District",900576570,"2010-2011","Violent Crimes Against Persons","Incidents","Number",25
"Torrington School District",900576570,"2010-2011","School Policy Violations","Incidents","Number",678
"Torrington School District",900576570,"2010-2011","Sexually Related Behavior","Incidents","Number",19
"Torrington School District",900576570,"2010-2011","Personally Threatening Behavior","Incidents","Number",60
"Torrington School District",900576570,"2010-2011","Theft Related Behaviors","Incidents","Number",11
"Torrington School District",900576570,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",105
"Torrington School District",900576570,"2010-2011","Fighting and Battery","Incidents","Number",201
"Torrington School District",900576570,"2010-2011","Property Damage","Incidents","Number",-9999
"Torrington School District",900576570,"2010-2011","Weapons","Incidents","Number",13
"Torrington School District",900576570,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",19
"Torrington School District",900576570,"2011-2012","Violent Crimes Against Persons","Incidents","Number",7
"Torrington School District",900576570,"2011-2012","School Policy Violations","Incidents","Number",828
"Torrington School District",900576570,"2011-2012","Sexually Related Behavior","Incidents","Number",-9999
"Torrington School District",900576570,"2011-2012","Personally Threatening Behavior","Incidents","Number",188
"Torrington School District",900576570,"2011-2012","Theft Related Behaviors","Incidents","Number",26
"Torrington School District",900576570,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",41
"Torrington School District",900576570,"2011-2012","Fighting and Battery","Incidents","Number",185
"Torrington School District",900576570,"2011-2012","Property Damage","Incidents","Number",27
"Torrington School District",900576570,"2011-2012","Weapons","Incidents","Number",13
"Torrington School District",900576570,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",24
"Torrington School District",900576570,"2012-2013","Violent Crimes Against Persons","Incidents","Number",-9999
"Torrington School District",900576570,"2012-2013","School Policy Violations","Incidents","Number",565
"Torrington School District",900576570,"2012-2013","Sexually Related Behavior","Incidents","Number",24
"Torrington School District",900576570,"2012-2013","Personally Threatening Behavior","Incidents","Number",120
"Torrington School District",900576570,"2012-2013","Theft Related Behaviors","Incidents","Number",27
"Torrington School District",900576570,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",235
"Torrington School District",900576570,"2012-2013","Fighting and Battery","Incidents","Number",101
"Torrington School District",900576570,"2012-2013","Property Damage","Incidents","Number",21
"Torrington School District",900576570,"2012-2013","Weapons","Incidents","Number",-9999
"Torrington School District",900576570,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",13
"Torrington School District",900576570,"2013-2014","Violent Crimes Against Persons","Incidents","Number",-9999
"Torrington School District",900576570,"2013-2014","School Policy Violations","Incidents","Number",545
"Torrington School District",900576570,"2013-2014","Sexually Related Behavior","Incidents","Number",-9999
"Torrington School District",900576570,"2013-2014","Personally Threatening Behavior","Incidents","Number",92
"Torrington School District",900576570,"2013-2014","Theft Related Behaviors","Incidents","Number",23
"Torrington School District",900576570,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",144
"Torrington School District",900576570,"2013-2014","Fighting and Battery","Incidents","Number",73
"Torrington School District",900576570,"2013-2014","Property Damage","Incidents","Number",19
"Torrington School District",900576570,"2013-2014","Weapons","Incidents","Number",15
"Torrington School District",900576570,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",33
"Torrington School District",900576570,"2014-2015","Violent Crimes Against Persons","Incidents","Number",0
"Torrington School District",900576570,"2014-2015","School Policy Violations","Incidents","Number",434
"Torrington School District",900576570,"2014-2015","Sexually Related Behavior","Incidents","Number",10
"Torrington School District",900576570,"2014-2015","Personally Threatening Behavior","Incidents","Number",63
"Torrington School District",900576570,"2014-2015","Theft Related Behaviors","Incidents","Number",11
"Torrington School District",900576570,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",107
"Torrington School District",900576570,"2014-2015","Fighting and Battery","Incidents","Number",50
"Torrington School District",900576570,"2014-2015","Property Damage","Incidents","Number",23
"Torrington School District",900576570,"2014-2015","Weapons","Incidents","Number",8
"Torrington School District",900576570,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",24
"Torrington School District",900576570,"2015-2016","Violent Crimes Against Persons","Incidents","Number",-9999
"Torrington School District",900576570,"2015-2016","School Policy Violations","Incidents","Number",536
"Torrington School District",900576570,"2015-2016","Sexually Related Behavior","Incidents","Number",9
"Torrington School District",900576570,"2015-2016","Personally Threatening Behavior","Incidents","Number",74
"Torrington School District",900576570,"2015-2016","Theft Related Behaviors","Incidents","Number",8
"Torrington School District",900576570,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",92
"Torrington School District",900576570,"2015-2016","Fighting and Battery","Incidents","Number",74
"Torrington School District",900576570,"2015-2016","Property Damage","Incidents","Number",20
"Torrington School District",900576570,"2015-2016","Weapons","Incidents","Number",10
"Torrington School District",900576570,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",43
"Torrington School District",900576570,"2016-2017","Violent Crimes Against Persons","Incidents","Number",7
"Torrington School District",900576570,"2016-2017","School Policy Violations","Incidents","Number",351
"Torrington School District",900576570,"2016-2017","Sexually Related Behavior","Incidents","Number",11
"Torrington School District",900576570,"2016-2017","Personally Threatening Behavior","Incidents","Number",77
"Torrington School District",900576570,"2016-2017","Theft Related Behaviors","Incidents","Number",9
"Torrington School District",900576570,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",122
"Torrington School District",900576570,"2016-2017","Fighting and Battery","Incidents","Number",74
"Torrington School District",900576570,"2016-2017","Property Damage","Incidents","Number",14
"Torrington School District",900576570,"2016-2017","Weapons","Incidents","Number",14
"Torrington School District",900576570,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",22
"Trailblazers Academy District",NA,"2009-2010","Violent Crimes Against Persons","Incidents","Number",0
"Trailblazers Academy District",NA,"2009-2010","School Policy Violations","Incidents","Number",0
"Trailblazers Academy District",NA,"2009-2010","Sexually Related Behavior","Incidents","Number",0
"Trailblazers Academy District",NA,"2009-2010","Personally Threatening Behavior","Incidents","Number",0
"Trailblazers Academy District",NA,"2009-2010","Theft Related Behaviors","Incidents","Number",0
"Trailblazers Academy District",NA,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",0
"Trailblazers Academy District",NA,"2009-2010","Fighting and Battery","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2009-2010","Property Damage","Incidents","Number",0
"Trailblazers Academy District",NA,"2009-2010","Weapons","Incidents","Number",0
"Trailblazers Academy District",NA,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Trailblazers Academy District",NA,"2010-2011","Violent Crimes Against Persons","Incidents","Number",0
"Trailblazers Academy District",NA,"2010-2011","School Policy Violations","Incidents","Number",0
"Trailblazers Academy District",NA,"2010-2011","Sexually Related Behavior","Incidents","Number",0
"Trailblazers Academy District",NA,"2010-2011","Personally Threatening Behavior","Incidents","Number",0
"Trailblazers Academy District",NA,"2010-2011","Theft Related Behaviors","Incidents","Number",0
"Trailblazers Academy District",NA,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2010-2011","Fighting and Battery","Incidents","Number",9
"Trailblazers Academy District",NA,"2010-2011","Property Damage","Incidents","Number",0
"Trailblazers Academy District",NA,"2010-2011","Weapons","Incidents","Number",0
"Trailblazers Academy District",NA,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Trailblazers Academy District",NA,"2011-2012","Violent Crimes Against Persons","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2011-2012","School Policy Violations","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2011-2012","Sexually Related Behavior","Incidents","Number",0
"Trailblazers Academy District",NA,"2011-2012","Personally Threatening Behavior","Incidents","Number",0
"Trailblazers Academy District",NA,"2011-2012","Theft Related Behaviors","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2011-2012","Fighting and Battery","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2011-2012","Property Damage","Incidents","Number",0
"Trailblazers Academy District",NA,"2011-2012","Weapons","Incidents","Number",0
"Trailblazers Academy District",NA,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Trailblazers Academy District",NA,"2012-2013","Violent Crimes Against Persons","Incidents","Number",0
"Trailblazers Academy District",NA,"2012-2013","School Policy Violations","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2012-2013","Sexually Related Behavior","Incidents","Number",0
"Trailblazers Academy District",NA,"2012-2013","Personally Threatening Behavior","Incidents","Number",8
"Trailblazers Academy District",NA,"2012-2013","Theft Related Behaviors","Incidents","Number",0
"Trailblazers Academy District",NA,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2012-2013","Fighting and Battery","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2012-2013","Property Damage","Incidents","Number",0
"Trailblazers Academy District",NA,"2012-2013","Weapons","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Trailblazers Academy District",NA,"2013-2014","Violent Crimes Against Persons","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2013-2014","School Policy Violations","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2013-2014","Sexually Related Behavior","Incidents","Number",0
"Trailblazers Academy District",NA,"2013-2014","Personally Threatening Behavior","Incidents","Number",6
"Trailblazers Academy District",NA,"2013-2014","Theft Related Behaviors","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2013-2014","Fighting and Battery","Incidents","Number",11
"Trailblazers Academy District",NA,"2013-2014","Property Damage","Incidents","Number",0
"Trailblazers Academy District",NA,"2013-2014","Weapons","Incidents","Number",0
"Trailblazers Academy District",NA,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Trailblazers Academy District",NA,"2014-2015","Violent Crimes Against Persons","Incidents","Number",0
"Trailblazers Academy District",NA,"2014-2015","School Policy Violations","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2014-2015","Sexually Related Behavior","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2014-2015","Personally Threatening Behavior","Incidents","Number",0
"Trailblazers Academy District",NA,"2014-2015","Theft Related Behaviors","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2014-2015","Fighting and Battery","Incidents","Number",20
"Trailblazers Academy District",NA,"2014-2015","Property Damage","Incidents","Number",0
"Trailblazers Academy District",NA,"2014-2015","Weapons","Incidents","Number",0
"Trailblazers Academy District",NA,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2015-2016","Violent Crimes Against Persons","Incidents","Number",0
"Trailblazers Academy District",NA,"2015-2016","School Policy Violations","Incidents","Number",8
"Trailblazers Academy District",NA,"2015-2016","Sexually Related Behavior","Incidents","Number",0
"Trailblazers Academy District",NA,"2015-2016","Personally Threatening Behavior","Incidents","Number",6
"Trailblazers Academy District",NA,"2015-2016","Theft Related Behaviors","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",16
"Trailblazers Academy District",NA,"2015-2016","Fighting and Battery","Incidents","Number",39
"Trailblazers Academy District",NA,"2015-2016","Property Damage","Incidents","Number",0
"Trailblazers Academy District",NA,"2015-2016","Weapons","Incidents","Number",0
"Trailblazers Academy District",NA,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Trailblazers Academy District",NA,"2016-2017","Violent Crimes Against Persons","Incidents","Number",0
"Trailblazers Academy District",NA,"2016-2017","School Policy Violations","Incidents","Number",55
"Trailblazers Academy District",NA,"2016-2017","Sexually Related Behavior","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2016-2017","Personally Threatening Behavior","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2016-2017","Theft Related Behaviors","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",9
"Trailblazers Academy District",NA,"2016-2017","Fighting and Battery","Incidents","Number",22
"Trailblazers Academy District",NA,"2016-2017","Property Damage","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2016-2017","Weapons","Incidents","Number",-9999
"Trailblazers Academy District",NA,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",-9999
"Trumbull School District",900177200,"2009-2010","Violent Crimes Against Persons","Incidents","Number",-9999
"Trumbull School District",900177200,"2009-2010","School Policy Violations","Incidents","Number",78
"Trumbull School District",900177200,"2009-2010","Sexually Related Behavior","Incidents","Number",-9999
"Trumbull School District",900177200,"2009-2010","Personally Threatening Behavior","Incidents","Number",15
"Trumbull School District",900177200,"2009-2010","Theft Related Behaviors","Incidents","Number",12
"Trumbull School District",900177200,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",29
"Trumbull School District",900177200,"2009-2010","Fighting and Battery","Incidents","Number",45
"Trumbull School District",900177200,"2009-2010","Property Damage","Incidents","Number",6
"Trumbull School District",900177200,"2009-2010","Weapons","Incidents","Number",9
"Trumbull School District",900177200,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",-9999
"Trumbull School District",900177200,"2010-2011","Violent Crimes Against Persons","Incidents","Number",-9999
"Trumbull School District",900177200,"2010-2011","School Policy Violations","Incidents","Number",93
"Trumbull School District",900177200,"2010-2011","Sexually Related Behavior","Incidents","Number",6
"Trumbull School District",900177200,"2010-2011","Personally Threatening Behavior","Incidents","Number",10
"Trumbull School District",900177200,"2010-2011","Theft Related Behaviors","Incidents","Number",-9999
"Trumbull School District",900177200,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",24
"Trumbull School District",900177200,"2010-2011","Fighting and Battery","Incidents","Number",25
"Trumbull School District",900177200,"2010-2011","Property Damage","Incidents","Number",-9999
