"Town","FIPS","Year","Measure Type","Variable","Value","Region"
"Meriden",900946520,"2006-2010","Crude Rate (per 100,000)","Deaths",12.57,"Central Region"
"Meriden",900946520,"2006-2010","Number","Deaths",38,"Central Region"
"Meriden",900946520,"2007-2011","AAMR (per 100,000)","Deaths",12.36,"Central Region"
"Meriden",900946520,"2007-2011","Crude Rate (per 100,000)","Deaths",12.87,"Central Region"
"Meriden",900946520,"2007-2011","Number","Deaths",39,"Central Region"
"Meriden",900946520,"2008-2012","AAMR (per 100,000)","Deaths",13.31,"Central Region"
"Meriden",900946520,"2008-2012","Crude Rate (per 100,000)","Deaths",13.47,"Central Region"
"Meriden",900946520,"2008-2012","Number","Deaths",41,"Central Region"
"Meriden",900946520,"2010-2014","AAMR (per 100,000)","Deaths",13.25,"Central Region"
"Meriden",900946520,"2010-2014","Crude Rate (per 100,000)","Deaths",13.53,"Central Region"
"Meriden",900946520,"2010-2014","Number","Deaths",41,"Central Region"
"Middlebury",900946940,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Middlebury",900946940,"2006-2010","Crude Rate (per 100,000)","Deaths",2.71,"Western Region"
"Middlebury",900946940,"2006-2010","Number","Deaths",1,"Western Region"
"Middlebury",900946940,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Middlebury",900946940,"2007-2011","Crude Rate (per 100,000)","Deaths",2.68,"Western Region"
"Middlebury",900946940,"2007-2011","Number","Deaths",1,"Western Region"
"Middlebury",900946940,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Middlebury",900946940,"2008-2012","Crude Rate (per 100,000)","Deaths",2.64,"Western Region"
"Middlebury",900946940,"2008-2012","Number","Deaths",1,"Western Region"
"Middlebury",900946940,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Middlebury",900946940,"2010-2014","Crude Rate (per 100,000)","Deaths",5.28,"Western Region"
"Middlebury",900946940,"2010-2014","Number","Deaths",2,"Western Region"
"Middlefield",900747080,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Middlefield",900747080,"2006-2010","Crude Rate (per 100,000)","Deaths",9.06,"Eastern Region"
"Middlefield",900747080,"2006-2010","Number","Deaths",2,"Eastern Region"
"Middlefield",900747080,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Middlefield",900747080,"2007-2011","Crude Rate (per 100,000)","Deaths",13.58,"Eastern Region"
"Middlefield",900747080,"2007-2011","Number","Deaths",3,"Eastern Region"
"Middlefield",900747080,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Middlefield",900747080,"2008-2012","Crude Rate (per 100,000)","Deaths",9.04,"Eastern Region"
"Middlefield",900747080,"2008-2012","Number","Deaths",2,"Eastern Region"
"Middlefield",900747080,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Middlefield",900747080,"2010-2014","Crude Rate (per 100,000)","Deaths",13.56,"Eastern Region"
"Middlefield",900747080,"2010-2014","Number","Deaths",3,"Eastern Region"
"Middletown",900747360,"2006-2010","AAMR (per 100,000)","Deaths",8.37,"Eastern Region"
"Middletown",900747360,"2006-2010","Crude Rate (per 100,000)","Deaths",8.45,"Eastern Region"
"Middletown",900747360,"2006-2010","Number","Deaths",20,"Eastern Region"
"Middletown",900747360,"2007-2011","AAMR (per 100,000)","Deaths",9.65,"Eastern Region"
"Middletown",900747360,"2007-2011","Crude Rate (per 100,000)","Deaths",10.1,"Eastern Region"
"Middletown",900747360,"2007-2011","Number","Deaths",24,"Eastern Region"
"Middletown",900747360,"2008-2012","AAMR (per 100,000)","Deaths",11.64,"Eastern Region"
"Middletown",900747360,"2008-2012","Crude Rate (per 100,000)","Deaths",12.6,"Eastern Region"
"Middletown",900747360,"2008-2012","Number","Deaths",30,"Eastern Region"
"Middletown",900747360,"2010-2014","AAMR (per 100,000)","Deaths",12.62,"Eastern Region"
"Middletown",900747360,"2010-2014","Crude Rate (per 100,000)","Deaths",13.92,"Eastern Region"
"Middletown",900747360,"2010-2014","Number","Deaths",33,"Eastern Region"
"Milford",900947535,"2006-2010","AAMR (per 100,000)","Deaths",8.74,"South Central Region"
"Milford",900947535,"2006-2010","Crude Rate (per 100,000)","Deaths",9.1,"South Central Region"
"Milford",900947535,"2006-2010","Number","Deaths",24,"South Central Region"
"Milford",900947535,"2007-2011","AAMR (per 100,000)","Deaths",7.43,"South Central Region"
"Milford",900947535,"2007-2011","Crude Rate (per 100,000)","Deaths",7.59,"South Central Region"
"Milford",900947535,"2007-2011","Number","Deaths",20,"South Central Region"
"Milford",900947535,"2008-2012","AAMR (per 100,000)","Deaths",8.75,"South Central Region"
"Milford",900947535,"2008-2012","Crude Rate (per 100,000)","Deaths",9.1,"South Central Region"
"Milford",900947535,"2008-2012","Number","Deaths",24,"South Central Region"
"Milford",900947535,"2010-2014","AAMR (per 100,000)","Deaths",9.41,"South Central Region"
"Milford",900947535,"2010-2014","Crude Rate (per 100,000)","Deaths",10.19,"South Central Region"
"Milford",900947535,"2010-2014","Number","Deaths",27,"South Central Region"
"Monroe",900148620,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Monroe",900148620,"2006-2010","Crude Rate (per 100,000)","Deaths",5.18,"Southwest Region"
"Monroe",900148620,"2006-2010","Number","Deaths",5,"Southwest Region"
"Monroe",900148620,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Monroe",900148620,"2007-2011","Crude Rate (per 100,000)","Deaths",9.28,"Southwest Region"
"Monroe",900148620,"2007-2011","Number","Deaths",9,"Southwest Region"
"Monroe",900148620,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Monroe",900148620,"2008-2012","Crude Rate (per 100,000)","Deaths",7.18,"Southwest Region"
"Monroe",900148620,"2008-2012","Number","Deaths",7,"Southwest Region"
"Monroe",900148620,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Monroe",900148620,"2010-2014","Crude Rate (per 100,000)","Deaths",13.18,"Southwest Region"
"Monroe",900148620,"2010-2014","Number","Deaths",13,"Southwest Region"
"Montville",901148900,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Montville",901148900,"2006-2010","Crude Rate (per 100,000)","Deaths",14.38,"Eastern Region"
"Montville",901148900,"2006-2010","Number","Deaths",14,"Eastern Region"
"Montville",901148900,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Montville",901148900,"2007-2011","Crude Rate (per 100,000)","Deaths",13.33,"Eastern Region"
"Montville",901148900,"2007-2011","Number","Deaths",13,"Eastern Region"
"Montville",901148900,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Montville",901148900,"2008-2012","Crude Rate (per 100,000)","Deaths",10.22,"Eastern Region"
"Montville",901148900,"2008-2012","Number","Deaths",10,"Eastern Region"
"Montville",901148900,"2010-2014","AAMR (per 100,000)","Deaths",16.98,"Eastern Region"
"Montville",901148900,"2010-2014","Crude Rate (per 100,000)","Deaths",18.34,"Eastern Region"
"Montville",901148900,"2010-2014","Number","Deaths",18,"Eastern Region"
"Morris",900549460,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Morris",900549460,"2006-2010","Crude Rate (per 100,000)","Deaths",8.13,"Western Region"
"Morris",900549460,"2006-2010","Number","Deaths",1,"Western Region"
"Morris",900549460,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Morris",900549460,"2007-2011","Crude Rate (per 100,000)","Deaths",8.3,"Western Region"
"Morris",900549460,"2007-2011","Number","Deaths",1,"Western Region"
"Morris",900549460,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Morris",900549460,"2008-2012","Crude Rate (per 100,000)","Deaths",8.38,"Western Region"
"Morris",900549460,"2008-2012","Number","Deaths",1,"Western Region"
"Morris",900549460,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Morris",900549460,"2010-2014","Crude Rate (per 100,000)","Deaths",16.99,"Western Region"
"Morris",900549460,"2010-2014","Number","Deaths",2,"Western Region"
"Naugatuck",900949950,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Naugatuck",900949950,"2006-2010","Crude Rate (per 100,000)","Deaths",7.56,"Western Region"
"Naugatuck",900949950,"2006-2010","Number","Deaths",12,"Western Region"
"Naugatuck",900949950,"2007-2011","AAMR (per 100,000)","Deaths",12.2,"Western Region"
"Naugatuck",900949950,"2007-2011","Crude Rate (per 100,000)","Deaths",11.96,"Western Region"
"Naugatuck",900949950,"2007-2011","Number","Deaths",19,"Western Region"
"Naugatuck",900949950,"2008-2012","AAMR (per 100,000)","Deaths",10.02,"Western Region"
"Naugatuck",900949950,"2008-2012","Crude Rate (per 100,000)","Deaths",10.04,"Western Region"
"Naugatuck",900949950,"2008-2012","Number","Deaths",16,"Western Region"
"Naugatuck",900949950,"2010-2014","AAMR (per 100,000)","Deaths",12.6,"Western Region"
"Naugatuck",900949950,"2010-2014","Crude Rate (per 100,000)","Deaths",12.59,"Western Region"
"Naugatuck",900949950,"2010-2014","Number","Deaths",20,"Western Region"
"New Britain",900350440,"2006-2010","AAMR (per 100,000)","Deaths",11.56,"Central Region"
"New Britain",900350440,"2006-2010","Crude Rate (per 100,000)","Deaths",11.24,"Central Region"
"New Britain",900350440,"2006-2010","Number","Deaths",41,"Central Region"
"New Britain",900350440,"2007-2011","AAMR (per 100,000)","Deaths",11.2,"Central Region"
"New Britain",900350440,"2007-2011","Crude Rate (per 100,000)","Deaths",10.4,"Central Region"
"New Britain",900350440,"2007-2011","Number","Deaths",38,"Central Region"
"New Britain",900350440,"2008-2012","AAMR (per 100,000)","Deaths",12.13,"Central Region"
"New Britain",900350440,"2008-2012","Crude Rate (per 100,000)","Deaths",11.2,"Central Region"
"New Britain",900350440,"2008-2012","Number","Deaths",41,"Central Region"
"New Britain",900350440,"2010-2014","AAMR (per 100,000)","Deaths",11.71,"Central Region"
"New Britain",900350440,"2010-2014","Crude Rate (per 100,000)","Deaths",10.67,"Central Region"
"New Britain",900350440,"2010-2014","Number","Deaths",39,"Central Region"
"New Canaan",900150580,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"New Canaan",900150580,"2006-2010","Crude Rate (per 100,000)","Deaths",2.04,"Southwest Region"
"New Canaan",900150580,"2006-2010","Number","Deaths",2,"Southwest Region"
"New Canaan",900150580,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"New Canaan",900150580,"2007-2011","Crude Rate (per 100,000)","Deaths",1.02,"Southwest Region"
"New Canaan",900150580,"2007-2011","Number","Deaths",1,"Southwest Region"
"New Canaan",900150580,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"New Canaan",900150580,"2008-2012","Crude Rate (per 100,000)","Deaths",3.03,"Southwest Region"
"New Canaan",900150580,"2008-2012","Number","Deaths",3,"Southwest Region"
"New Canaan",900150580,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"New Canaan",900150580,"2010-2014","Crude Rate (per 100,000)","Deaths",7.97,"Southwest Region"
"New Canaan",900150580,"2010-2014","Number","Deaths",8,"Southwest Region"
"New Fairfield",900150860,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"New Fairfield",900150860,"2006-2010","Crude Rate (per 100,000)","Deaths",10.14,"Western Region"
"New Fairfield",900150860,"2006-2010","Number","Deaths",7,"Western Region"
"New Fairfield",900150860,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"New Fairfield",900150860,"2007-2011","Crude Rate (per 100,000)","Deaths",10.11,"Western Region"
"New Fairfield",900150860,"2007-2011","Number","Deaths",7,"Western Region"
"New Fairfield",900150860,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"New Fairfield",900150860,"2008-2012","Crude Rate (per 100,000)","Deaths",8.63,"Western Region"
"New Fairfield",900150860,"2008-2012","Number","Deaths",6,"Western Region"
"New Fairfield",900150860,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"New Fairfield",900150860,"2010-2014","Crude Rate (per 100,000)","Deaths",5.69,"Western Region"
"New Fairfield",900150860,"2010-2014","Number","Deaths",4,"Western Region"
"New Hartford",900551350,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"New Hartford",900551350,"2006-2010","Crude Rate (per 100,000)","Deaths",8.74,"Western Region"
"New Hartford",900551350,"2006-2010","Number","Deaths",3,"Western Region"
"New Hartford",900551350,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"New Hartford",900551350,"2007-2011","Crude Rate (per 100,000)","Deaths",5.8,"Western Region"
"New Hartford",900551350,"2007-2011","Number","Deaths",2,"Western Region"
"New Hartford",900551350,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"New Hartford",900551350,"2008-2012","Crude Rate (per 100,000)","Deaths",8.62,"Western Region"
"New Hartford",900551350,"2008-2012","Number","Deaths",3,"Western Region"
"New Hartford",900551350,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"New Hartford",900551350,"2010-2014","Crude Rate (per 100,000)","Deaths",2.9,"Western Region"
"New Hartford",900551350,"2010-2014","Number","Deaths",1,"Western Region"
"New Haven",900952070,"2006-2010","AAMR (per 100,000)","Deaths",5.42,"South Central Region"
"New Haven",900952070,"2006-2010","Crude Rate (per 100,000)","Deaths",5.43,"South Central Region"
"New Haven",900952070,"2006-2010","Number","Deaths",35,"South Central Region"
"New Haven",900952070,"2007-2011","AAMR (per 100,000)","Deaths",7.23,"South Central Region"
"New Haven",900952070,"2007-2011","Crude Rate (per 100,000)","Deaths",7.12,"South Central Region"
"New Haven",900952070,"2007-2011","Number","Deaths",46,"South Central Region"
"New Haven",900952070,"2008-2012","AAMR (per 100,000)","Deaths",6.43,"South Central Region"
"New Haven",900952070,"2008-2012","Crude Rate (per 100,000)","Deaths",6.32,"South Central Region"
"New Haven",900952070,"2008-2012","Number","Deaths",41,"South Central Region"
"New Haven",900952070,"2010-2014","AAMR (per 100,000)","Deaths",7.43,"South Central Region"
"New Haven",900952070,"2010-2014","Crude Rate (per 100,000)","Deaths",7.07,"South Central Region"
"New Haven",900952070,"2010-2014","Number","Deaths",46,"South Central Region"
"Newington",900352140,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Newington",900352140,"2006-2010","Crude Rate (per 100,000)","Deaths",9.22,"Central Region"
"Newington",900352140,"2006-2010","Number","Deaths",14,"Central Region"
"Newington",900352140,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Newington",900352140,"2007-2011","Crude Rate (per 100,000)","Deaths",9.2,"Central Region"
"Newington",900352140,"2007-2011","Number","Deaths",14,"Central Region"
"Newington",900352140,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Newington",900352140,"2008-2012","Crude Rate (per 100,000)","Deaths",9.16,"Central Region"
"Newington",900352140,"2008-2012","Number","Deaths",14,"Central Region"
"Newington",900352140,"2010-2014","AAMR (per 100,000)","Deaths",11.58,"Central Region"
"Newington",900352140,"2010-2014","Crude Rate (per 100,000)","Deaths",13.71,"Central Region"
"Newington",900352140,"2010-2014","Number","Deaths",21,"Central Region"
"New London",901152350,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"New London",901152350,"2006-2010","Crude Rate (per 100,000)","Deaths",8.73,"Eastern Region"
"New London",901152350,"2006-2010","Number","Deaths",12,"Eastern Region"
"New London",901152350,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"New London",901152350,"2007-2011","Crude Rate (per 100,000)","Deaths",9.44,"Eastern Region"
"New London",901152350,"2007-2011","Number","Deaths",13,"Eastern Region"
"New London",901152350,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"New London",901152350,"2008-2012","Crude Rate (per 100,000)","Deaths",10.14,"Eastern Region"
"New London",901152350,"2008-2012","Number","Deaths",14,"Eastern Region"
"New London",901152350,"2010-2014","AAMR (per 100,000)","Deaths",12.65,"Eastern Region"
"New London",901152350,"2010-2014","Crude Rate (per 100,000)","Deaths",12.34,"Eastern Region"
"New London",901152350,"2010-2014","Number","Deaths",17,"Eastern Region"
"New Milford",900552630,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"New Milford",900552630,"2006-2010","Crude Rate (per 100,000)","Deaths",7.81,"Western Region"
"New Milford",900552630,"2006-2010","Number","Deaths",11,"Western Region"
"New Milford",900552630,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"New Milford",900552630,"2007-2011","Crude Rate (per 100,000)","Deaths",6.4,"Western Region"
"New Milford",900552630,"2007-2011","Number","Deaths",9,"Western Region"
"New Milford",900552630,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"New Milford",900552630,"2008-2012","Crude Rate (per 100,000)","Deaths",9.96,"Western Region"
"New Milford",900552630,"2008-2012","Number","Deaths",14,"Western Region"
"New Milford",900552630,"2010-2014","AAMR (per 100,000)","Deaths",11.21,"Western Region"
"New Milford",900552630,"2010-2014","Crude Rate (per 100,000)","Deaths",12.22,"Western Region"
"New Milford",900552630,"2010-2014","Number","Deaths",17,"Western Region"
"Newtown",900152980,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Newtown",900152980,"2006-2010","Crude Rate (per 100,000)","Deaths",6.68,"Western Region"
"Newtown",900152980,"2006-2010","Number","Deaths",9,"Western Region"
"Newtown",900152980,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Newtown",900152980,"2007-2011","Crude Rate (per 100,000)","Deaths",7.34,"Western Region"
"Newtown",900152980,"2007-2011","Number","Deaths",10,"Western Region"
"Newtown",900152980,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Newtown",900152980,"2008-2012","Crude Rate (per 100,000)","Deaths",8.69,"Western Region"
"Newtown",900152980,"2008-2012","Number","Deaths",12,"Western Region"
"Newtown",900152980,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Newtown",900152980,"2010-2014","Crude Rate (per 100,000)","Deaths",9.3,"Western Region"
"Newtown",900152980,"2010-2014","Number","Deaths",13,"Western Region"
"Norfolk",900553470,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Norfolk",900553470,"2006-2010","Crude Rate (per 100,000)","Deaths",-6666,"Western Region"
"Norfolk",900553470,"2006-2010","Number","Deaths",-6666,"Western Region"
"Norfolk",900553470,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Norfolk",900553470,"2007-2011","Crude Rate (per 100,000)","Deaths",-6666,"Western Region"
"Norfolk",900553470,"2007-2011","Number","Deaths",-6666,"Western Region"
"Norfolk",900553470,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Norfolk",900553470,"2008-2012","Crude Rate (per 100,000)","Deaths",-6666,"Western Region"
"Norfolk",900553470,"2008-2012","Number","Deaths",-6666,"Western Region"
"Norfolk",900553470,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Norfolk",900553470,"2010-2014","Crude Rate (per 100,000)","Deaths",-6666,"Western Region"
"Norfolk",900553470,"2010-2014","Number","Deaths",-6666,"Western Region"
"North Branford",900953890,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"North Branford",900953890,"2006-2010","Crude Rate (per 100,000)","Deaths",8.37,"South Central Region"
"North Branford",900953890,"2006-2010","Number","Deaths",6,"South Central Region"
"North Branford",900953890,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"North Branford",900953890,"2007-2011","Crude Rate (per 100,000)","Deaths",4.18,"South Central Region"
"North Branford",900953890,"2007-2011","Number","Deaths",3,"South Central Region"
"North Branford",900953890,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"North Branford",900953890,"2008-2012","Crude Rate (per 100,000)","Deaths",8.33,"South Central Region"
"North Branford",900953890,"2008-2012","Number","Deaths",6,"South Central Region"
"North Branford",900953890,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"North Branford",900953890,"2010-2014","Crude Rate (per 100,000)","Deaths",13.92,"South Central Region"
"North Branford",900953890,"2010-2014","Number","Deaths",10,"South Central Region"
"North Canaan",900554030,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"North Canaan",900554030,"2006-2010","Crude Rate (per 100,000)","Deaths",17.89,"Western Region"
"North Canaan",900554030,"2006-2010","Number","Deaths",3,"Western Region"
"North Canaan",900554030,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"North Canaan",900554030,"2007-2011","Crude Rate (per 100,000)","Deaths",12.02,"Western Region"
"North Canaan",900554030,"2007-2011","Number","Deaths",2,"Western Region"
"North Canaan",900554030,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"North Canaan",900554030,"2008-2012","Crude Rate (per 100,000)","Deaths",18.12,"Western Region"
"North Canaan",900554030,"2008-2012","Number","Deaths",3,"Western Region"
"North Canaan",900554030,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"North Canaan",900554030,"2010-2014","Crude Rate (per 100,000)","Deaths",24.5,"Western Region"
"North Canaan",900554030,"2010-2014","Number","Deaths",4,"Western Region"
"North Haven",900954870,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"North Haven",900954870,"2006-2010","Crude Rate (per 100,000)","Deaths",5.85,"South Central Region"
"North Haven",900954870,"2006-2010","Number","Deaths",7,"South Central Region"
"North Haven",900954870,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"North Haven",900954870,"2007-2011","Crude Rate (per 100,000)","Deaths",6.67,"South Central Region"
"North Haven",900954870,"2007-2011","Number","Deaths",8,"South Central Region"
"North Haven",900954870,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"North Haven",900954870,"2008-2012","Crude Rate (per 100,000)","Deaths",8.3,"South Central Region"
"North Haven",900954870,"2008-2012","Number","Deaths",10,"South Central Region"
"North Haven",900954870,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"North Haven",900954870,"2010-2014","Crude Rate (per 100,000)","Deaths",11.66,"South Central Region"
"North Haven",900954870,"2010-2014","Number","Deaths",14,"South Central Region"
"North Stonington",901155500,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"North Stonington",901155500,"2006-2010","Crude Rate (per 100,000)","Deaths",11.42,"Eastern Region"
"North Stonington",901155500,"2006-2010","Number","Deaths",3,"Eastern Region"
"North Stonington",901155500,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"North Stonington",901155500,"2007-2011","Crude Rate (per 100,000)","Deaths",11.38,"Eastern Region"
"North Stonington",901155500,"2007-2011","Number","Deaths",3,"Eastern Region"
"North Stonington",901155500,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"North Stonington",901155500,"2008-2012","Crude Rate (per 100,000)","Deaths",11.33,"Eastern Region"
"North Stonington",901155500,"2008-2012","Number","Deaths",3,"Eastern Region"
"North Stonington",901155500,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"North Stonington",901155500,"2010-2014","Crude Rate (per 100,000)","Deaths",11.34,"Eastern Region"
"North Stonington",901155500,"2010-2014","Number","Deaths",3,"Eastern Region"
"Norwalk",900156060,"2006-2010","AAMR (per 100,000)","Deaths",6.71,"Southwest Region"
"Norwalk",900156060,"2006-2010","Crude Rate (per 100,000)","Deaths",6.38,"Southwest Region"
"Norwalk",900156060,"2006-2010","Number","Deaths",27,"Southwest Region"
"Norwalk",900156060,"2007-2011","AAMR (per 100,000)","Deaths",6.64,"Southwest Region"
"Norwalk",900156060,"2007-2011","Crude Rate (per 100,000)","Deaths",6.58,"Southwest Region"
"Norwalk",900156060,"2007-2011","Number","Deaths",28,"Southwest Region"
"Norwalk",900156060,"2008-2012","AAMR (per 100,000)","Deaths",5.45,"Southwest Region"
"Norwalk",900156060,"2008-2012","Crude Rate (per 100,000)","Deaths",5.6,"Southwest Region"
"Norwalk",900156060,"2008-2012","Number","Deaths",24,"Southwest Region"
"Norwalk",900156060,"2010-2014","AAMR (per 100,000)","Deaths",6.2,"Southwest Region"
"Norwalk",900156060,"2010-2014","Crude Rate (per 100,000)","Deaths",6.43,"Southwest Region"
"Norwalk",900156060,"2010-2014","Number","Deaths",28,"Southwest Region"
"Norwich",901156270,"2006-2010","AAMR (per 100,000)","Deaths",9.33,"Eastern Region"
"Norwich",901156270,"2006-2010","Crude Rate (per 100,000)","Deaths",10.04,"Eastern Region"
"Norwich",901156270,"2006-2010","Number","Deaths",20,"Eastern Region"
"Norwich",901156270,"2007-2011","AAMR (per 100,000)","Deaths",9.02,"Eastern Region"
"Norwich",901156270,"2007-2011","Crude Rate (per 100,000)","Deaths",9.48,"Eastern Region"
"Norwich",901156270,"2007-2011","Number","Deaths",19,"Eastern Region"
"Norwich",901156270,"2008-2012","AAMR (per 100,000)","Deaths",9.08,"Eastern Region"
"Norwich",901156270,"2008-2012","Crude Rate (per 100,000)","Deaths",9.88,"Eastern Region"
"Norwich",901156270,"2008-2012","Number","Deaths",20,"Eastern Region"
"Norwich",901156270,"2010-2014","AAMR (per 100,000)","Deaths",7.28,"Eastern Region"
"Norwich",901156270,"2010-2014","Crude Rate (per 100,000)","Deaths",7.92,"Eastern Region"
"Norwich",901156270,"2010-2014","Number","Deaths",16,"Eastern Region"
"Old Lyme",901157040,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Old Lyme",901157040,"2006-2010","Crude Rate (per 100,000)","Deaths",15.81,"Eastern Region"
"Old Lyme",901157040,"2006-2010","Number","Deaths",6,"Eastern Region"
"Old Lyme",901157040,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Old Lyme",901157040,"2007-2011","Crude Rate (per 100,000)","Deaths",18.46,"Eastern Region"
"Old Lyme",901157040,"2007-2011","Number","Deaths",7,"Eastern Region"
"Old Lyme",901157040,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Old Lyme",901157040,"2008-2012","Crude Rate (per 100,000)","Deaths",18.41,"Eastern Region"
"Old Lyme",901157040,"2008-2012","Number","Deaths",7,"Eastern Region"
"Old Lyme",901157040,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Old Lyme",901157040,"2010-2014","Crude Rate (per 100,000)","Deaths",21.08,"Eastern Region"
"Old Lyme",901157040,"2010-2014","Number","Deaths",8,"Eastern Region"
"Old Saybrook",900757320,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Old Saybrook",900757320,"2006-2010","Crude Rate (per 100,000)","Deaths",13.56,"Eastern Region"
"Old Saybrook",900757320,"2006-2010","Number","Deaths",7,"Eastern Region"
"Old Saybrook",900757320,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Old Saybrook",900757320,"2007-2011","Crude Rate (per 100,000)","Deaths",11.64,"Eastern Region"
"Old Saybrook",900757320,"2007-2011","Number","Deaths",6,"Eastern Region"
"Old Saybrook",900757320,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Old Saybrook",900757320,"2008-2012","Crude Rate (per 100,000)","Deaths",17.58,"Eastern Region"
"Old Saybrook",900757320,"2008-2012","Number","Deaths",9,"Eastern Region"
"Old Saybrook",900757320,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
