"Town","Region","FiscalYear","Substance","Adm_Count_by_Drug_Yr_Town","Adm_Count_Yr_Town","Adm_Count_by_Drug_Yr_Region","Adm_Count_Yr_Region","Adm_Count_by_Drug_Yr_State","Adm_Count_Yr_State","Pct Adm Drug Town","Pct Adm Drug Region","Pct Adm Drug State"
"Suffield","North Central Region",2015,"Cocaine",1,61,433,12409,2450,67992,1.6,3.5,3.6
"Suffield","North Central Region",2015,"Crack",2,61,393,12409,2169,67992,3.3,3.2,3.2
"Suffield","North Central Region",2016,"Marijuana, Hashish, THC",5,86,1527,11955,8159,67054,5.8,12.8,12.2
"Suffield","North Central Region",2016,"Other Opiates and Synthetics",4,86,236,11955,2792,67054,4.7,2,4.2
"Suffield","North Central Region",2016,"Crack",4,86,387,11955,2039,67054,4.7,3.2,3
"Suffield","North Central Region",2016,"Cocaine",2,86,386,11955,2479,67054,2.3,3.2,3.7
"Thomaston","Western Region",2014,"Other Opiates and Synthetics",6,94,620,11656,3231,65045,6.4,5.3,5
"Thomaston","Western Region",2016,"Marijuana, Hashish, THC",14,126,1778,13371,8159,67054,11.1,13.3,12.2
"Thomaston","Western Region",2016,"Alcohol",60,126,4390,13371,23336,67054,47.6,32.8,34.8
"Thomaston","Western Region",2016,"Cocaine",6,126,479,13371,2479,67054,4.8,3.6,3.7
"Thomaston","Western Region",2016,"Other Opiates and Synthetics",5,126,603,13371,2792,67054,4,4.5,4.2
"Thomaston","Western Region",2016,"Heroin",39,126,5285,13371,25634,67054,31,39.5,38.2
"Thomaston","Western Region",2014,"Heroin",48,94,3897,11656,21053,65045,51.1,33.4,32.4
"Thomaston","Western Region",2014,"Marijuana, Hashish, THC",4,94,1521,11656,8281,65045,4.3,13,12.7
"Thomaston","Western Region",2014,"Alcohol",29,94,4225,11656,24611,65045,30.9,36.2,37.8
"Thomaston","Western Region",2015,"Cocaine",7,141,435,12679,2450,67992,5,3.4,3.6
"Thomaston","Western Region",2014,"Other",1,94,191,11656,797,65045,1.1,1.6,1.2
"Thomaston","Western Region",2016,"Benzodiazepines",2,126,161,13371,840,67054,1.6,1.2,1.3
"Thomaston","Western Region",2015,"Other Opiates and Synthetics",12,141,684,12679,3209,67992,8.5,5.4,4.7
"Thomaston","Western Region",2014,"Benzodiazepines",4,94,130,11656,841,65045,4.3,1.1,1.3
"Thomaston","Western Region",2015,"Heroin",62,141,4773,12679,24247,67992,44,37.6,35.7
"Thomaston","Western Region",2015,"Other",7,141,156,12679,856,67992,5,1.2,1.3
"Thomaston","Western Region",2015,"Alcohol",42,141,4216,12679,24428,67992,29.8,33.3,35.9
"Thomaston","Western Region",2015,"Marijuana, Hashish, THC",8,141,1743,12679,8754,67992,5.7,13.7,12.9
"Thomaston","Western Region",2015,"Crack",3,141,415,12679,2169,67992,2.1,3.3,3.2
"Thomaston","Western Region",2014,"Cocaine",2,94,534,11656,2712,65045,2.1,4.6,4.2
"Thompson","Eastern Region",2016,"Marijuana, Hashish, THC",12,127,999,12737,8159,67054,9.4,7.8,12.2
"Thompson","Eastern Region",2016,"Alcohol",53,127,5318,12737,23336,67054,41.7,41.8,34.8
"Thompson","Eastern Region",2016,"Other Opiates and Synthetics",17,127,542,12737,2792,67054,13.4,4.3,4.2
"Thompson","Eastern Region",2016,"Heroin",42,127,4897,12737,25634,67054,33.1,38.4,38.2
"Thompson","Eastern Region",2015,"Marijuana, Hashish, THC",9,96,1038,13332,8754,67992,9.4,7.8,12.9
"Thompson","Eastern Region",2016,"Cocaine",1,127,390,12737,2479,67054,0.8,3.1,3.7
"Thompson","Eastern Region",2014,"Heroin",43,102,4277,13735,21053,65045,42.2,31.1,32.4
"Thompson","Eastern Region",2015,"Heroin",44,96,4615,13332,24247,67992,45.8,34.6,35.7
"Thompson","Eastern Region",2014,"Alcohol",44,102,6324,13735,24611,65045,43.1,46,37.8
"Thompson","Eastern Region",2015,"Other Opiates and Synthetics",8,96,707,13332,3209,67992,8.3,5.3,4.7
"Thompson","Eastern Region",2015,"Alcohol",34,96,5886,13332,24428,67992,35.4,44.1,35.9
"Thompson","Eastern Region",2014,"Other Opiates and Synthetics",7,102,795,13735,3231,65045,6.9,5.8,5
"Thompson","Eastern Region",2014,"Marijuana, Hashish, THC",6,102,1153,13735,8281,65045,5.9,8.4,12.7
"Thompson","Eastern Region",2016,"Crack",2,127,310,12737,2039,67054,1.6,2.4,3
"Thompson","Eastern Region",2014,"Cocaine",1,102,459,13735,2712,65045,1,3.3,4.2
"Thompson","Eastern Region",2014,"Benzodiazepines",1,102,109,13735,841,65045,1,0.8,1.3
"Thompson","Eastern Region",2015,"Benzodiazepines",1,96,107,13332,817,67992,1,0.8,1.2
"Tolland","North Central Region",2015,"Alcohol",37,82,4350,12409,24428,67992,45.1,35.1,35.9
"Tolland","North Central Region",2015,"Marijuana, Hashish, THC",5,82,1741,12409,8754,67992,6.1,14,12.9
"Tolland","North Central Region",2015,"Heroin",35,82,4744,12409,24247,67992,42.7,38.2,35.7
"Tolland","North Central Region",2015,"Cocaine",3,82,433,12409,2450,67992,3.7,3.5,3.6
"Tolland","North Central Region",2015,"Other Opiates and Synthetics",2,82,261,12409,3209,67992,2.4,2.1,4.7
"Tolland","North Central Region",2014,"Other Opiates and Synthetics",2,47,287,12451,3231,65045,4.3,2.3,5
"Tolland","North Central Region",2016,"Alcohol",34,76,4311,11955,23336,67054,44.7,36.1,34.8
"Tolland","North Central Region",2014,"Marijuana, Hashish, THC",6,47,1627,12451,8281,65045,12.8,13.1,12.7
"Tolland","North Central Region",2014,"Heroin",13,47,4391,12451,21053,65045,27.7,35.3,32.4
"Tolland","North Central Region",2014,"Alcohol",18,47,4698,12451,24611,65045,38.3,37.7,37.8
"Tolland","North Central Region",2014,"Cocaine",6,47,512,12451,2712,65045,12.8,4.1,4.2
"Tolland","North Central Region",2016,"Marijuana, Hashish, THC",6,76,1527,11955,8159,67054,7.9,12.8,12.2
"Tolland","North Central Region",2016,"Heroin",32,76,4658,11955,25634,67054,42.1,39,38.2
"Tolland","North Central Region",2016,"Benzodiazepines",2,76,54,11955,840,67054,2.6,0.5,1.3
"Tolland","North Central Region",2016,"Cocaine",2,76,386,11955,2479,67054,2.6,3.2,3.7
"Tolland","North Central Region",2014,"Benzodiazepines",2,47,91,12451,841,65045,4.3,0.7,1.3
"Torrington","Western Region",2014,"Marijuana, Hashish, THC",103,1430,1521,11656,8281,65045,7.2,13,12.7
"Torrington","Western Region",2015,"Crack",57,1535,415,12679,2169,67992,3.7,3.3,3.2
"Torrington","Western Region",2014,"Other Opiates and Synthetics",50,1430,620,11656,3231,65045,3.5,5.3,5
"Torrington","Western Region",2015,"Heroin",676,1535,4773,12679,24247,67992,44,37.6,35.7
"Torrington","Western Region",2015,"Cocaine",43,1535,435,12679,2450,67992,2.8,3.4,3.6
"Torrington","Western Region",2016,"Marijuana, Hashish, THC",133,1774,1778,13371,8159,67054,7.5,13.3,12.2
"Torrington","Western Region",2016,"Heroin",889,1774,5285,13371,25634,67054,50.1,39.5,38.2
"Torrington","Western Region",2015,"Other Opiates and Synthetics",71,1535,684,12679,3209,67992,4.6,5.4,4.7
"Torrington","Western Region",2016,"Other Opiates and Synthetics",72,1774,603,13371,2792,67054,4.1,4.5,4.2
"Torrington","Western Region",2014,"Other",20,1430,191,11656,797,65045,1.4,1.6,1.2
"Torrington","Western Region",2016,"Benzodiazepines",14,1774,161,13371,840,67054,0.8,1.2,1.3
"Torrington","Western Region",2014,"Benzodiazepines",8,1430,130,11656,841,65045,0.6,1.1,1.3
"Torrington","Western Region",2015,"Marijuana, Hashish, THC",113,1535,1743,12679,8754,67992,7.4,13.7,12.9
"Torrington","Western Region",2015,"Other",19,1535,156,12679,856,67992,1.2,1.2,1.3
"Torrington","Western Region",2014,"Heroin",560,1430,3897,11656,21053,65045,39.2,33.4,32.4
"Torrington","Western Region",2016,"Alcohol",531,1774,4390,13371,23336,67054,29.9,32.8,34.8
"Torrington","Western Region",2016,"Other",14,1774,115,13371,719,67054,0.8,0.9,1.1
"Torrington","Western Region",2014,"Alcohol",542,1430,4225,11656,24611,65045,37.9,36.2,37.8
"Torrington","Western Region",2014,"Cocaine",64,1430,534,11656,2712,65045,4.5,4.6,4.2
"Torrington","Western Region",2016,"Cocaine",56,1774,479,13371,2479,67054,3.2,3.6,3.7
"Torrington","Western Region",2016,"Crack",63,1774,408,13371,2039,67054,3.6,3.1,3
"Torrington","Western Region",2014,"Crack",77,1430,412,11656,2496,65045,5.4,3.5,3.8
"Torrington","Western Region",2015,"PCP",1,1535,119,12679,1062,67992,0.1,0.9,1.6
"Torrington","Western Region",2015,"Alcohol",543,1535,4216,12679,24428,67992,35.4,33.3,35.9
"Torrington","Western Region",2014,"PCP",6,1430,126,11656,1023,65045,0.4,1.1,1.6
"Torrington","Western Region",2015,"Benzodiazepines",12,1535,138,12679,817,67992,0.8,1.1,1.2
"Torrington","Western Region",2016,"PCP",2,1774,152,13371,1056,67054,0.1,1.1,1.6
"Trumbull","Southwest Region",2015,"Other Opiates and Synthetics",28,264,432,9558,3209,67992,10.6,4.5,4.7
"Trumbull","Southwest Region",2014,"Heroin",124,285,2671,8891,21053,65045,43.5,30,32.4
"Trumbull","Southwest Region",2015,"Marijuana, Hashish, THC",21,264,1930,9558,8754,67992,8,20.2,12.9
"Trumbull","Southwest Region",2015,"Heroin",115,264,3018,9558,24247,67992,43.6,31.6,35.7
"Trumbull","Southwest Region",2015,"Alcohol",77,264,2833,9558,24428,67992,29.2,29.6,35.9
"Trumbull","Southwest Region",2014,"Cocaine",8,285,436,8891,2712,65045,2.8,4.9,4.2
"Trumbull","Southwest Region",2015,"Benzodiazepines",10,264,143,9558,817,67992,3.8,1.5,1.2
"Trumbull","Southwest Region",2014,"Crack",2,285,479,8891,2496,65045,0.7,5.4,3.8
"Trumbull","Southwest Region",2014,"PCP",2,285,300,8891,1023,65045,0.7,3.4,1.6
"Trumbull","Southwest Region",2014,"Other Opiates and Synthetics",24,285,437,8891,3231,65045,8.4,4.9,5
"Trumbull","Southwest Region",2015,"Other",3,264,98,9558,856,67992,1.1,1,1.3
"Trumbull","Southwest Region",2015,"Crack",4,264,381,9558,2169,67992,1.5,4,3.2
"Trumbull","Southwest Region",2015,"Cocaine",4,264,438,9558,2450,67992,1.5,4.6,3.6
"Trumbull","Southwest Region",2014,"Alcohol",84,285,2591,8891,24611,65045,29.5,29.1,37.8
"Trumbull","Southwest Region",2014,"Benzodiazepines",15,285,174,8891,841,65045,5.3,2,1.3
"Trumbull","Southwest Region",2014,"Marijuana, Hashish, THC",21,285,1704,8891,8281,65045,7.4,19.2,12.7
"Trumbull","Southwest Region",2014,"Other",5,285,99,8891,797,65045,1.8,1.1,1.2
"Trumbull","Southwest Region",2016,"Benzodiazepines",4,232,177,8741,840,67054,1.7,2,1.3
"Trumbull","Southwest Region",2016,"Alcohol",57,232,2491,8741,23336,67054,24.6,28.5,34.8
"Trumbull","Southwest Region",2016,"Heroin",131,232,3226,8741,25634,67054,56.5,36.9,38.2
"Trumbull","Southwest Region",2016,"Other Opiates and Synthetics",20,232,416,8741,2792,67054,8.6,4.8,4.2
"Trumbull","Southwest Region",2015,"PCP",2,264,285,9558,1062,67992,0.8,3,1.6
"Trumbull","Southwest Region",2016,"Crack",4,232,360,8741,2039,67054,1.7,4.1,3
"Trumbull","Southwest Region",2016,"Marijuana, Hashish, THC",9,232,1359,8741,8159,67054,3.9,15.5,12.2
"Trumbull","Southwest Region",2016,"Cocaine",5,232,375,8741,2479,67054,2.2,4.3,3.7
"Trumbull","Southwest Region",2016,"Other",2,232,110,8741,719,67054,0.9,1.3,1.1
"Vernon","North Central Region",2016,"Other",7,354,119,11955,719,67054,2,1,1.1
"Vernon","North Central Region",2016,"Alcohol",128,354,4311,11955,23336,67054,36.2,36.1,34.8
"Vernon","North Central Region",2015,"Heroin",159,390,4744,12409,24247,67992,40.8,38.2,35.7
"Vernon","North Central Region",2016,"Cocaine",6,354,386,11955,2479,67054,1.7,3.2,3.7
"Vernon","North Central Region",2016,"Heroin",167,354,4658,11955,25634,67054,47.2,39,38.2
"Vernon","North Central Region",2016,"Marijuana, Hashish, THC",17,354,1527,11955,8159,67054,4.8,12.8,12.2
"Vernon","North Central Region",2015,"Crack",8,390,393,12409,2169,67992,2.1,3.2,3.2
"Vernon","North Central Region",2016,"Other Opiates and Synthetics",19,354,236,11955,2792,67054,5.4,2,4.2
"Vernon","North Central Region",2014,"Other Opiates and Synthetics",18,359,287,12451,3231,65045,5,2.3,5
"Vernon","North Central Region",2014,"Alcohol",144,359,4698,12451,24611,65045,40.1,37.7,37.8
"Vernon","North Central Region",2016,"Crack",5,354,387,11955,2039,67054,1.4,3.2,3
"Vernon","North Central Region",2016,"Benzodiazepines",3,354,54,11955,840,67054,0.8,0.5,1.3
"Vernon","North Central Region",2015,"Marijuana, Hashish, THC",33,390,1741,12409,8754,67992,8.5,14,12.9
"Vernon","North Central Region",2016,"PCP",2,354,277,11955,1056,67054,0.6,2.3,1.6
"Vernon","North Central Region",2014,"Other",5,359,100,12451,797,65045,1.4,0.8,1.2
"Vernon","North Central Region",2014,"Heroin",135,359,4391,12451,21053,65045,37.6,35.3,32.4
"Vernon","North Central Region",2014,"Benzodiazepines",14,359,91,12451,841,65045,3.9,0.7,1.3
"Vernon","North Central Region",2015,"Alcohol",162,390,4350,12409,24428,67992,41.5,35.1,35.9
"Vernon","North Central Region",2015,"Other",6,390,126,12409,856,67992,1.5,1,1.3
"Vernon","North Central Region",2015,"Other Opiates and Synthetics",16,390,261,12409,3209,67992,4.1,2.1,4.7
"Vernon","North Central Region",2015,"Benzodiazepines",2,390,60,12409,817,67992,0.5,0.5,1.2
"Vernon","North Central Region",2014,"Marijuana, Hashish, THC",30,359,1627,12451,8281,65045,8.4,13.1,12.7
"Vernon","North Central Region",2014,"Cocaine",7,359,512,12451,2712,65045,1.9,4.1,4.2
"Vernon","North Central Region",2014,"Crack",6,359,501,12451,2496,65045,1.7,4,3.8
"Vernon","North Central Region",2015,"Cocaine",4,390,433,12409,2450,67992,1,3.5,3.6
"Voluntown","Eastern Region",2014,"Alcohol",12,38,6324,13735,24611,65045,31.6,46,37.8
"Voluntown","Eastern Region",2014,"Other Opiates and Synthetics",4,38,795,13735,3231,65045,10.5,5.8,5
"Voluntown","Eastern Region",2014,"Heroin",15,38,4277,13735,21053,65045,39.5,31.1,32.4
"Voluntown","Eastern Region",2014,"Benzodiazepines",1,38,109,13735,841,65045,2.6,0.8,1.3
"Voluntown","Eastern Region",2014,"Other",1,38,156,13735,797,65045,2.6,1.1,1.2
"Voluntown","Eastern Region",2014,"Cocaine",2,38,459,13735,2712,65045,5.3,3.3,4.2
"Voluntown","Eastern Region",2014,"Crack",2,38,404,13735,2496,65045,5.3,2.9,3.8
"Voluntown","Eastern Region",2014,"Marijuana, Hashish, THC",1,38,1153,13735,8281,65045,2.6,8.4,12.7
"Wallingford","Central Region",2014,"Cocaine",14,473,360,8170,2712,65045,3,4.4,4.2
"Wallingford","Central Region",2014,"Marijuana, Hashish, THC",36,473,920,8170,8281,65045,7.6,11.3,12.7
"Wallingford","Central Region",2014,"Benzodiazepines",5,473,56,8170,841,65045,1.1,0.7,1.3
"Wallingford","Central Region",2015,"Heroin",248,546,3468,8799,24247,67992,45.4,39.4,35.7
"Wallingford","Central Region",2014,"Heroin",191,473,2843,8170,21053,65045,40.4,34.8,32.4
"Wallingford","Central Region",2015,"PCP",3,546,72,8799,1062,67992,0.5,0.8,1.6
"Wallingford","Central Region",2015,"Cocaine",24,546,311,8799,2450,67992,4.4,3.5,3.6
"Wallingford","Central Region",2015,"Alcohol",164,546,3210,8799,24428,67992,30,36.5,35.9
"Wallingford","Central Region",2015,"Benzodiazepines",10,546,91,8799,817,67992,1.8,1,1.2
"Wallingford","Central Region",2016,"Marijuana, Hashish, THC",21,470,994,9163,8159,67054,4.5,10.8,12.2
"Wallingford","Central Region",2014,"Alcohol",179,473,3296,8170,24611,65045,37.8,40.3,37.8
"Wallingford","Central Region",2015,"Crack",9,546,194,8799,2169,67992,1.6,2.2,3.2
"Wallingford","Central Region",2015,"Other Opiates and Synthetics",49,546,426,8799,3209,67992,9,4.8,4.7
"Wallingford","Central Region",2014,"Crack",3,473,186,8170,2496,65045,0.6,2.3,3.8
"Wallingford","Central Region",2016,"Other Opiates and Synthetics",41,470,357,9163,2792,67054,8.7,3.9,4.2
"Wallingford","Central Region",2014,"PCP",1,473,51,8170,1023,65045,0.2,0.6,1.6
"Wallingford","Central Region",2014,"Other Opiates and Synthetics",33,473,375,8170,3231,65045,7,4.6,5
"Wallingford","Central Region",2015,"Marijuana, Hashish, THC",21,546,921,8799,8754,67992,3.8,10.5,12.9
"Wallingford","Central Region",2016,"Heroin",206,470,3717,9163,25634,67054,43.8,40.6,38.2
"Wallingford","Central Region",2016,"Alcohol",148,470,3310,9163,23336,67054,31.5,36.1,34.8
"Wallingford","Central Region",2016,"Benzodiazepines",13,470,87,9163,840,67054,2.8,0.9,1.3
"Wallingford","Central Region",2015,"Other",18,546,106,8799,856,67992,3.3,1.2,1.3
"Wallingford","Central Region",2014,"Other",11,473,83,8170,797,65045,2.3,1,1.2
"Wallingford","Central Region",2016,"Crack",10,470,186,9163,2039,67054,2.1,2,3
"Wallingford","Central Region",2016,"Cocaine",22,470,364,9163,2479,67054,4.7,4,3.7
"Wallingford","Central Region",2016,"Other",5,470,67,9163,719,67054,1.1,0.7,1.1
"Wallingford","Central Region",2016,"PCP",4,470,81,9163,1056,67054,0.9,0.9,1.6
"Waterbury","Western Region",2014,"Other",77,4513,191,11656,797,65045,1.7,1.6,1.2
"Waterbury","Western Region",2014,"PCP",97,4513,126,11656,1023,65045,2.1,1.1,1.6
"Waterbury","Western Region",2016,"PCP",135,5175,152,13371,1056,67054,2.6,1.1,1.6
"Waterbury","Western Region",2014,"Marijuana, Hashish, THC",943,4513,1521,11656,8281,65045,20.9,13,12.7
"Waterbury","Western Region",2016,"Other",53,5175,115,13371,719,67054,1,0.9,1.1
"Waterbury","Western Region",2014,"Other Opiates and Synthetics",197,4513,620,11656,3231,65045,4.4,5.3,5
"Waterbury","Western Region",2016,"Alcohol",1399,5175,4390,13371,23336,67054,27,32.8,34.8
"Waterbury","Western Region",2014,"Crack",219,4513,412,11656,2496,65045,4.9,3.5,3.8
"Waterbury","Western Region",2016,"Other Opiates and Synthetics",212,5175,603,13371,2792,67054,4.1,4.5,4.2
"Waterbury","Western Region",2014,"Cocaine",294,4513,534,11656,2712,65045,6.5,4.6,4.2
"Waterbury","Western Region",2015,"Other Opiates and Synthetics",204,4937,684,12679,3209,67992,4.1,5.4,4.7
"Waterbury","Western Region",2016,"Cocaine",242,5175,479,13371,2479,67054,4.7,3.6,3.7
"Waterbury","Western Region",2016,"Benzodiazepines",62,5175,161,13371,840,67054,1.2,1.2,1.3
"Waterbury","Western Region",2016,"Marijuana, Hashish, THC",1075,5175,1778,13371,8159,67054,20.8,13.3,12.2
"Waterbury","Western Region",2015,"Benzodiazepines",59,4937,138,12679,817,67992,1.2,1.1,1.2
"Waterbury","Western Region",2015,"Cocaine",230,4937,435,12679,2450,67992,4.7,3.4,3.6
"Waterbury","Western Region",2015,"Other",70,4937,156,12679,856,67992,1.4,1.2,1.3
"Waterbury","Western Region",2015,"Crack",235,4937,415,12679,2169,67992,4.8,3.3,3.2
"Waterbury","Western Region",2014,"Benzodiazepines",41,4513,130,11656,841,65045,0.9,1.1,1.3
"Waterbury","Western Region",2016,"Heroin",1761,5175,5285,13371,25634,67054,34,39.5,38.2
"Waterbury","Western Region",2016,"Crack",236,5175,408,13371,2039,67054,4.6,3.1,3
"Waterbury","Western Region",2014,"Heroin",1304,4513,3897,11656,21053,65045,28.9,33.4,32.4
"Waterbury","Western Region",2014,"Alcohol",1341,4513,4225,11656,24611,65045,29.7,36.2,37.8
"Waterbury","Western Region",2015,"Heroin",1616,4937,4773,12679,24247,67992,32.7,37.6,35.7
"Waterbury","Western Region",2015,"Marijuana, Hashish, THC",1057,4937,1743,12679,8754,67992,21.4,13.7,12.9
"Waterbury","Western Region",2015,"PCP",103,4937,119,12679,1062,67992,2.1,0.9,1.6
"Waterbury","Western Region",2015,"Alcohol",1363,4937,4216,12679,24428,67992,27.6,33.3,35.9
"Waterford","Eastern Region",2015,"Marijuana, Hashish, THC",13,324,1038,13332,8754,67992,4,7.8,12.9
"Waterford","Eastern Region",2015,"Cocaine",4,324,413,13332,2450,67992,1.2,3.1,3.6
"Waterford","Eastern Region",2015,"Crack",3,324,362,13332,2169,67992,0.9,2.7,3.2
"Waterford","Eastern Region",2015,"Alcohol",131,324,5886,13332,24428,67992,40.4,44.1,35.9
"Waterford","Eastern Region",2014,"Crack",4,310,404,13735,2496,65045,1.3,2.9,3.8
"Waterford","Eastern Region",2015,"Heroin",143,324,4615,13332,24247,67992,44.1,34.6,35.7
"Waterford","Eastern Region",2014,"Other Opiates and Synthetics",13,310,795,13735,3231,65045,4.2,5.8,5
"Waterford","Eastern Region",2014,"Alcohol",158,310,6324,13735,24611,65045,51,46,37.8
"Waterford","Eastern Region",2016,"Other",3,304,133,12737,719,67054,1,1,1.1
"Waterford","Eastern Region",2015,"Other Opiates and Synthetics",27,324,707,13332,3209,67992,8.3,5.3,4.7
"Waterford","Eastern Region",2016,"Heroin",116,304,4897,12737,25634,67054,38.2,38.4,38.2
"Waterford","Eastern Region",2016,"Other Opiates and Synthetics",10,304,542,12737,2792,67054,3.3,4.3,4.2
"Waterford","Eastern Region",2016,"Alcohol",153,304,5318,12737,23336,67054,50.3,41.8,34.8
"Waterford","Eastern Region",2014,"Marijuana, Hashish, THC",25,310,1153,13735,8281,65045,8.1,8.4,12.7
"Waterford","Eastern Region",2014,"Heroin",101,310,4277,13735,21053,65045,32.6,31.1,32.4
"Waterford","Eastern Region",2016,"Marijuana, Hashish, THC",13,304,999,12737,8159,67054,4.3,7.8,12.2
"Waterford","Eastern Region",2014,"Other",4,310,156,13735,797,65045,1.3,1.1,1.2
"Waterford","Eastern Region",2016,"Cocaine",3,304,390,12737,2479,67054,1,3.1,3.7
"Waterford","Eastern Region",2015,"Benzodiazepines",1,324,107,13332,817,67992,0.3,0.8,1.2
"Waterford","Eastern Region",2016,"Crack",5,304,310,12737,2039,67054,1.6,2.4,3
"Waterford","Eastern Region",2015,"Other",2,324,161,13332,856,67992,0.6,1.2,1.3
"Waterford","Eastern Region",2014,"Cocaine",2,310,459,13735,2712,65045,0.6,3.3,4.2
"Waterford","Eastern Region",2014,"Benzodiazepines",3,310,109,13735,841,65045,1,0.8,1.3
"Waterford","Eastern Region",2016,"Benzodiazepines",1,304,104,12737,840,67054,0.3,0.8,1.3
"Watertown","Western Region",2015,"Crack",13,382,415,12679,2169,67992,3.4,3.3,3.2
"Watertown","Western Region",2016,"Marijuana, Hashish, THC",21,376,1778,13371,8159,67054,5.6,13.3,12.2
"Watertown","Western Region",2015,"Heroin",169,382,4773,12679,24247,67992,44.2,37.6,35.7
"Watertown","Western Region",2015,"Alcohol",122,382,4216,12679,24428,67992,31.9,33.3,35.9
"Watertown","Western Region",2015,"Cocaine",14,382,435,12679,2450,67992,3.7,3.4,3.6
"Watertown","Western Region",2016,"Heroin",185,376,5285,13371,25634,67054,49.2,39.5,38.2
"Watertown","Western Region",2014,"Heroin",115,357,3897,11656,21053,65045,32.2,33.4,32.4
"Watertown","Western Region",2016,"Cocaine",10,376,479,13371,2479,67054,2.7,3.6,3.7
"Watertown","Western Region",2014,"Alcohol",165,357,4225,11656,24611,65045,46.2,36.2,37.8
"Watertown","Western Region",2015,"Other Opiates and Synthetics",21,382,684,12679,3209,67992,5.5,5.4,4.7
"Watertown","Western Region",2016,"Other Opiates and Synthetics",28,376,603,13371,2792,67054,7.4,4.5,4.2
"Watertown","Western Region",2016,"Alcohol",121,376,4390,13371,23336,67054,32.2,32.8,34.8
"Watertown","Western Region",2014,"Crack",7,357,412,11656,2496,65045,2,3.5,3.8
"Watertown","Western Region",2014,"Other",8,357,191,11656,797,65045,2.2,1.6,1.2
"Watertown","Western Region",2014,"Other Opiates and Synthetics",29,357,620,11656,3231,65045,8.1,5.3,5
"Watertown","Western Region",2016,"Benzodiazepines",5,376,161,13371,840,67054,1.3,1.2,1.3
"Watertown","Western Region",2014,"Cocaine",11,357,534,11656,2712,65045,3.1,4.6,4.2
"Watertown","Western Region",2016,"Crack",4,376,408,13371,2039,67054,1.1,3.1,3
"Watertown","Western Region",2015,"Marijuana, Hashish, THC",35,382,1743,12679,8754,67992,9.2,13.7,12.9
"Watertown","Western Region",2015,"Other",6,382,156,12679,856,67992,1.6,1.2,1.3
"Watertown","Western Region",2014,"Benzodiazepines",1,357,130,11656,841,65045,0.3,1.1,1.3
"Watertown","Western Region",2014,"Marijuana, Hashish, THC",20,357,1521,11656,8281,65045,5.6,13,12.7
"Watertown","Western Region",2015,"Benzodiazepines",2,382,138,12679,817,67992,0.5,1.1,1.2
"Watertown","Western Region",2016,"Other",2,376,115,13371,719,67054,0.5,0.9,1.1
"Watertown","Western Region",2014,"PCP",1,357,126,11656,1023,65045,0.3,1.1,1.6
"Westbrook","Eastern Region",2014,"Marijuana, Hashish, THC",9,118,1153,13735,8281,65045,7.6,8.4,12.7
"Westbrook","Eastern Region",2015,"Heroin",27,97,4615,13332,24247,67992,27.8,34.6,35.7
"Westbrook","Eastern Region",2015,"Other Opiates and Synthetics",6,97,707,13332,3209,67992,6.2,5.3,4.7
"Westbrook","Eastern Region",2014,"Other Opiates and Synthetics",7,118,795,13735,3231,65045,5.9,5.8,5
"Westbrook","Eastern Region",2014,"Heroin",36,118,4277,13735,21053,65045,30.5,31.1,32.4
"Westbrook","Eastern Region",2014,"Cocaine",4,118,459,13735,2712,65045,3.4,3.3,4.2
"Westbrook","Eastern Region",2014,"Alcohol",58,118,6324,13735,24611,65045,49.2,46,37.8
"Westbrook","Eastern Region",2014,"Crack",1,118,404,13735,2496,65045,0.8,2.9,3.8
"Westbrook","Eastern Region",2016,"Marijuana, Hashish, THC",2,46,999,12737,8159,67054,4.3,7.8,12.2
"Westbrook","Eastern Region",2014,"Benzodiazepines",3,118,109,13735,841,65045,2.5,0.8,1.3
"Westbrook","Eastern Region",2015,"Alcohol",48,97,5886,13332,24428,67992,49.5,44.1,35.9
"Westbrook","Eastern Region",2016,"Heroin",8,46,4897,12737,25634,67054,17.4,38.4,38.2
"Westbrook","Eastern Region",2015,"Marijuana, Hashish, THC",7,97,1038,13332,8754,67992,7.2,7.8,12.9
"Westbrook","Eastern Region",2015,"Other",6,97,161,13332,856,67992,6.2,1.2,1.3
"Westbrook","Eastern Region",2016,"Alcohol",34,46,5318,12737,23336,67054,73.9,41.8,34.8
"Westbrook","Eastern Region",2016,"Benzodiazepines",1,46,104,12737,840,67054,2.2,0.8,1.3
"Westbrook","Eastern Region",2016,"Other",1,46,133,12737,719,67054,2.2,1,1.1
"Westbrook","Eastern Region",2015,"Cocaine",1,97,413,13332,2450,67992,1,3.1,3.6
"Westbrook","Eastern Region",2015,"Benzodiazepines",2,97,107,13332,817,67992,2.1,0.8,1.2
"West Hartford","North Central Region",2014,"Crack",11,523,501,12451,2496,65045,2.1,4,3.8
"West Hartford","North Central Region",2016,"PCP",19,477,277,11955,1056,67054,4,2.3,1.6
"West Hartford","North Central Region",2015,"Crack",14,467,393,12409,2169,67992,3,3.2,3.2
"West Hartford","North Central Region",2016,"Marijuana, Hashish, THC",48,477,1527,11955,8159,67054,10.1,12.8,12.2
"West Hartford","North Central Region",2016,"Alcohol",233,477,4311,11955,23336,67054,48.8,36.1,34.8
"West Hartford","North Central Region",2014,"Alcohol",253,523,4698,12451,24611,65045,48.4,37.7,37.8
