"Town","FIPS","Year","Gender","Measure Type","Variable","Value","Region"
"Somers",901369220,"2012-2016","Total","Percent","Margins of Error",33.16,"North Central Region"
"Somers",901369220,"2012-2016","Female","Number","Employed or Enrolled Youth",304,"North Central Region"
"Somers",901369220,"2012-2016","Female","Number","Margins of Error",102,"North Central Region"
"Somers",901369220,"2012-2016","Female","Percent","Employed or Enrolled Youth",97.44,"North Central Region"
"Somers",901369220,"2012-2016","Female","Percent","Margins of Error",45.69,"North Central Region"
"Somers",901369220,"2012-2016","Male","Number","Employed or Enrolled Youth",218,"North Central Region"
"Somers",901369220,"2012-2016","Male","Number","Margins of Error",87,"North Central Region"
"Somers",901369220,"2012-2016","Male","Percent","Employed or Enrolled Youth",89.71,"North Central Region"
"Somers",901369220,"2012-2016","Male","Percent","Margins of Error",50.59,"North Central Region"
"Southbury",900969640,"2012-2016","Total","Number","Employed or Enrolled Youth",890,"Western Region"
"Southbury",900969640,"2012-2016","Total","Number","Margins of Error",197,"Western Region"
"Southbury",900969640,"2012-2016","Total","Percent","Employed or Enrolled Youth",98.23,"Western Region"
"Southbury",900969640,"2012-2016","Total","Percent","Margins of Error",31.74,"Western Region"
"Southbury",900969640,"2012-2016","Female","Number","Employed or Enrolled Youth",409,"Western Region"
"Southbury",900969640,"2012-2016","Female","Number","Margins of Error",142,"Western Region"
"Southbury",900969640,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Western Region"
"Southbury",900969640,"2012-2016","Female","Percent","Margins of Error",47.52,"Western Region"
"Southbury",900969640,"2012-2016","Male","Number","Employed or Enrolled Youth",481,"Western Region"
"Southbury",900969640,"2012-2016","Male","Number","Margins of Error",137,"Western Region"
"Southbury",900969640,"2012-2016","Male","Percent","Employed or Enrolled Youth",96.78,"Western Region"
"Southbury",900969640,"2012-2016","Male","Percent","Margins of Error",38.54,"Western Region"
"Southington",900370550,"2012-2016","Total","Number","Employed or Enrolled Youth",1733,"Central Region"
"Southington",900370550,"2012-2016","Total","Number","Margins of Error",276,"Central Region"
"Southington",900370550,"2012-2016","Total","Percent","Employed or Enrolled Youth",97.25,"Central Region"
"Southington",900370550,"2012-2016","Total","Percent","Margins of Error",21.55,"Central Region"
"Southington",900370550,"2012-2016","Female","Number","Employed or Enrolled Youth",720,"Central Region"
"Southington",900370550,"2012-2016","Female","Number","Margins of Error",179,"Central Region"
"Southington",900370550,"2012-2016","Female","Percent","Employed or Enrolled Youth",99.72,"Central Region"
"Southington",900370550,"2012-2016","Female","Percent","Margins of Error",34.61,"Central Region"
"Southington",900370550,"2012-2016","Male","Number","Employed or Enrolled Youth",1013,"Central Region"
"Southington",900370550,"2012-2016","Male","Number","Margins of Error",211,"Central Region"
"Southington",900370550,"2012-2016","Male","Percent","Employed or Enrolled Youth",95.57,"Central Region"
"Southington",900370550,"2012-2016","Male","Percent","Margins of Error",28.09,"Central Region"
"South Windsor",900371390,"2012-2016","Total","Number","Employed or Enrolled Youth",1580,"North Central Region"
"South Windsor",900371390,"2012-2016","Total","Number","Margins of Error",288,"North Central Region"
"South Windsor",900371390,"2012-2016","Total","Percent","Employed or Enrolled Youth",99.25,"North Central Region"
"South Windsor",900371390,"2012-2016","Total","Percent","Margins of Error",24.08,"North Central Region"
"South Windsor",900371390,"2012-2016","Female","Number","Employed or Enrolled Youth",822,"North Central Region"
"South Windsor",900371390,"2012-2016","Female","Number","Margins of Error",187,"North Central Region"
"South Windsor",900371390,"2012-2016","Female","Percent","Employed or Enrolled Youth",98.56,"North Central Region"
"South Windsor",900371390,"2012-2016","Female","Percent","Margins of Error",31.36,"North Central Region"
"South Windsor",900371390,"2012-2016","Male","Number","Employed or Enrolled Youth",758,"North Central Region"
"South Windsor",900371390,"2012-2016","Male","Number","Margins of Error",219,"North Central Region"
"South Windsor",900371390,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"North Central Region"
"South Windsor",900371390,"2012-2016","Male","Percent","Margins of Error",40.26,"North Central Region"
"Sprague",901171670,"2012-2016","Total","Number","Employed or Enrolled Youth",101,"Eastern Region"
"Sprague",901171670,"2012-2016","Total","Number","Margins of Error",45,"Eastern Region"
"Sprague",901171670,"2012-2016","Total","Percent","Employed or Enrolled Youth",90.99,"Eastern Region"
"Sprague",901171670,"2012-2016","Total","Percent","Margins of Error",54.46,"Eastern Region"
"Sprague",901171670,"2012-2016","Female","Number","Employed or Enrolled Youth",46,"Eastern Region"
"Sprague",901171670,"2012-2016","Female","Number","Margins of Error",29,"Eastern Region"
"Sprague",901171670,"2012-2016","Female","Percent","Employed or Enrolled Youth",82.14,"Eastern Region"
"Sprague",901171670,"2012-2016","Female","Percent","Margins of Error",64.88,"Eastern Region"
"Sprague",901171670,"2012-2016","Male","Number","Employed or Enrolled Youth",55,"Eastern Region"
"Sprague",901171670,"2012-2016","Male","Number","Margins of Error",34,"Eastern Region"
"Sprague",901171670,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Sprague",901171670,"2012-2016","Male","Percent","Margins of Error",86.76,"Eastern Region"
"Stafford",901372090,"2012-2016","Total","Number","Employed or Enrolled Youth",543,"North Central Region"
"Stafford",901372090,"2012-2016","Total","Number","Margins of Error",150,"North Central Region"
"Stafford",901372090,"2012-2016","Total","Percent","Employed or Enrolled Youth",79.85,"North Central Region"
"Stafford",901372090,"2012-2016","Total","Percent","Margins of Error",30.18,"North Central Region"
"Stafford",901372090,"2012-2016","Female","Number","Employed or Enrolled Youth",274,"North Central Region"
"Stafford",901372090,"2012-2016","Female","Number","Margins of Error",107,"North Central Region"
"Stafford",901372090,"2012-2016","Female","Percent","Employed or Enrolled Youth",88.67,"North Central Region"
"Stafford",901372090,"2012-2016","Female","Percent","Margins of Error",51.8,"North Central Region"
"Stafford",901372090,"2012-2016","Male","Number","Employed or Enrolled Youth",269,"North Central Region"
"Stafford",901372090,"2012-2016","Male","Number","Margins of Error",104,"North Central Region"
"Stafford",901372090,"2012-2016","Male","Percent","Employed or Enrolled Youth",72.51,"North Central Region"
"Stafford",901372090,"2012-2016","Male","Percent","Margins of Error",39.07,"North Central Region"
"Stamford",900173070,"2012-2016","Total","Number","Employed or Enrolled Youth",5420,"Southwest Region"
"Stamford",900173070,"2012-2016","Total","Number","Margins of Error",488,"Southwest Region"
"Stamford",900173070,"2012-2016","Total","Percent","Employed or Enrolled Youth",96.05,"Southwest Region"
"Stamford",900173070,"2012-2016","Total","Percent","Margins of Error",12.49,"Southwest Region"
"Stamford",900173070,"2012-2016","Female","Number","Employed or Enrolled Youth",2588,"Southwest Region"
"Stamford",900173070,"2012-2016","Female","Number","Margins of Error",374,"Southwest Region"
"Stamford",900173070,"2012-2016","Female","Percent","Employed or Enrolled Youth",94.35,"Southwest Region"
"Stamford",900173070,"2012-2016","Female","Percent","Margins of Error",18.67,"Southwest Region"
"Stamford",900173070,"2012-2016","Male","Number","Employed or Enrolled Youth",2832,"Southwest Region"
"Stamford",900173070,"2012-2016","Male","Number","Margins of Error",313,"Southwest Region"
"Stamford",900173070,"2012-2016","Male","Percent","Employed or Enrolled Youth",97.66,"Southwest Region"
"Stamford",900173070,"2012-2016","Male","Percent","Margins of Error",15.07,"Southwest Region"
"Sterling",901573420,"2012-2016","Total","Number","Employed or Enrolled Youth",178,"Eastern Region"
"Sterling",901573420,"2012-2016","Total","Number","Margins of Error",83,"Eastern Region"
"Sterling",901573420,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Sterling",901573420,"2012-2016","Total","Percent","Margins of Error",58.79,"Eastern Region"
"Sterling",901573420,"2012-2016","Female","Number","Employed or Enrolled Youth",114,"Eastern Region"
"Sterling",901573420,"2012-2016","Female","Number","Margins of Error",67,"Eastern Region"
"Sterling",901573420,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Sterling",901573420,"2012-2016","Female","Percent","Margins of Error",82,"Eastern Region"
"Sterling",901573420,"2012-2016","Male","Number","Employed or Enrolled Youth",64,"Eastern Region"
"Sterling",901573420,"2012-2016","Male","Number","Margins of Error",48,"Eastern Region"
"Sterling",901573420,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Sterling",901573420,"2012-2016","Male","Percent","Margins of Error",105.38,"Eastern Region"
"Stonington",901173770,"2012-2016","Total","Number","Employed or Enrolled Youth",711,"Eastern Region"
"Stonington",901173770,"2012-2016","Total","Number","Margins of Error",152,"Eastern Region"
"Stonington",901173770,"2012-2016","Total","Percent","Employed or Enrolled Youth",96.21,"Eastern Region"
"Stonington",901173770,"2012-2016","Total","Percent","Margins of Error",28.16,"Eastern Region"
"Stonington",901173770,"2012-2016","Female","Number","Employed or Enrolled Youth",416,"Eastern Region"
"Stonington",901173770,"2012-2016","Female","Number","Margins of Error",125,"Eastern Region"
"Stonington",901173770,"2012-2016","Female","Percent","Employed or Enrolled Youth",97.2,"Eastern Region"
"Stonington",901173770,"2012-2016","Female","Percent","Margins of Error",40.59,"Eastern Region"
"Stonington",901173770,"2012-2016","Male","Number","Employed or Enrolled Youth",295,"Eastern Region"
"Stonington",901173770,"2012-2016","Male","Number","Margins of Error",86,"Eastern Region"
"Stonington",901173770,"2012-2016","Male","Percent","Employed or Enrolled Youth",94.86,"Eastern Region"
"Stonington",901173770,"2012-2016","Male","Percent","Margins of Error",38.1,"Eastern Region"
"Stratford",900174190,"2012-2016","Total","Number","Employed or Enrolled Youth",2467,"Southwest Region"
"Stratford",900174190,"2012-2016","Total","Number","Margins of Error",321,"Southwest Region"
"Stratford",900174190,"2012-2016","Total","Percent","Employed or Enrolled Youth",93.02,"Southwest Region"
"Stratford",900174190,"2012-2016","Total","Percent","Margins of Error",15.8,"Southwest Region"
"Stratford",900174190,"2012-2016","Female","Number","Employed or Enrolled Youth",1061,"Southwest Region"
"Stratford",900174190,"2012-2016","Female","Number","Margins of Error",211,"Southwest Region"
"Stratford",900174190,"2012-2016","Female","Percent","Employed or Enrolled Youth",92.99,"Southwest Region"
"Stratford",900174190,"2012-2016","Female","Percent","Margins of Error",25,"Southwest Region"
"Stratford",900174190,"2012-2016","Male","Number","Employed or Enrolled Youth",1406,"Southwest Region"
"Stratford",900174190,"2012-2016","Male","Number","Margins of Error",242,"Southwest Region"
"Stratford",900174190,"2012-2016","Male","Percent","Employed or Enrolled Youth",93.05,"Southwest Region"
"Stratford",900174190,"2012-2016","Male","Percent","Margins of Error",21.38,"Southwest Region"
"Suffield",900374540,"2012-2016","Total","Number","Employed or Enrolled Youth",983,"North Central Region"
"Suffield",900374540,"2012-2016","Total","Number","Margins of Error",220,"North Central Region"
"Suffield",900374540,"2012-2016","Total","Percent","Employed or Enrolled Youth",95.16,"North Central Region"
"Suffield",900374540,"2012-2016","Total","Percent","Margins of Error",30.26,"North Central Region"
"Suffield",900374540,"2012-2016","Female","Number","Employed or Enrolled Youth",583,"North Central Region"
"Suffield",900374540,"2012-2016","Female","Number","Margins of Error",189,"North Central Region"
"Suffield",900374540,"2012-2016","Female","Percent","Employed or Enrolled Youth",97.65,"North Central Region"
"Suffield",900374540,"2012-2016","Female","Percent","Margins of Error",49.93,"North Central Region"
"Suffield",900374540,"2012-2016","Male","Number","Employed or Enrolled Youth",400,"North Central Region"
"Suffield",900374540,"2012-2016","Male","Number","Margins of Error",113,"North Central Region"
"Suffield",900374540,"2012-2016","Male","Percent","Employed or Enrolled Youth",91.74,"North Central Region"
"Suffield",900374540,"2012-2016","Male","Percent","Margins of Error",35.78,"North Central Region"
"Thomaston",900575730,"2012-2016","Total","Number","Employed or Enrolled Youth",396,"Western Region"
"Thomaston",900575730,"2012-2016","Total","Number","Margins of Error",111,"Western Region"
"Thomaston",900575730,"2012-2016","Total","Percent","Employed or Enrolled Youth",98.51,"Western Region"
"Thomaston",900575730,"2012-2016","Total","Percent","Margins of Error",38.75,"Western Region"
"Thomaston",900575730,"2012-2016","Female","Number","Employed or Enrolled Youth",174,"Western Region"
"Thomaston",900575730,"2012-2016","Female","Number","Margins of Error",83,"Western Region"
"Thomaston",900575730,"2012-2016","Female","Percent","Employed or Enrolled Youth",96.67,"Western Region"
"Thomaston",900575730,"2012-2016","Female","Percent","Margins of Error",63.38,"Western Region"
"Thomaston",900575730,"2012-2016","Male","Number","Employed or Enrolled Youth",222,"Western Region"
"Thomaston",900575730,"2012-2016","Male","Number","Margins of Error",74,"Western Region"
"Thomaston",900575730,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Western Region"
"Thomaston",900575730,"2012-2016","Male","Percent","Margins of Error",46.72,"Western Region"
"Thompson",901575870,"2012-2016","Total","Number","Employed or Enrolled Youth",348,"Eastern Region"
"Thompson",901575870,"2012-2016","Total","Number","Margins of Error",104,"Eastern Region"
"Thompson",901575870,"2012-2016","Total","Percent","Employed or Enrolled Youth",88.55,"Eastern Region"
"Thompson",901575870,"2012-2016","Total","Percent","Margins of Error",35,"Eastern Region"
"Thompson",901575870,"2012-2016","Female","Number","Employed or Enrolled Youth",160,"Eastern Region"
"Thompson",901575870,"2012-2016","Female","Number","Margins of Error",84,"Eastern Region"
"Thompson",901575870,"2012-2016","Female","Percent","Employed or Enrolled Youth",85.11,"Eastern Region"
"Thompson",901575870,"2012-2016","Female","Percent","Margins of Error",59.39,"Eastern Region"
"Thompson",901575870,"2012-2016","Male","Number","Employed or Enrolled Youth",188,"Eastern Region"
"Thompson",901575870,"2012-2016","Male","Number","Margins of Error",61,"Eastern Region"
"Thompson",901575870,"2012-2016","Male","Percent","Employed or Enrolled Youth",91.71,"Eastern Region"
"Thompson",901575870,"2012-2016","Male","Percent","Margins of Error",41.45,"Eastern Region"
"Tolland",901376290,"2012-2016","Total","Number","Employed or Enrolled Youth",839,"North Central Region"
"Tolland",901376290,"2012-2016","Total","Number","Margins of Error",225,"North Central Region"
"Tolland",901376290,"2012-2016","Total","Percent","Employed or Enrolled Youth",97.22,"North Central Region"
"Tolland",901376290,"2012-2016","Total","Percent","Margins of Error",35.26,"North Central Region"
"Tolland",901376290,"2012-2016","Female","Number","Employed or Enrolled Youth",449,"North Central Region"
"Tolland",901376290,"2012-2016","Female","Number","Margins of Error",167,"North Central Region"
"Tolland",901376290,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"North Central Region"
"Tolland",901376290,"2012-2016","Female","Percent","Margins of Error",52.49,"North Central Region"
"Tolland",901376290,"2012-2016","Male","Number","Employed or Enrolled Youth",390,"North Central Region"
"Tolland",901376290,"2012-2016","Male","Number","Margins of Error",150,"North Central Region"
"Tolland",901376290,"2012-2016","Male","Percent","Employed or Enrolled Youth",94.2,"North Central Region"
"Tolland",901376290,"2012-2016","Male","Percent","Margins of Error",50.27,"North Central Region"
"Torrington",900576570,"2012-2016","Total","Number","Employed or Enrolled Youth",1245,"Western Region"
"Torrington",900576570,"2012-2016","Total","Number","Margins of Error",220,"Western Region"
"Torrington",900576570,"2012-2016","Total","Percent","Employed or Enrolled Youth",90.41,"Western Region"
"Torrington",900576570,"2012-2016","Total","Percent","Margins of Error",21.8,"Western Region"
"Torrington",900576570,"2012-2016","Female","Number","Employed or Enrolled Youth",498,"Western Region"
"Torrington",900576570,"2012-2016","Female","Number","Margins of Error",135,"Western Region"
"Torrington",900576570,"2012-2016","Female","Percent","Employed or Enrolled Youth",97.65,"Western Region"
"Torrington",900576570,"2012-2016","Female","Percent","Margins of Error",36.41,"Western Region"
"Torrington",900576570,"2012-2016","Male","Number","Employed or Enrolled Youth",747,"Western Region"
"Torrington",900576570,"2012-2016","Male","Number","Margins of Error",174,"Western Region"
"Torrington",900576570,"2012-2016","Male","Percent","Employed or Enrolled Youth",86.16,"Western Region"
"Torrington",900576570,"2012-2016","Male","Percent","Margins of Error",26.36,"Western Region"
"Trumbull",900177200,"2012-2016","Total","Number","Employed or Enrolled Youth",1905,"Southwest Region"
"Trumbull",900177200,"2012-2016","Total","Number","Margins of Error",328,"Southwest Region"
"Trumbull",900177200,"2012-2016","Total","Percent","Employed or Enrolled Youth",99.32,"Southwest Region"
"Trumbull",900177200,"2012-2016","Total","Percent","Margins of Error",22.84,"Southwest Region"
"Trumbull",900177200,"2012-2016","Female","Number","Employed or Enrolled Youth",876,"Southwest Region"
"Trumbull",900177200,"2012-2016","Female","Number","Margins of Error",181,"Southwest Region"
"Trumbull",900177200,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Southwest Region"
"Trumbull",900177200,"2012-2016","Female","Percent","Margins of Error",29.02,"Southwest Region"
"Trumbull",900177200,"2012-2016","Male","Number","Employed or Enrolled Youth",1029,"Southwest Region"
"Trumbull",900177200,"2012-2016","Male","Number","Margins of Error",274,"Southwest Region"
"Trumbull",900177200,"2012-2016","Male","Percent","Employed or Enrolled Youth",98.75,"Southwest Region"
"Trumbull",900177200,"2012-2016","Male","Percent","Margins of Error",36.79,"Southwest Region"
"Union",901377830,"2012-2016","Total","Number","Employed or Enrolled Youth",37,"Eastern Region"
"Union",901377830,"2012-2016","Total","Number","Margins of Error",32,"Eastern Region"
"Union",901377830,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Union",901377830,"2012-2016","Total","Percent","Margins of Error",105.89,"Eastern Region"
"Union",901377830,"2012-2016","Female","Number","Employed or Enrolled Youth",11,"Eastern Region"
"Union",901377830,"2012-2016","Female","Number","Margins of Error",19,"Eastern Region"
"Union",901377830,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Union",901377830,"2012-2016","Female","Percent","Margins of Error",192.85,"Eastern Region"
"Union",901377830,"2012-2016","Male","Number","Employed or Enrolled Youth",26,"Eastern Region"
"Union",901377830,"2012-2016","Male","Number","Margins of Error",25,"Eastern Region"
"Union",901377830,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Union",901377830,"2012-2016","Male","Percent","Margins of Error",126.28,"Eastern Region"
"Vernon",901378250,"2012-2016","Total","Number","Employed or Enrolled Youth",971,"North Central Region"
"Vernon",901378250,"2012-2016","Total","Number","Margins of Error",281,"North Central Region"
"Vernon",901378250,"2012-2016","Total","Percent","Employed or Enrolled Youth",88.35,"North Central Region"
"Vernon",901378250,"2012-2016","Total","Percent","Margins of Error",34.46,"North Central Region"
"Vernon",901378250,"2012-2016","Female","Number","Employed or Enrolled Youth",508,"North Central Region"
"Vernon",901378250,"2012-2016","Female","Number","Margins of Error",213,"North Central Region"
"Vernon",901378250,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"North Central Region"
"Vernon",901378250,"2012-2016","Female","Percent","Margins of Error",56.08,"North Central Region"
"Vernon",901378250,"2012-2016","Male","Number","Employed or Enrolled Youth",463,"North Central Region"
"Vernon",901378250,"2012-2016","Male","Number","Margins of Error",184,"North Central Region"
"Vernon",901378250,"2012-2016","Male","Percent","Employed or Enrolled Youth",78.34,"North Central Region"
"Vernon",901378250,"2012-2016","Male","Percent","Margins of Error",40.67,"North Central Region"
"Voluntown",901178600,"2012-2016","Total","Number","Employed or Enrolled Youth",85,"Eastern Region"
"Voluntown",901178600,"2012-2016","Total","Number","Margins of Error",44,"Eastern Region"
"Voluntown",901178600,"2012-2016","Total","Percent","Employed or Enrolled Youth",85.86,"Eastern Region"
"Voluntown",901178600,"2012-2016","Total","Percent","Margins of Error",58.88,"Eastern Region"
"Voluntown",901178600,"2012-2016","Female","Number","Employed or Enrolled Youth",63,"Eastern Region"
"Voluntown",901178600,"2012-2016","Female","Number","Margins of Error",38,"Eastern Region"
"Voluntown",901178600,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Voluntown",901178600,"2012-2016","Female","Percent","Margins of Error",83.09,"Eastern Region"
"Voluntown",901178600,"2012-2016","Male","Number","Employed or Enrolled Youth",22,"Eastern Region"
"Voluntown",901178600,"2012-2016","Male","Number","Margins of Error",21,"Eastern Region"
"Voluntown",901178600,"2012-2016","Male","Percent","Employed or Enrolled Youth",61.11,"Eastern Region"
"Voluntown",901178600,"2012-2016","Male","Percent","Margins of Error",71.28,"Eastern Region"
"Wallingford",900978740,"2012-2016","Total","Number","Employed or Enrolled Youth",2431,"Central Region"
"Wallingford",900978740,"2012-2016","Total","Number","Margins of Error",322,"Central Region"
"Wallingford",900978740,"2012-2016","Total","Percent","Employed or Enrolled Youth",96.16,"Central Region"
"Wallingford",900978740,"2012-2016","Total","Percent","Margins of Error",17.23,"Central Region"
"Wallingford",900978740,"2012-2016","Female","Number","Employed or Enrolled Youth",1218,"Central Region"
"Wallingford",900978740,"2012-2016","Female","Number","Margins of Error",227,"Central Region"
"Wallingford",900978740,"2012-2016","Female","Percent","Employed or Enrolled Youth",93.98,"Central Region"
"Wallingford",900978740,"2012-2016","Female","Percent","Margins of Error",24.52,"Central Region"
"Wallingford",900978740,"2012-2016","Male","Number","Employed or Enrolled Youth",1213,"Central Region"
"Wallingford",900978740,"2012-2016","Male","Number","Margins of Error",228,"Central Region"
"Wallingford",900978740,"2012-2016","Male","Percent","Employed or Enrolled Youth",98.46,"Central Region"
"Wallingford",900978740,"2012-2016","Male","Percent","Margins of Error",25.25,"Central Region"
"Warren",900579510,"2012-2016","Total","Number","Employed or Enrolled Youth",50,"Western Region"
"Warren",900579510,"2012-2016","Total","Number","Margins of Error",32,"Western Region"
"Warren",900579510,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Western Region"
"Warren",900579510,"2012-2016","Total","Percent","Margins of Error",76.37,"Western Region"
"Warren",900579510,"2012-2016","Female","Number","Employed or Enrolled Youth",13,"Western Region"
"Warren",900579510,"2012-2016","Female","Number","Margins of Error",20,"Western Region"
"Warren",900579510,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Western Region"
"Warren",900579510,"2012-2016","Female","Percent","Margins of Error",169.93,"Western Region"
"Warren",900579510,"2012-2016","Male","Number","Employed or Enrolled Youth",37,"Western Region"
"Warren",900579510,"2012-2016","Male","Number","Margins of Error",25,"Western Region"
"Warren",900579510,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Western Region"
"Warren",900579510,"2012-2016","Male","Percent","Margins of Error",86.7,"Western Region"
"Washington",900579720,"2012-2016","Total","Number","Employed or Enrolled Youth",160,"Western Region"
"Washington",900579720,"2012-2016","Total","Number","Margins of Error",67,"Western Region"
"Washington",900579720,"2012-2016","Total","Percent","Employed or Enrolled Youth",99.38,"Western Region"
"Washington",900579720,"2012-2016","Total","Percent","Margins of Error",57.18,"Western Region"
"Washington",900579720,"2012-2016","Female","Number","Employed or Enrolled Youth",39,"Western Region"
"Washington",900579720,"2012-2016","Female","Number","Margins of Error",32,"Western Region"
"Washington",900579720,"2012-2016","Female","Percent","Employed or Enrolled Youth",97.5,"Western Region"
"Washington",900579720,"2012-2016","Female","Percent","Margins of Error",108.18,"Western Region"
"Washington",900579720,"2012-2016","Male","Number","Employed or Enrolled Youth",121,"Western Region"
"Washington",900579720,"2012-2016","Male","Number","Margins of Error",59,"Western Region"
"Washington",900579720,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Western Region"
"Washington",900579720,"2012-2016","Male","Percent","Margins of Error",68.08,"Western Region"
"Waterbury",900980070,"2012-2016","Total","Number","Employed or Enrolled Youth",6202,"Western Region"
"Waterbury",900980070,"2012-2016","Total","Number","Margins of Error",508,"Western Region"
"Waterbury",900980070,"2012-2016","Total","Percent","Employed or Enrolled Youth",92.09,"Western Region"
"Waterbury",900980070,"2012-2016","Total","Percent","Margins of Error",10.65,"Western Region"
"Waterbury",900980070,"2012-2016","Female","Number","Employed or Enrolled Youth",2761,"Western Region"
"Waterbury",900980070,"2012-2016","Female","Number","Margins of Error",330,"Western Region"
"Waterbury",900980070,"2012-2016","Female","Percent","Employed or Enrolled Youth",92.56,"Western Region"
"Waterbury",900980070,"2012-2016","Female","Percent","Margins of Error",14.64,"Western Region"
"Waterbury",900980070,"2012-2016","Male","Number","Employed or Enrolled Youth",3441,"Western Region"
"Waterbury",900980070,"2012-2016","Male","Number","Margins of Error",386,"Western Region"
"Waterbury",900980070,"2012-2016","Male","Percent","Employed or Enrolled Youth",91.71,"Western Region"
"Waterbury",900980070,"2012-2016","Male","Percent","Margins of Error",14.73,"Western Region"
"Waterford",901180280,"2012-2016","Total","Number","Employed or Enrolled Youth",742,"Eastern Region"
"Waterford",901180280,"2012-2016","Total","Number","Margins of Error",170,"Eastern Region"
"Waterford",901180280,"2012-2016","Total","Percent","Employed or Enrolled Youth",96.11,"Eastern Region"
"Waterford",901180280,"2012-2016","Total","Percent","Margins of Error",31.98,"Eastern Region"
"Waterford",901180280,"2012-2016","Female","Number","Employed or Enrolled Youth",314,"Eastern Region"
"Waterford",901180280,"2012-2016","Female","Number","Margins of Error",117,"Eastern Region"
"Waterford",901180280,"2012-2016","Female","Percent","Employed or Enrolled Youth",97.21,"Eastern Region"
"Waterford",901180280,"2012-2016","Female","Percent","Margins of Error",50.55,"Eastern Region"
"Waterford",901180280,"2012-2016","Male","Number","Employed or Enrolled Youth",428,"Eastern Region"
"Waterford",901180280,"2012-2016","Male","Number","Margins of Error",124,"Eastern Region"
"Waterford",901180280,"2012-2016","Male","Percent","Employed or Enrolled Youth",95.32,"Eastern Region"
"Waterford",901180280,"2012-2016","Male","Percent","Margins of Error",38.53,"Eastern Region"
"Watertown",900580490,"2012-2016","Total","Number","Employed or Enrolled Youth",1313,"Western Region"
"Watertown",900580490,"2012-2016","Total","Number","Margins of Error",248,"Western Region"
"Watertown",900580490,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Western Region"
"Watertown",900580490,"2012-2016","Total","Percent","Margins of Error",27.18,"Western Region"
"Watertown",900580490,"2012-2016","Female","Number","Employed or Enrolled Youth",619,"Western Region"
"Watertown",900580490,"2012-2016","Female","Number","Margins of Error",179,"Western Region"
"Watertown",900580490,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Western Region"
"Watertown",900580490,"2012-2016","Female","Percent","Margins of Error",40.52,"Western Region"
"Watertown",900580490,"2012-2016","Male","Number","Employed or Enrolled Youth",694,"Western Region"
"Watertown",900580490,"2012-2016","Male","Number","Margins of Error",171,"Western Region"
"Watertown",900580490,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Western Region"
"Watertown",900580490,"2012-2016","Male","Percent","Margins of Error",34.77,"Western Region"
"Westbrook",900781680,"2012-2016","Total","Number","Employed or Enrolled Youth",249,"Eastern Region"
"Westbrook",900781680,"2012-2016","Total","Number","Margins of Error",120,"Eastern Region"
"Westbrook",900781680,"2012-2016","Total","Percent","Employed or Enrolled Youth",98.81,"Eastern Region"
"Westbrook",900781680,"2012-2016","Total","Percent","Margins of Error",62.56,"Eastern Region"
"Westbrook",900781680,"2012-2016","Female","Number","Employed or Enrolled Youth",128,"Eastern Region"
"Westbrook",900781680,"2012-2016","Female","Number","Margins of Error",86,"Eastern Region"
"Westbrook",900781680,"2012-2016","Female","Percent","Employed or Enrolled Youth",98.46,"Eastern Region"
"Westbrook",900781680,"2012-2016","Female","Percent","Margins of Error",88.57,"Eastern Region"
"Westbrook",900781680,"2012-2016","Male","Number","Employed or Enrolled Youth",121,"Eastern Region"
"Westbrook",900781680,"2012-2016","Male","Number","Margins of Error",84,"Eastern Region"
"Westbrook",900781680,"2012-2016","Male","Percent","Employed or Enrolled Youth",99.18,"Eastern Region"
"Westbrook",900781680,"2012-2016","Male","Percent","Margins of Error",95.56,"Eastern Region"
"West Hartford",900382590,"2012-2016","Total","Number","Employed or Enrolled Youth",3498,"North Central Region"
"West Hartford",900382590,"2012-2016","Total","Number","Margins of Error",351,"North Central Region"
"West Hartford",900382590,"2012-2016","Total","Percent","Employed or Enrolled Youth",95.31,"North Central Region"
"West Hartford",900382590,"2012-2016","Total","Percent","Margins of Error",13.74,"North Central Region"
