"Town","FIPS","Year","Measure Period","Indicator","Measure Type","Variable","Value","Region"
"Waterford",901180280,2005,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",26,"Eastern Region"
"Waterford",901180280,2005,"Calendar Year","Total Served","Number","Birth to Three Indicators",26,"Eastern Region"
"Waterford",901180280,2005,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,"Eastern Region"
"Waterford",901180280,2006,"Calendar Year","Referrals","Number","Birth to Three Indicators",35,"Eastern Region"
"Waterford",901180280,2006,"Calendar Year","Evaluations","Number","Birth to Three Indicators",29,"Eastern Region"
"Waterford",901180280,2006,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",16,"Eastern Region"
"Waterford",901180280,2006,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",28,"Eastern Region"
"Waterford",901180280,2006,"Calendar Year","Total Served","Number","Birth to Three Indicators",27,"Eastern Region"
"Waterford",901180280,2006,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"Eastern Region"
"Waterford",901180280,2007,"Calendar Year","Referrals","Number","Birth to Three Indicators",36,"Eastern Region"
"Waterford",901180280,2007,"Calendar Year","Evaluations","Number","Birth to Three Indicators",38,"Eastern Region"
"Waterford",901180280,2007,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",23,"Eastern Region"
"Waterford",901180280,2007,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",31,"Eastern Region"
"Waterford",901180280,2007,"Calendar Year","Total Served","Number","Birth to Three Indicators",31,"Eastern Region"
"Waterford",901180280,2007,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",8,"Eastern Region"
"Waterford",901180280,2008,"Calendar Year","Referrals","Number","Birth to Three Indicators",27,"Eastern Region"
"Waterford",901180280,2008,"Calendar Year","Evaluations","Number","Birth to Three Indicators",27,"Eastern Region"
"Waterford",901180280,2008,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",23,"Eastern Region"
"Waterford",901180280,2008,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",45,"Eastern Region"
"Waterford",901180280,2008,"Calendar Year","Total Served","Number","Birth to Three Indicators",43,"Eastern Region"
"Waterford",901180280,2008,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",10,"Eastern Region"
"Waterford",901180280,2009,"Calendar Year","Referrals","Number","Birth to Three Indicators",21,"Eastern Region"
"Waterford",901180280,2009,"Calendar Year","Evaluations","Number","Birth to Three Indicators",20,"Eastern Region"
"Waterford",901180280,2009,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",14,"Eastern Region"
"Waterford",901180280,2009,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",38,"Eastern Region"
"Waterford",901180280,2009,"Calendar Year","Total Served","Number","Birth to Three Indicators",37,"Eastern Region"
"Waterford",901180280,2009,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",9,"Eastern Region"
"Waterford",901180280,2010,"Calendar Year","Referrals","Number","Birth to Three Indicators",25,"Eastern Region"
"Waterford",901180280,2010,"Calendar Year","Evaluations","Number","Birth to Three Indicators",23,"Eastern Region"
"Waterford",901180280,2010,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",15,"Eastern Region"
"Waterford",901180280,2010,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",25,"Eastern Region"
"Waterford",901180280,2010,"Calendar Year","Total Served","Number","Birth to Three Indicators",23,"Eastern Region"
"Waterford",901180280,2010,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",8,"Eastern Region"
"Waterford",901180280,2011,"Calendar Year","Referrals","Number","Birth to Three Indicators",22,"Eastern Region"
"Waterford",901180280,2011,"Calendar Year","Evaluations","Number","Birth to Three Indicators",20,"Eastern Region"
"Waterford",901180280,2011,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",11,"Eastern Region"
"Waterford",901180280,2011,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",22,"Eastern Region"
"Waterford",901180280,2011,"Calendar Year","Total Served","Number","Birth to Three Indicators",20,"Eastern Region"
"Waterford",901180280,2011,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"Eastern Region"
"Waterford",901180280,2012,"Calendar Year","Referrals","Number","Birth to Three Indicators",28,"Eastern Region"
"Waterford",901180280,2012,"Calendar Year","Evaluations","Number","Birth to Three Indicators",29,"Eastern Region"
"Waterford",901180280,2012,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",15,"Eastern Region"
"Waterford",901180280,2012,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",18,"Eastern Region"
"Waterford",901180280,2012,"Calendar Year","Total Served","Number","Birth to Three Indicators",18,"Eastern Region"
"Waterford",901180280,2012,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"Eastern Region"
"Waterford",901180280,2013,"Calendar Year","Referrals","Number","Birth to Three Indicators",25,"Eastern Region"
"Waterford",901180280,2013,"Calendar Year","Evaluations","Number","Birth to Three Indicators",22,"Eastern Region"
"Waterford",901180280,2013,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",15,"Eastern Region"
"Waterford",901180280,2013,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",26,"Eastern Region"
"Waterford",901180280,2013,"Calendar Year","Total Served","Number","Birth to Three Indicators",25,"Eastern Region"
"Waterford",901180280,2013,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"Eastern Region"
"Waterford",901180280,2014,"Calendar Year","Referrals","Number","Birth to Three Indicators",35,"Eastern Region"
"Waterford",901180280,2014,"Calendar Year","Evaluations","Number","Birth to Three Indicators",32,"Eastern Region"
"Waterford",901180280,2014,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",20,"Eastern Region"
"Waterford",901180280,2014,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",35,"Eastern Region"
"Waterford",901180280,2014,"Calendar Year","Total Served","Number","Birth to Three Indicators",33,"Eastern Region"
"Waterford",901180280,2014,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",12,"Eastern Region"
"Waterford",901180280,2015,"Calendar Year","Referrals","Number","Birth to Three Indicators",26,"Eastern Region"
"Waterford",901180280,2015,"Calendar Year","Evaluations","Number","Birth to Three Indicators",24,"Eastern Region"
"Waterford",901180280,2015,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",17,"Eastern Region"
"Waterford",901180280,2015,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",24,"Eastern Region"
"Waterford",901180280,2015,"Calendar Year","Total Served","Number","Birth to Three Indicators",22,"Eastern Region"
"Waterford",901180280,2015,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,"Eastern Region"
"Waterford",901180280,2016,"Calendar Year","Referrals","Number","Birth to Three Indicators",30,"Eastern Region"
"Waterford",901180280,2016,"Calendar Year","Evaluations","Number","Birth to Three Indicators",28,"Eastern Region"
"Waterford",901180280,2016,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",20,"Eastern Region"
"Waterford",901180280,2016,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",31,"Eastern Region"
"Waterford",901180280,2016,"Calendar Year","Total Served","Number","Birth to Three Indicators",23,"Eastern Region"
"Waterford",901180280,2016,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",12,"Eastern Region"
"Watertown",900580490,2005,"Calendar Year","Referrals","Number","Birth to Three Indicators",46,"Western Region"
"Watertown",900580490,2005,"Calendar Year","Evaluations","Number","Birth to Three Indicators",40,"Western Region"
"Watertown",900580490,2005,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",22,"Western Region"
"Watertown",900580490,2005,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",41,"Western Region"
"Watertown",900580490,2005,"Calendar Year","Total Served","Number","Birth to Three Indicators",38,"Western Region"
"Watertown",900580490,2005,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",14,"Western Region"
"Watertown",900580490,2006,"Calendar Year","Referrals","Number","Birth to Three Indicators",25,"Western Region"
"Watertown",900580490,2006,"Calendar Year","Evaluations","Number","Birth to Three Indicators",24,"Western Region"
"Watertown",900580490,2006,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",17,"Western Region"
"Watertown",900580490,2006,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",35,"Western Region"
"Watertown",900580490,2006,"Calendar Year","Total Served","Number","Birth to Three Indicators",34,"Western Region"
"Watertown",900580490,2006,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,"Western Region"
"Watertown",900580490,2007,"Calendar Year","Referrals","Number","Birth to Three Indicators",33,"Western Region"
"Watertown",900580490,2007,"Calendar Year","Evaluations","Number","Birth to Three Indicators",33,"Western Region"
"Watertown",900580490,2007,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",18,"Western Region"
"Watertown",900580490,2007,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",36,"Western Region"
"Watertown",900580490,2007,"Calendar Year","Total Served","Number","Birth to Three Indicators",35,"Western Region"
"Watertown",900580490,2007,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"Western Region"
"Watertown",900580490,2008,"Calendar Year","Referrals","Number","Birth to Three Indicators",28,"Western Region"
"Watertown",900580490,2008,"Calendar Year","Evaluations","Number","Birth to Three Indicators",28,"Western Region"
"Watertown",900580490,2008,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",15,"Western Region"
"Watertown",900580490,2008,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",37,"Western Region"
"Watertown",900580490,2008,"Calendar Year","Total Served","Number","Birth to Three Indicators",36,"Western Region"
"Watertown",900580490,2008,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,"Western Region"
"Watertown",900580490,2009,"Calendar Year","Referrals","Number","Birth to Three Indicators",39,"Western Region"
"Watertown",900580490,2009,"Calendar Year","Evaluations","Number","Birth to Three Indicators",37,"Western Region"
"Watertown",900580490,2009,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",24,"Western Region"
"Watertown",900580490,2009,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",38,"Western Region"
"Watertown",900580490,2009,"Calendar Year","Total Served","Number","Birth to Three Indicators",37,"Western Region"
"Watertown",900580490,2009,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,"Western Region"
"Watertown",900580490,2010,"Calendar Year","Referrals","Number","Birth to Three Indicators",38,"Western Region"
"Watertown",900580490,2010,"Calendar Year","Evaluations","Number","Birth to Three Indicators",35,"Western Region"
"Watertown",900580490,2010,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",17,"Western Region"
"Watertown",900580490,2010,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",45,"Western Region"
"Watertown",900580490,2010,"Calendar Year","Total Served","Number","Birth to Three Indicators",44,"Western Region"
"Watertown",900580490,2010,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",12,"Western Region"
"Watertown",900580490,2011,"Calendar Year","Referrals","Number","Birth to Three Indicators",36,"Western Region"
"Watertown",900580490,2011,"Calendar Year","Evaluations","Number","Birth to Three Indicators",35,"Western Region"
"Watertown",900580490,2011,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",21,"Western Region"
"Watertown",900580490,2011,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",37,"Western Region"
"Watertown",900580490,2011,"Calendar Year","Total Served","Number","Birth to Three Indicators",35,"Western Region"
"Watertown",900580490,2011,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",8,"Western Region"
"Watertown",900580490,2012,"Calendar Year","Referrals","Number","Birth to Three Indicators",27,"Western Region"
"Watertown",900580490,2012,"Calendar Year","Evaluations","Number","Birth to Three Indicators",27,"Western Region"
"Watertown",900580490,2012,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",14,"Western Region"
"Watertown",900580490,2012,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",36,"Western Region"
"Watertown",900580490,2012,"Calendar Year","Total Served","Number","Birth to Three Indicators",32,"Western Region"
"Watertown",900580490,2012,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",10,"Western Region"
"Watertown",900580490,2013,"Calendar Year","Referrals","Number","Birth to Three Indicators",34,"Western Region"
"Watertown",900580490,2013,"Calendar Year","Evaluations","Number","Birth to Three Indicators",32,"Western Region"
"Watertown",900580490,2013,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",23,"Western Region"
"Watertown",900580490,2013,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",34,"Western Region"
"Watertown",900580490,2013,"Calendar Year","Total Served","Number","Birth to Three Indicators",30,"Western Region"
"Watertown",900580490,2013,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",9,"Western Region"
"Watertown",900580490,2014,"Calendar Year","Referrals","Number","Birth to Three Indicators",24,"Western Region"
"Watertown",900580490,2014,"Calendar Year","Evaluations","Number","Birth to Three Indicators",19,"Western Region"
"Watertown",900580490,2014,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",10,"Western Region"
"Watertown",900580490,2014,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",33,"Western Region"
"Watertown",900580490,2014,"Calendar Year","Total Served","Number","Birth to Three Indicators",30,"Western Region"
"Watertown",900580490,2014,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",8,"Western Region"
"Watertown",900580490,2015,"Calendar Year","Referrals","Number","Birth to Three Indicators",30,"Western Region"
"Watertown",900580490,2015,"Calendar Year","Evaluations","Number","Birth to Three Indicators",29,"Western Region"
"Watertown",900580490,2015,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",18,"Western Region"
"Watertown",900580490,2015,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",34,"Western Region"
"Watertown",900580490,2015,"Calendar Year","Total Served","Number","Birth to Three Indicators",31,"Western Region"
"Watertown",900580490,2015,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",13,"Western Region"
"Watertown",900580490,2016,"Calendar Year","Referrals","Number","Birth to Three Indicators",48,"Western Region"
"Watertown",900580490,2016,"Calendar Year","Evaluations","Number","Birth to Three Indicators",45,"Western Region"
"Watertown",900580490,2016,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",26,"Western Region"
"Watertown",900580490,2016,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",40,"Western Region"
"Watertown",900580490,2016,"Calendar Year","Total Served","Number","Birth to Three Indicators",20,"Western Region"
"Watertown",900580490,2016,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",10,"Western Region"
"Westbrook",900781680,2005,"Calendar Year","Referrals","Number","Birth to Three Indicators",6,"Eastern Region"
"Westbrook",900781680,2005,"Calendar Year","Evaluations","Number","Birth to Three Indicators",6,"Eastern Region"
"Westbrook",900781680,2005,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",6,"Eastern Region"
"Westbrook",900781680,2005,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",11,"Eastern Region"
"Westbrook",900781680,2005,"Calendar Year","Total Served","Number","Birth to Three Indicators",11,"Eastern Region"
"Westbrook",900781680,2005,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",3,"Eastern Region"
"Westbrook",900781680,2006,"Calendar Year","Referrals","Number","Birth to Three Indicators",8,"Eastern Region"
"Westbrook",900781680,2006,"Calendar Year","Evaluations","Number","Birth to Three Indicators",5,"Eastern Region"
"Westbrook",900781680,2006,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",3,"Eastern Region"
"Westbrook",900781680,2006,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",9,"Eastern Region"
"Westbrook",900781680,2006,"Calendar Year","Total Served","Number","Birth to Three Indicators",9,"Eastern Region"
"Westbrook",900781680,2006,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Eastern Region"
"Westbrook",900781680,2007,"Calendar Year","Referrals","Number","Birth to Three Indicators",6,"Eastern Region"
"Westbrook",900781680,2007,"Calendar Year","Evaluations","Number","Birth to Three Indicators",8,"Eastern Region"
"Westbrook",900781680,2007,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",7,"Eastern Region"
"Westbrook",900781680,2007,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",10,"Eastern Region"
"Westbrook",900781680,2007,"Calendar Year","Total Served","Number","Birth to Three Indicators",10,"Eastern Region"
"Westbrook",900781680,2007,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",3,"Eastern Region"
"Westbrook",900781680,2008,"Calendar Year","Referrals","Number","Birth to Three Indicators",14,"Eastern Region"
"Westbrook",900781680,2008,"Calendar Year","Evaluations","Number","Birth to Three Indicators",13,"Eastern Region"
"Westbrook",900781680,2008,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",11,"Eastern Region"
"Westbrook",900781680,2008,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",18,"Eastern Region"
"Westbrook",900781680,2008,"Calendar Year","Total Served","Number","Birth to Three Indicators",18,"Eastern Region"
"Westbrook",900781680,2008,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,"Eastern Region"
"Westbrook",900781680,2009,"Calendar Year","Referrals","Number","Birth to Three Indicators",9,"Eastern Region"
"Westbrook",900781680,2009,"Calendar Year","Evaluations","Number","Birth to Three Indicators",9,"Eastern Region"
"Westbrook",900781680,2009,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",7,"Eastern Region"
"Westbrook",900781680,2009,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",17,"Eastern Region"
"Westbrook",900781680,2009,"Calendar Year","Total Served","Number","Birth to Three Indicators",16,"Eastern Region"
"Westbrook",900781680,2009,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"Eastern Region"
"Westbrook",900781680,2010,"Calendar Year","Referrals","Number","Birth to Three Indicators",10,"Eastern Region"
"Westbrook",900781680,2010,"Calendar Year","Evaluations","Number","Birth to Three Indicators",10,"Eastern Region"
"Westbrook",900781680,2010,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",9,"Eastern Region"
"Westbrook",900781680,2010,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",17,"Eastern Region"
"Westbrook",900781680,2010,"Calendar Year","Total Served","Number","Birth to Three Indicators",15,"Eastern Region"
"Westbrook",900781680,2010,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",4,"Eastern Region"
"Westbrook",900781680,2011,"Calendar Year","Referrals","Number","Birth to Three Indicators",13,"Eastern Region"
"Westbrook",900781680,2011,"Calendar Year","Evaluations","Number","Birth to Three Indicators",12,"Eastern Region"
"Westbrook",900781680,2011,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",9,"Eastern Region"
"Westbrook",900781680,2011,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",17,"Eastern Region"
"Westbrook",900781680,2011,"Calendar Year","Total Served","Number","Birth to Three Indicators",17,"Eastern Region"
"Westbrook",900781680,2011,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",2,"Eastern Region"
"Westbrook",900781680,2012,"Calendar Year","Referrals","Number","Birth to Three Indicators",9,"Eastern Region"
"Westbrook",900781680,2012,"Calendar Year","Evaluations","Number","Birth to Three Indicators",8,"Eastern Region"
"Westbrook",900781680,2012,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",5,"Eastern Region"
"Westbrook",900781680,2012,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",15,"Eastern Region"
"Westbrook",900781680,2012,"Calendar Year","Total Served","Number","Birth to Three Indicators",15,"Eastern Region"
"Westbrook",900781680,2012,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,"Eastern Region"
"Westbrook",900781680,2013,"Calendar Year","Referrals","Number","Birth to Three Indicators",7,"Eastern Region"
"Westbrook",900781680,2013,"Calendar Year","Evaluations","Number","Birth to Three Indicators",7,"Eastern Region"
"Westbrook",900781680,2013,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",5,"Eastern Region"
"Westbrook",900781680,2013,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",12,"Eastern Region"
"Westbrook",900781680,2013,"Calendar Year","Total Served","Number","Birth to Three Indicators",12,"Eastern Region"
"Westbrook",900781680,2013,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Eastern Region"
"Westbrook",900781680,2014,"Calendar Year","Referrals","Number","Birth to Three Indicators",6,"Eastern Region"
"Westbrook",900781680,2014,"Calendar Year","Evaluations","Number","Birth to Three Indicators",5,"Eastern Region"
"Westbrook",900781680,2014,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",2,"Eastern Region"
"Westbrook",900781680,2014,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",12,"Eastern Region"
"Westbrook",900781680,2014,"Calendar Year","Total Served","Number","Birth to Three Indicators",12,"Eastern Region"
"Westbrook",900781680,2014,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,"Eastern Region"
"Westbrook",900781680,2015,"Calendar Year","Referrals","Number","Birth to Three Indicators",6,"Eastern Region"
"Westbrook",900781680,2015,"Calendar Year","Evaluations","Number","Birth to Three Indicators",7,"Eastern Region"
"Westbrook",900781680,2015,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",6,"Eastern Region"
"Westbrook",900781680,2015,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",8,"Eastern Region"
"Westbrook",900781680,2015,"Calendar Year","Total Served","Number","Birth to Three Indicators",8,"Eastern Region"
"Westbrook",900781680,2015,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",2,"Eastern Region"
"Westbrook",900781680,2016,"Calendar Year","Referrals","Number","Birth to Three Indicators",9,"Eastern Region"
"Westbrook",900781680,2016,"Calendar Year","Evaluations","Number","Birth to Three Indicators",6,"Eastern Region"
"Westbrook",900781680,2016,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",4,"Eastern Region"
"Westbrook",900781680,2016,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",6,"Eastern Region"
"Westbrook",900781680,2016,"Calendar Year","Total Served","Number","Birth to Three Indicators",3,"Eastern Region"
"Westbrook",900781680,2016,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Eastern Region"
"West Hartford",900382590,2005,"Calendar Year","Referrals","Number","Birth to Three Indicators",112,"North Central Region"
"West Hartford",900382590,2005,"Calendar Year","Evaluations","Number","Birth to Three Indicators",98,"North Central Region"
"West Hartford",900382590,2005,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",67,"North Central Region"
"West Hartford",900382590,2005,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",133,"North Central Region"
"West Hartford",900382590,2005,"Calendar Year","Total Served","Number","Birth to Three Indicators",130,"North Central Region"
"West Hartford",900382590,2005,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",36,"North Central Region"
"West Hartford",900382590,2006,"Calendar Year","Referrals","Number","Birth to Three Indicators",143,"North Central Region"
"West Hartford",900382590,2006,"Calendar Year","Evaluations","Number","Birth to Three Indicators",129,"North Central Region"
"West Hartford",900382590,2006,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",71,"North Central Region"
"West Hartford",900382590,2006,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",133,"North Central Region"
"West Hartford",900382590,2006,"Calendar Year","Total Served","Number","Birth to Three Indicators",130,"North Central Region"
"West Hartford",900382590,2006,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",30,"North Central Region"
"West Hartford",900382590,2007,"Calendar Year","Referrals","Number","Birth to Three Indicators",148,"North Central Region"
"West Hartford",900382590,2007,"Calendar Year","Evaluations","Number","Birth to Three Indicators",147,"North Central Region"
"West Hartford",900382590,2007,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",102,"North Central Region"
"West Hartford",900382590,2007,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",162,"North Central Region"
"West Hartford",900382590,2007,"Calendar Year","Total Served","Number","Birth to Three Indicators",155,"North Central Region"
"West Hartford",900382590,2007,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",25,"North Central Region"
"West Hartford",900382590,2008,"Calendar Year","Referrals","Number","Birth to Three Indicators",138,"North Central Region"
"West Hartford",900382590,2008,"Calendar Year","Evaluations","Number","Birth to Three Indicators",127,"North Central Region"
"West Hartford",900382590,2008,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",86,"North Central Region"
"West Hartford",900382590,2008,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",169,"North Central Region"
"West Hartford",900382590,2008,"Calendar Year","Total Served","Number","Birth to Three Indicators",165,"North Central Region"
"West Hartford",900382590,2008,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",32,"North Central Region"
"West Hartford",900382590,2009,"Calendar Year","Referrals","Number","Birth to Three Indicators",122,"North Central Region"
"West Hartford",900382590,2009,"Calendar Year","Evaluations","Number","Birth to Three Indicators",120,"North Central Region"
"West Hartford",900382590,2009,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",81,"North Central Region"
"West Hartford",900382590,2009,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",180,"North Central Region"
"West Hartford",900382590,2009,"Calendar Year","Total Served","Number","Birth to Three Indicators",178,"North Central Region"
"West Hartford",900382590,2009,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",48,"North Central Region"
"West Hartford",900382590,2010,"Calendar Year","Referrals","Number","Birth to Three Indicators",126,"North Central Region"
"West Hartford",900382590,2010,"Calendar Year","Evaluations","Number","Birth to Three Indicators",120,"North Central Region"
"West Hartford",900382590,2010,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",69,"North Central Region"
"West Hartford",900382590,2010,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",162,"North Central Region"
"West Hartford",900382590,2010,"Calendar Year","Total Served","Number","Birth to Three Indicators",156,"North Central Region"
"West Hartford",900382590,2010,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",40,"North Central Region"
"West Hartford",900382590,2011,"Calendar Year","Referrals","Number","Birth to Three Indicators",115,"North Central Region"
"West Hartford",900382590,2011,"Calendar Year","Evaluations","Number","Birth to Three Indicators",110,"North Central Region"
"West Hartford",900382590,2011,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",63,"North Central Region"
"West Hartford",900382590,2011,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",140,"North Central Region"
"West Hartford",900382590,2011,"Calendar Year","Total Served","Number","Birth to Three Indicators",134,"North Central Region"
"West Hartford",900382590,2011,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",33,"North Central Region"
"West Hartford",900382590,2012,"Calendar Year","Referrals","Number","Birth to Three Indicators",112,"North Central Region"
"West Hartford",900382590,2012,"Calendar Year","Evaluations","Number","Birth to Three Indicators",112,"North Central Region"
"West Hartford",900382590,2012,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",79,"North Central Region"
"West Hartford",900382590,2012,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",143,"North Central Region"
