"Town","Year","FIPS","Indicator","Measure Type","Variable","Value","Region","Total Births"
"Sherman",2013,900168310,"Referrals","Number","Birth to Three Indicators",5,"Western Region",14
"Sherman",2013,900168310,"Total Eligible","Number","Birth to Three Indicators",3,"Western Region",14
"Sherman",2013,900168310,"Individual Family Service Plans","Percent","Birth to Three Indicators",21.43,"Western Region",14
"Sherman",2013,900168310,"Evaluations","Number","Birth to Three Indicators",5,"Western Region",14
"Sherman",2013,900168310,"Total Served","Percent","Birth to Three Indicators",21.43,"Western Region",14
"Sherman",2013,900168310,"Referrals","Percent","Birth to Three Indicators",35.71,"Western Region",14
"Sherman",2013,900168310,"Total Served","Number","Birth to Three Indicators",3,"Western Region",14
"Sherman",2013,900168310,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Western Region",14
"Simsbury",2013,900368940,"Individual Family Service Plans","Percent","Birth to Three Indicators",13.17,"Central Region",167
"Simsbury",2013,900368940,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",7.78,"Central Region",167
"Simsbury",2013,900368940,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",88,"Central Region",167
"Simsbury",2013,900368940,"Referrals","Number","Birth to Three Indicators",36,"Central Region",167
"Simsbury",2013,900368940,"Individual Family Service Plans","Number","Birth to Three Indicators",22,"Central Region",167
"Simsbury",2013,900368940,"Evaluations","Number","Birth to Three Indicators",35,"Central Region",167
"Simsbury",2013,900368940,"Total Served","Percent","Birth to Three Indicators",11.38,"Central Region",167
"Simsbury",2013,900368940,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",52,"Central Region",167
"Simsbury",2013,900368940,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",13,"Central Region",167
"Simsbury",2013,900368940,"Evaluated that are Eligible","Percent","Birth to Three Indicators",71.43,"Central Region",167
"Simsbury",2013,900368940,"Evaluations","Percent","Birth to Three Indicators",20.96,"Central Region",167
"Simsbury",2013,900368940,"Total Served","Number","Birth to Three Indicators",19,"Central Region",167
"Simsbury",2013,900368940,"Referred that are Evaluated","Percent","Birth to Three Indicators",97.22,"Central Region",167
"Simsbury",2013,900368940,"Total Eligible","Percent","Birth to Three Indicators",14.97,"Central Region",167
"Simsbury",2013,900368940,"IFSP Receiving Services","Percent","Birth to Three Indicators",86.36,"Central Region",167
"Simsbury",2013,900368940,"Total Eligible","Number","Birth to Three Indicators",25,"Central Region",167
"Simsbury",2013,900368940,"Referrals","Percent","Birth to Three Indicators",21.56,"Central Region",167
"Somers",2013,901369220,"Individual Family Service Plans","Percent","Birth to Three Indicators",16.33,"North Central Region",49
"Somers",2013,901369220,"Evaluated that are Eligible","Percent","Birth to Three Indicators",69.23,"North Central Region",49
"Somers",2013,901369220,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",66.67,"North Central Region",49
"Somers",2013,901369220,"Evaluations","Percent","Birth to Three Indicators",26.53,"North Central Region",49
"Somers",2013,901369220,"Evaluations","Number","Birth to Three Indicators",13,"North Central Region",49
"Somers",2013,901369220,"Total Eligible","Number","Birth to Three Indicators",9,"North Central Region",49
"Somers",2013,901369220,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"North Central Region",49
"Somers",2013,901369220,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",12.24,"North Central Region",49
"Somers",2013,901369220,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,"North Central Region",49
"Somers",2013,901369220,"Total Served","Percent","Birth to Three Indicators",16.33,"North Central Region",49
"Somers",2013,901369220,"Referred that are Evaluated","Percent","Birth to Three Indicators",92.86,"North Central Region",49
"Somers",2013,901369220,"Referrals","Number","Birth to Three Indicators",14,"North Central Region",49
"Somers",2013,901369220,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",88.89,"North Central Region",49
"Somers",2013,901369220,"Referrals","Percent","Birth to Three Indicators",28.57,"North Central Region",49
"Somers",2013,901369220,"Individual Family Service Plans","Number","Birth to Three Indicators",8,"North Central Region",49
"Somers",2013,901369220,"Total Eligible","Percent","Birth to Three Indicators",18.37,"North Central Region",49
"Somers",2013,901369220,"Total Served","Number","Birth to Three Indicators",8,"North Central Region",49
"Southbury",2013,900969640,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",5,"Western Region",101
"Southbury",2013,900969640,"Referrals","Number","Birth to Three Indicators",26,"Western Region",101
"Southbury",2013,900969640,"Individual Family Service Plans","Percent","Birth to Three Indicators",8.91,"Western Region",101
"Southbury",2013,900969640,"Individual Family Service Plans","Number","Birth to Three Indicators",9,"Western Region",101
"Southbury",2013,900969640,"Total Eligible","Number","Birth to Three Indicators",12,"Western Region",101
"Southbury",2013,900969640,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",75,"Western Region",101
"Southbury",2013,900969640,"Total Served","Percent","Birth to Three Indicators",8.91,"Western Region",101
"Southbury",2013,900969640,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",4.95,"Western Region",101
"Southbury",2013,900969640,"Total Eligible","Percent","Birth to Three Indicators",11.88,"Western Region",101
"Southbury",2013,900969640,"Evaluations","Number","Birth to Three Indicators",23,"Western Region",101
"Southbury",2013,900969640,"Evaluations","Percent","Birth to Three Indicators",22.77,"Western Region",101
"Southbury",2013,900969640,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",41.67,"Western Region",101
"Southbury",2013,900969640,"Referrals","Percent","Birth to Three Indicators",25.74,"Western Region",101
"Southbury",2013,900969640,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Western Region",101
"Southbury",2013,900969640,"Evaluated that are Eligible","Percent","Birth to Three Indicators",52.17,"Western Region",101
"Southbury",2013,900969640,"Total Served","Number","Birth to Three Indicators",9,"Western Region",101
"Southbury",2013,900969640,"Referred that are Evaluated","Percent","Birth to Three Indicators",88.46,"Western Region",101
"Southington",2013,900370550,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",50.98,"Central Region",332
"Southington",2013,900370550,"Individual Family Service Plans","Percent","Birth to Three Indicators",14.46,"Central Region",332
"Southington",2013,900370550,"Referrals","Percent","Birth to Three Indicators",21.39,"Central Region",332
"Southington",2013,900370550,"Total Served","Number","Birth to Three Indicators",43,"Central Region",332
"Southington",2013,900370550,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",26,"Central Region",332
"Southington",2013,900370550,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",7.83,"Central Region",332
"Southington",2013,900370550,"IFSP Receiving Services","Percent","Birth to Three Indicators",89.58,"Central Region",332
"Southington",2013,900370550,"Total Eligible","Percent","Birth to Three Indicators",15.36,"Central Region",332
"Southington",2013,900370550,"Individual Family Service Plans","Number","Birth to Three Indicators",48,"Central Region",332
"Southington",2013,900370550,"Total Eligible","Number","Birth to Three Indicators",51,"Central Region",332
"Southington",2013,900370550,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",94.12,"Central Region",332
"Southington",2013,900370550,"Evaluated that are Eligible","Percent","Birth to Three Indicators",75,"Central Region",332
"Southington",2013,900370550,"Evaluations","Number","Birth to Three Indicators",68,"Central Region",332
"Southington",2013,900370550,"Evaluations","Percent","Birth to Three Indicators",20.48,"Central Region",332
"Southington",2013,900370550,"Referred that are Evaluated","Percent","Birth to Three Indicators",95.77,"Central Region",332
"Southington",2013,900370550,"Referrals","Number","Birth to Three Indicators",71,"Central Region",332
"Southington",2013,900370550,"Total Served","Percent","Birth to Three Indicators",12.95,"Central Region",332
"South Windsor",2013,900371390,"Total Eligible","Percent","Birth to Three Indicators",16.18,"North Central Region",204
"South Windsor",2013,900371390,"Referrals","Percent","Birth to Three Indicators",25.49,"North Central Region",204
"South Windsor",2013,900371390,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",45.45,"North Central Region",204
"South Windsor",2013,900371390,"IFSP Receiving Services","Percent","Birth to Three Indicators",92.86,"North Central Region",204
"South Windsor",2013,900371390,"Evaluated that are Eligible","Percent","Birth to Three Indicators",64.71,"North Central Region",204
"South Windsor",2013,900371390,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",84.85,"North Central Region",204
"South Windsor",2013,900371390,"Individual Family Service Plans","Number","Birth to Three Indicators",28,"North Central Region",204
"South Windsor",2013,900371390,"Total Served","Percent","Birth to Three Indicators",12.75,"North Central Region",204
"South Windsor",2013,900371390,"Total Eligible","Number","Birth to Three Indicators",33,"North Central Region",204
"South Windsor",2013,900371390,"Evaluations","Number","Birth to Three Indicators",51,"North Central Region",204
"South Windsor",2013,900371390,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",15,"North Central Region",204
"South Windsor",2013,900371390,"Referred that are Evaluated","Percent","Birth to Three Indicators",98.08,"North Central Region",204
"South Windsor",2013,900371390,"Individual Family Service Plans","Percent","Birth to Three Indicators",13.73,"North Central Region",204
"South Windsor",2013,900371390,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",7.35,"North Central Region",204
"South Windsor",2013,900371390,"Referrals","Number","Birth to Three Indicators",52,"North Central Region",204
"South Windsor",2013,900371390,"Evaluations","Percent","Birth to Three Indicators",25,"North Central Region",204
"South Windsor",2013,900371390,"Total Served","Number","Birth to Three Indicators",26,"North Central Region",204
"Sprague",2013,901171670,"Total Served","Number","Birth to Three Indicators",6,"Eastern Region",35
"Sprague",2013,901171670,"Individual Family Service Plans","Percent","Birth to Three Indicators",20,"Eastern Region",35
"Sprague",2013,901171670,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",4,"Eastern Region",35
"Sprague",2013,901171670,"Total Eligible","Percent","Birth to Three Indicators",20,"Eastern Region",35
"Sprague",2013,901171670,"Evaluated that are Eligible","Percent","Birth to Three Indicators",87.5,"Eastern Region",35
"Sprague",2013,901171670,"Referrals","Number","Birth to Three Indicators",8,"Eastern Region",35
"Sprague",2013,901171670,"Referrals","Percent","Birth to Three Indicators",22.86,"Eastern Region",35
"Sprague",2013,901171670,"Total Served","Percent","Birth to Three Indicators",17.14,"Eastern Region",35
"Sprague",2013,901171670,"IFSP Receiving Services","Percent","Birth to Three Indicators",85.71,"Eastern Region",35
"Sprague",2013,901171670,"Individual Family Service Plans","Number","Birth to Three Indicators",7,"Eastern Region",35
"Sprague",2013,901171670,"Total Eligible","Number","Birth to Three Indicators",7,"Eastern Region",35
"Sprague",2013,901171670,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",11.43,"Eastern Region",35
"Sprague",2013,901171670,"Evaluations","Percent","Birth to Three Indicators",22.86,"Eastern Region",35
"Sprague",2013,901171670,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Eastern Region",35
"Sprague",2013,901171670,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",57.14,"Eastern Region",35
"Sprague",2013,901171670,"Evaluations","Number","Birth to Three Indicators",8,"Eastern Region",35
"Sprague",2013,901171670,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,"Eastern Region",35
"Stafford",2013,901372090,"Individual Family Service Plans","Percent","Birth to Three Indicators",10.71,"North Central Region",84
"Stafford",2013,901372090,"Evaluations","Percent","Birth to Three Indicators",19.05,"North Central Region",84
"Stafford",2013,901372090,"Individual Family Service Plans","Number","Birth to Three Indicators",9,"North Central Region",84
"Stafford",2013,901372090,"Referred that are Evaluated","Percent","Birth to Three Indicators",94.12,"North Central Region",84
"Stafford",2013,901372090,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"North Central Region",84
"Stafford",2013,901372090,"Referrals","Number","Birth to Three Indicators",17,"North Central Region",84
"Stafford",2013,901372090,"Evaluations","Number","Birth to Three Indicators",16,"North Central Region",84
"Stafford",2013,901372090,"Total Served","Number","Birth to Three Indicators",9,"North Central Region",84
"Stafford",2013,901372090,"Referrals","Percent","Birth to Three Indicators",20.24,"North Central Region",84
"Stafford",2013,901372090,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",5.95,"North Central Region",84
"Stafford",2013,901372090,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",5,"North Central Region",84
"Stafford",2013,901372090,"Total Served","Percent","Birth to Three Indicators",10.71,"North Central Region",84
"Stafford",2013,901372090,"Total Eligible","Number","Birth to Three Indicators",10,"North Central Region",84
"Stafford",2013,901372090,"Evaluated that are Eligible","Percent","Birth to Three Indicators",62.5,"North Central Region",84
"Stafford",2013,901372090,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",50,"North Central Region",84
"Stafford",2013,901372090,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",90,"North Central Region",84
"Stafford",2013,901372090,"Total Eligible","Percent","Birth to Three Indicators",11.9,"North Central Region",84
"Stamford",2013,900173070,"IFSP Receiving Services","Percent","Birth to Three Indicators",98.43,"Southwest Region",1849
"Stamford",2013,900173070,"Evaluated that are Eligible","Percent","Birth to Three Indicators",66.24,"Southwest Region",1849
"Stamford",2013,900173070,"Evaluations","Number","Birth to Three Indicators",311,"Southwest Region",1849
"Stamford",2013,900173070,"Referrals","Percent","Birth to Three Indicators",17.69,"Southwest Region",1849
"Stamford",2013,900173070,"Referrals","Number","Birth to Three Indicators",327,"Southwest Region",1849
"Stamford",2013,900173070,"Individual Family Service Plans","Percent","Birth to Three Indicators",10.33,"Southwest Region",1849
"Stamford",2013,900173070,"Total Eligible","Percent","Birth to Three Indicators",11.14,"Southwest Region",1849
"Stamford",2013,900173070,"Total Served","Number","Birth to Three Indicators",188,"Southwest Region",1849
"Stamford",2013,900173070,"Total Eligible","Number","Birth to Three Indicators",206,"Southwest Region",1849
"Stamford",2013,900173070,"Total Served","Percent","Birth to Three Indicators",10.17,"Southwest Region",1849
"Stamford",2013,900173070,"Individual Family Service Plans","Number","Birth to Three Indicators",191,"Southwest Region",1849
"Stamford",2013,900173070,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",3.89,"Southwest Region",1849
"Stamford",2013,900173070,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",72,"Southwest Region",1849
"Stamford",2013,900173070,"Referred that are Evaluated","Percent","Birth to Three Indicators",95.11,"Southwest Region",1849
"Stamford",2013,900173070,"Evaluations","Percent","Birth to Three Indicators",16.82,"Southwest Region",1849
"Stamford",2013,900173070,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",34.95,"Southwest Region",1849
"Stamford",2013,900173070,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",92.72,"Southwest Region",1849
"Sterling",2013,901573420,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,"Eastern Region",35
"Sterling",2013,901573420,"Evaluated that are Eligible","Percent","Birth to Three Indicators",44.44,"Eastern Region",35
"Sterling",2013,901573420,"Individual Family Service Plans","Percent","Birth to Three Indicators",11.43,"Eastern Region",35
"Sterling",2013,901573420,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",50,"Eastern Region",35
"Sterling",2013,901573420,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",2,"Eastern Region",35
"Sterling",2013,901573420,"Total Served","Number","Birth to Three Indicators",3,"Eastern Region",35
"Sterling",2013,901573420,"Evaluations","Percent","Birth to Three Indicators",25.71,"Eastern Region",35
"Sterling",2013,901573420,"Total Eligible","Number","Birth to Three Indicators",4,"Eastern Region",35
"Sterling",2013,901573420,"Referrals","Percent","Birth to Three Indicators",25.71,"Eastern Region",35
"Sterling",2013,901573420,"IFSP Receiving Services","Percent","Birth to Three Indicators",75,"Eastern Region",35
"Sterling",2013,901573420,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",5.71,"Eastern Region",35
"Sterling",2013,901573420,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Eastern Region",35
"Sterling",2013,901573420,"Total Eligible","Percent","Birth to Three Indicators",11.43,"Eastern Region",35
"Sterling",2013,901573420,"Individual Family Service Plans","Number","Birth to Three Indicators",4,"Eastern Region",35
"Sterling",2013,901573420,"Total Served","Percent","Birth to Three Indicators",8.57,"Eastern Region",35
"Sterling",2013,901573420,"Referrals","Number","Birth to Three Indicators",9,"Eastern Region",35
"Sterling",2013,901573420,"Evaluations","Number","Birth to Three Indicators",9,"Eastern Region",35
"Stonington",2013,901173770,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",87.5,"Eastern Region",110
"Stonington",2013,901173770,"Referred that are Evaluated","Percent","Birth to Three Indicators",94.44,"Eastern Region",110
"Stonington",2013,901173770,"Evaluations","Percent","Birth to Three Indicators",15.45,"Eastern Region",110
"Stonington",2013,901173770,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",3.64,"Eastern Region",110
"Stonington",2013,901173770,"Referrals","Number","Birth to Three Indicators",18,"Eastern Region",110
"Stonington",2013,901173770,"Total Served","Percent","Birth to Three Indicators",6.36,"Eastern Region",110
"Stonington",2013,901173770,"Total Served","Number","Birth to Three Indicators",7,"Eastern Region",110
"Stonington",2013,901173770,"Evaluations","Number","Birth to Three Indicators",17,"Eastern Region",110
"Stonington",2013,901173770,"Total Eligible","Percent","Birth to Three Indicators",7.27,"Eastern Region",110
"Stonington",2013,901173770,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Eastern Region",110
"Stonington",2013,901173770,"Individual Family Service Plans","Percent","Birth to Three Indicators",6.36,"Eastern Region",110
"Stonington",2013,901173770,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",4,"Eastern Region",110
"Stonington",2013,901173770,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",50,"Eastern Region",110
"Stonington",2013,901173770,"Individual Family Service Plans","Number","Birth to Three Indicators",7,"Eastern Region",110
"Stonington",2013,901173770,"Referrals","Percent","Birth to Three Indicators",16.36,"Eastern Region",110
"Stonington",2013,901173770,"Evaluated that are Eligible","Percent","Birth to Three Indicators",47.06,"Eastern Region",110
"Stonington",2013,901173770,"Total Eligible","Number","Birth to Three Indicators",8,"Eastern Region",110
"Stratford",2013,900174190,"Evaluations","Percent","Birth to Three Indicators",19.39,"Southwest Region",526
"Stratford",2013,900174190,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",4.75,"Southwest Region",526
"Stratford",2013,900174190,"Referrals","Percent","Birth to Three Indicators",19.96,"Southwest Region",526
"Stratford",2013,900174190,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",25,"Southwest Region",526
"Stratford",2013,900174190,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",49.02,"Southwest Region",526
"Stratford",2013,900174190,"Total Eligible","Percent","Birth to Three Indicators",9.7,"Southwest Region",526
"Stratford",2013,900174190,"Referrals","Number","Birth to Three Indicators",105,"Southwest Region",526
"Stratford",2013,900174190,"Referred that are Evaluated","Percent","Birth to Three Indicators",97.14,"Southwest Region",526
"Stratford",2013,900174190,"Individual Family Service Plans","Percent","Birth to Three Indicators",9.32,"Southwest Region",526
"Stratford",2013,900174190,"Evaluated that are Eligible","Percent","Birth to Three Indicators",50,"Southwest Region",526
"Stratford",2013,900174190,"Total Eligible","Number","Birth to Three Indicators",51,"Southwest Region",526
"Stratford",2013,900174190,"Total Served","Number","Birth to Three Indicators",43,"Southwest Region",526
"Stratford",2013,900174190,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",96.08,"Southwest Region",526
"Stratford",2013,900174190,"Total Served","Percent","Birth to Three Indicators",8.17,"Southwest Region",526
"Stratford",2013,900174190,"IFSP Receiving Services","Percent","Birth to Three Indicators",87.76,"Southwest Region",526
"Stratford",2013,900174190,"Individual Family Service Plans","Number","Birth to Three Indicators",49,"Southwest Region",526
"Stratford",2013,900174190,"Evaluations","Number","Birth to Three Indicators",102,"Southwest Region",526
"Suffield",2013,900374540,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",95.24,"North Central Region",115
"Suffield",2013,900374540,"Total Served","Percent","Birth to Three Indicators",17.39,"North Central Region",115
"Suffield",2013,900374540,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",11,"North Central Region",115
"Suffield",2013,900374540,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"North Central Region",115
"Suffield",2013,900374540,"Total Eligible","Percent","Birth to Three Indicators",18.26,"North Central Region",115
"Suffield",2013,900374540,"Evaluations","Percent","Birth to Three Indicators",25.22,"North Central Region",115
"Suffield",2013,900374540,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",52.38,"North Central Region",115
"Suffield",2013,900374540,"Individual Family Service Plans","Percent","Birth to Three Indicators",17.39,"North Central Region",115
"Suffield",2013,900374540,"Individual Family Service Plans","Number","Birth to Three Indicators",20,"North Central Region",115
"Suffield",2013,900374540,"Referrals","Percent","Birth to Three Indicators",26.96,"North Central Region",115
"Suffield",2013,900374540,"Evaluations","Number","Birth to Three Indicators",29,"North Central Region",115
"Suffield",2013,900374540,"Referrals","Number","Birth to Three Indicators",31,"North Central Region",115
"Suffield",2013,900374540,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",9.57,"North Central Region",115
"Suffield",2013,900374540,"Total Eligible","Number","Birth to Three Indicators",21,"North Central Region",115
"Suffield",2013,900374540,"Evaluated that are Eligible","Percent","Birth to Three Indicators",72.41,"North Central Region",115
"Suffield",2013,900374540,"Referred that are Evaluated","Percent","Birth to Three Indicators",93.55,"North Central Region",115
"Suffield",2013,900374540,"Total Served","Number","Birth to Three Indicators",20,"North Central Region",115
"Thomaston",2013,900575730,"Total Eligible","Number","Birth to Three Indicators",10,"Western Region",56
"Thomaston",2013,900575730,"Evaluations","Number","Birth to Three Indicators",18,"Western Region",56
"Thomaston",2013,900575730,"Individual Family Service Plans","Percent","Birth to Three Indicators",17.86,"Western Region",56
"Thomaston",2013,900575730,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Western Region",56
"Thomaston",2013,900575730,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"Western Region",56
"Thomaston",2013,900575730,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",70,"Western Region",56
"Thomaston",2013,900575730,"Individual Family Service Plans","Number","Birth to Three Indicators",10,"Western Region",56
"Thomaston",2013,900575730,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,"Western Region",56
"Thomaston",2013,900575730,"Total Served","Number","Birth to Three Indicators",10,"Western Region",56
"Thomaston",2013,900575730,"Referrals","Percent","Birth to Three Indicators",32.14,"Western Region",56
"Thomaston",2013,900575730,"Referrals","Number","Birth to Three Indicators",18,"Western Region",56
"Thomaston",2013,900575730,"Total Served","Percent","Birth to Three Indicators",17.86,"Western Region",56
"Thomaston",2013,900575730,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",12.5,"Western Region",56
"Thomaston",2013,900575730,"Total Eligible","Percent","Birth to Three Indicators",17.86,"Western Region",56
"Thomaston",2013,900575730,"Evaluations","Percent","Birth to Three Indicators",32.14,"Western Region",56
"Thomaston",2013,900575730,"Evaluated that are Eligible","Percent","Birth to Three Indicators",55.56,"Western Region",56
"Thomaston",2013,900575730,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Western Region",56
"Thompson",2013,901575870,"Total Served","Number","Birth to Three Indicators",11,"Eastern Region",80
"Thompson",2013,901575870,"Evaluated that are Eligible","Percent","Birth to Three Indicators",73.33,"Eastern Region",80
"Thompson",2013,901575870,"Evaluations","Percent","Birth to Three Indicators",18.75,"Eastern Region",80
"Thompson",2013,901575870,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",8.75,"Eastern Region",80
"Thompson",2013,901575870,"Referrals","Percent","Birth to Three Indicators",18.75,"Eastern Region",80
"Thompson",2013,901575870,"Total Eligible","Percent","Birth to Three Indicators",13.75,"Eastern Region",80
"Thompson",2013,901575870,"Evaluations","Number","Birth to Three Indicators",15,"Eastern Region",80
"Thompson",2013,901575870,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",63.64,"Eastern Region",80
"Thompson",2013,901575870,"Individual Family Service Plans","Percent","Birth to Three Indicators",13.75,"Eastern Region",80
"Thompson",2013,901575870,"Total Served","Percent","Birth to Three Indicators",13.75,"Eastern Region",80
"Thompson",2013,901575870,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Eastern Region",80
"Thompson",2013,901575870,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Eastern Region",80
"Thompson",2013,901575870,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"Eastern Region",80
"Thompson",2013,901575870,"Referrals","Number","Birth to Three Indicators",15,"Eastern Region",80
"Thompson",2013,901575870,"Individual Family Service Plans","Number","Birth to Three Indicators",11,"Eastern Region",80
"Thompson",2013,901575870,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,"Eastern Region",80
"Thompson",2013,901575870,"Total Eligible","Number","Birth to Three Indicators",11,"Eastern Region",80
"Tolland",2013,901376290,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",7.45,"North Central Region",94
"Tolland",2013,901376290,"Evaluations","Percent","Birth to Three Indicators",18.09,"North Central Region",94
"Tolland",2013,901376290,"Referrals","Percent","Birth to Three Indicators",18.09,"North Central Region",94
"Tolland",2013,901376290,"Evaluations","Number","Birth to Three Indicators",17,"North Central Region",94
"Tolland",2013,901376290,"Individual Family Service Plans","Percent","Birth to Three Indicators",13.83,"North Central Region",94
"Tolland",2013,901376290,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",53.85,"North Central Region",94
"Tolland",2013,901376290,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,"North Central Region",94
"Tolland",2013,901376290,"Individual Family Service Plans","Number","Birth to Three Indicators",13,"North Central Region",94
"Tolland",2013,901376290,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"North Central Region",94
"Tolland",2013,901376290,"Total Eligible","Number","Birth to Three Indicators",13,"North Central Region",94
"Tolland",2013,901376290,"Evaluated that are Eligible","Percent","Birth to Three Indicators",76.47,"North Central Region",94
"Tolland",2013,901376290,"IFSP Receiving Services","Percent","Birth to Three Indicators",92.31,"North Central Region",94
"Tolland",2013,901376290,"Total Served","Percent","Birth to Three Indicators",12.77,"North Central Region",94
"Tolland",2013,901376290,"Total Eligible","Percent","Birth to Three Indicators",13.83,"North Central Region",94
"Tolland",2013,901376290,"Referrals","Number","Birth to Three Indicators",17,"North Central Region",94
"Tolland",2013,901376290,"Total Served","Number","Birth to Three Indicators",12,"North Central Region",94
"Tolland",2013,901376290,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"North Central Region",94
"Torrington",2013,900576570,"Evaluated that are Eligible","Percent","Birth to Three Indicators",71.26,"Western Region",364
"Torrington",2013,900576570,"Evaluations","Percent","Birth to Three Indicators",23.9,"Western Region",364
"Torrington",2013,900576570,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",31,"Western Region",364
"Torrington",2013,900576570,"Total Eligible","Percent","Birth to Three Indicators",17.03,"Western Region",364
"Torrington",2013,900576570,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",50,"Western Region",364
"Torrington",2013,900576570,"Individual Family Service Plans","Percent","Birth to Three Indicators",16.76,"Western Region",364
"Torrington",2013,900576570,"Evaluations","Number","Birth to Three Indicators",87,"Western Region",364
"Torrington",2013,900576570,"IFSP Receiving Services","Percent","Birth to Three Indicators",96.72,"Western Region",364
"Torrington",2013,900576570,"Referrals","Number","Birth to Three Indicators",89,"Western Region",364
"Torrington",2013,900576570,"Individual Family Service Plans","Number","Birth to Three Indicators",61,"Western Region",364
"Torrington",2013,900576570,"Total Served","Number","Birth to Three Indicators",59,"Western Region",364
"Torrington",2013,900576570,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",8.52,"Western Region",364
"Torrington",2013,900576570,"Referred that are Evaluated","Percent","Birth to Three Indicators",97.75,"Western Region",364
"Torrington",2013,900576570,"Referrals","Percent","Birth to Three Indicators",24.45,"Western Region",364
"Torrington",2013,900576570,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",98.39,"Western Region",364
